nbr_projets,inv_approuve,prime_approuvee,nbr_emploi,gouv_ar,gouv_fr,delegation_ar,delegation_fr,secteur_act_ar,secteur_act_ar_1,mois_ar,mois_fr,annee_doa,feuille
1,51864,14555.0,1,مدنين,MEDENINE,سيدي مخلوف,SID MAKHLOUF,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
2,108800,59841.0,2,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,الفلاحي,AGRICULTURE,أكتوبر,oct.,2017,SQL Results
4,362933,109762.0,5,القصرين,KASSERINE,القصرين الجنوبية,KASSERINE SUD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
6,413000,210304.0,6,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
7,665998,216236.0,7,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
9,918298,373065.0,12,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
9,766000,319390.0,12,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
2,1758000,547515.0,8,المهدية,MAHDIA,شربان,CHERBEN,الخدمات,SERVICE,ماي,mai,2018,SQL Results
2,134118,73765.0,2,مدنين,MEDENINE,جرجيس,JERJIS,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
3,542017,258442.0,3,سليانة,SILIANA,سيدي بورويس,SIDI BOURWIS,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
8,862562,390461.0,8,سليانة,SILIANA,سليانة الشما لية,SILIANA NORD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
12,782300,382837.0,13,تطاوين,TATAWINE,رمادة,REMEDA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
3,337414,128116.0,6,قفصة,GAFSA,أم  العرائس,OM ELARAYES,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
1,66506,17605.0,1,سليانة,SILIANA,الكريب,EL KRIB,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
2,177540,59180.0,2,قبلي,KEBELLI,دوز الشما لية,DOUZ NORD,الخدمات,SERVICE,أفريل,avr.,2018,SQL Results
1,71330,39232.0,0,نابل,NABEUL,قرمبا لية,GROUMBELIA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
4,751245,294458.0,6,سيدي بوزيد,SIDI BOUZIDE,جلمة,JELMA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2,129500,16944.0,2,المنستير,MOUNASTIR,طبلبة,TBOLBA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
12,1067400,297441.666666667,12,قبلي,KEBELLI,قبلي الجنوبية,KEBELLI SUD,التحويل الأولي,PREMIERE TRANSFORMATION,أفريل,avr.,2018,SQL Results
2,131106,33034.0,2,صفاقس,SFAXE,جبنيانة,JEBINYANA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
5,610000,304218.0,13,بنزرت,BIZERTE,سجنان,SAJNEN,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1,1200000,366070.0,13,باجة,BEJA,تبرسق,TBORSOK,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
9,657865,237256.0,12,القصرين,KASSERINE,فوسانة,FOUSENA,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
2,341000,124294.0,7,بن عروس,BEN AROUSSE,مرناق,MORNAG,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
2,156000,80115.0,2,القيروان,KAIROUAN,السبيخة,SBIKHA,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
3,298762,142876.0,4,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
6,429000,139649.0,6,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,الخدمات,SERVICE,ماي,mai,2018,SQL Results
1,95843,52714.0,1,القصرين,KASSERINE,جدليان,JDELYAN,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
1,92000,18765.0,1,سيدي بوزيد,SIDI BOUZIDE,منزل بوزيان,MANZEL BOUZAYEN,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
10,680782,233912.0,10,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
3,354754,172437.0,3,باجة,BEJA,باجة الجنوبية,BEJA SUD,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
1,54172,13886.0,1,صفاقس,SFAXE,عقارب,AGAREB,الخدمات,SERVICE,ديسمبر,déc.,2018,SQL Results
1,59441,7449.0,1,صفاقس,SFAXE,ساقية الدائر,SAKIYET EDAYER,الخدمات,SERVICE,ديسمبر,déc.,2018,SQL Results
1,51000,7063.0,1,سوسة,SOUSSE,القلعة الكبرى,KALAA ELKOUBRA,الخدمات,SERVICE,نوفمبر,nov.,2018,SQL Results
12,1292117,504389.666666667,16,القصرين,KASSERINE,فوسانة,FOUSENA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
3,241445,131374.0,3,مدنين,MEDENINE,جرجيس,JERJIS,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
3,264779,88259.6666666667,3,جندوبة,JENDOUBA,بلطة بوعوان,BALTA BOU OUN,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
2,164982,65660.0,2,زغوان,ZAGHOUANE,الناظور,NATHOUR,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
1,48747,14526.0,1,صفاقس,SFAXE,الغريبة,ELGRIBA,الخدمات,SERVICE,نوفمبر,nov.,2018,SQL Results
3,206920,67233.3333333333,3,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الخدمات,SERVICE,أكتوبر,oct.,2017,SQL Results
1,75000,21166.6666666667,1,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الخدمات,SERVICE,سبتمبر,sept.,2017,SQL Results
1,187000,58420.0,1,المهدية,MAHDIA,السواسي,ESSWASSI,الخدمات,SERVICE,نوفمبر,nov.,2017,SQL Results
2,102698,29397.0,2,صفاقس,SFAXE,قرقنة,KAREKNA,الخدمات,SERVICE,أكتوبر,oct.,2017,SQL Results
8,413195,190662.0,10,القصرين,KASSERINE,القصرين الجنوبية,KASSERINE SUD,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
4,275162,147979.0,4,مدنين,MEDENINE,مدنين الجنوبية,MEDNIN SUD,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
1,2670000,319594.0,6,سوسة,SOUSSE,هرقلة,HIRGLA,تربية الأحياء المائية,AQUACULTURE,نوفمبر,nov.,2017,SQL Results
3,126719,67051.0,3,سليانة,SILIANA,برقو,BERGOU,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
5,282131,154394.0,4,مدنين,MEDENINE,مدنين الجنوبية,MEDNIN SUD,الفلاحي,AGRICULTURE,جانفي,janv.,2018,SQL Results
2,96790,53235.0,2,القصرين,KASSERINE,العيون,EL AYOUN,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
1,198339,79606.0,1,نابل,NABEUL,بني خيار,BENI KHYAR,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
7,509000,162639.0,7,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2,166360,87736.0,2,صفاقس,SFAXE,منزل شاكر,MANZEL CHAKKER,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
12,704841,294166.0,12,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1,60000,16766.0,2,بنزرت,BIZERTE,جومين,JOUMIN,الخدمات,SERVICE,ماي,mai,2018,SQL Results
7,600304,195902.0,7,مدنين,MEDENINE,جرجيس,JERJIS,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
6,445492,227023.0,6,مدنين,MEDENINE,مدنين الجنوبية,MEDNIN SUD,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
1,82479,27493.0,1,جندوبة,JENDOUBA,غارالدماء,GAR DIMA,الخدمات,SERVICE,ماي,mai,2018,SQL Results
1,52000,9747.0,0,المنستير,MOUNASTIR,المنستير,MOUNASTIR,الصيد البحري,PECHE,أفريل,avr.,2018,SQL Results
1,193000,56975.0,3,المنستير,MOUNASTIR,صيادة لمطة بوحجر,SAYADAT LAMTA BOUHJAR,الصيد البحري,PECHE,أفريل,avr.,2018,SQL Results
1,92000,48178.0,1,المنستير,MOUNASTIR,جمال,JAMMEL,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
5,444318,185862.0,9,بنزرت,BIZERTE,بنزرت الجنوبية,BIZETE SUD,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2,117000,37601.6666666667,2,القيروان,KAIROUAN,الشبيكة,CHBIKA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
2,184000,96696.0,2,القيروان,KAIROUAN,الشراردة,CHRARDA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1,81330,44732.0,1,سليانة,SILIANA,قعفور,GAAFOUR,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2,158838,42004.0,7,مدنين,MEDENINE,جرجيس,JERJIS,الصيد البحري,PECHE,أفريل,avr.,2018,SQL Results
4,317493,173504.0,4,صفاقس,SFAXE,الغريبة,ELGRIBA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1,62000,8872.0,1,المهدية,MAHDIA,بو مرداس,BOU MERDES,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
3,204822,68274.0,3,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الخدمات,SERVICE,ماي,mai,2018,SQL Results
4,403950,182117.0,5,سيدي بوزيد,SIDI BOUZIDE,الرقاب,ERGAB,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
5,715252,184677.0,4,قابس,GABES,قابس الجنوبية,GABES SUD,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
2,90685,23944.0,4,مدنين,MEDENINE,بن قردان,BEN GERDAN,الصيد البحري,PECHE,أفريل,avr.,2018,SQL Results
5,575500,214841.0,9,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3,8094000,879072.0,7,القيروان,KAIROUAN,السبيخة,SBIKHA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1,55450,18483.3333333333,1,سيدي بوزيد,SIDI BOUZIDE,السعيدة,ASSAIDA,الخدمات,SERVICE,جوان,juin,2018,SQL Results
2,253155,81750.0,2,قابس,GABES,قابس الجنوبية,GABES SUD,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
1,46085,15361.6666666667,1,سيدي بوزيد,SIDI BOUZIDE,السعيدة,ASSAIDA,الخدمات,SERVICE,ديسمبر,déc.,2018,SQL Results
1,378000,52240.0,12,سوسة,SOUSSE,القصيبة الزاوية الثريات,KSIBET EZAWYA ETHRAYAT,الخدمات,SERVICE,ديسمبر,déc.,2018,SQL Results
1,88508,46963.0,1,قبلي,KEBELLI,قبلي الجنوبية,KEBELLI SUD,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
2,295000,127688.0,3,القيروان,KAIROUAN,السبيخة,SBIKHA,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
5,462700,225408.0,10,بنزرت,BIZERTE,جومين,JOUMIN,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
2,61799,20597.0,1,مدنين,MEDENINE,سيدي مخلوف,SID MAKHLOUF,الخدمات,SERVICE,نوفمبر,nov.,2018,SQL Results
2,162011,73021.0,2,القيروان,KAIROUAN,منزل المهيري,MENZEL MHIRI,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
1,136000,67590.0,1,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
4,265416,110160.0,4,سيدي بوزيد,SIDI BOUZIDE,أولاد حفوز,AWLED HAFOUZ,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
1,2600,1430.0,1,الكاف,KEF,الطويرف,Touiref,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
1,48000,5905.0,1,تــونس,TUNIS,سيدي حسين,SID HSSIN,الخدمات,SERVICE,ديسمبر,déc.,2018,SQL Results
1,96000,10819.0,1,القيروان,KAIROUAN,الوسلاتية,WESLATIYA,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
2,218000,84541.0,3,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الفلاحي,AGRICULTURE,أكتوبر,oct.,2017,SQL Results
1,62068,9310.0,1,نابل,NABEUL,منزل بوزلفة,MANZEL BOUZALFA,الخدمات,SERVICE,أكتوبر,oct.,2017,SQL Results
1,1397000,462941.0,2,المهدية,MAHDIA,هبيرة,HBIRA,التحويل الأولي,PREMIERE TRANSFORMATION,ديسمبر,déc.,2017,SQL Results
1,80000,37519.0,1,القيروان,KAIROUAN,الشبيكة,CHBIKA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
4,360967,198533.0,4,القصرين,KASSERINE,العيون,EL AYOUN,الفلاحي,AGRICULTURE,جانفي,janv.,2018,SQL Results
4,261884,85354.0,4,قابس,GABES,منزل الحبيب,MANZE EL HABIB,الخدمات,SERVICE,ديسمبر,déc.,2017,SQL Results
1,570000,65795.0,10,أريانة,ARIANA,أريانة المدينة,ARIANA,الخدمات,SERVICE,ديسمبر,déc.,2017,SQL Results
8,433000,223193.0,8,القيروان,KAIROUAN,الشبيكة,CHBIKA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
2,135646,45215.3333333333,2,قفصة,GAFSA,بلخير,BELKHIR,الخدمات,SERVICE,أفريل,avr.,2018,SQL Results
1,64000,32953.0,1,القيروان,KAIROUAN,حفوز,HAFOUZ,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
7,630000,337895.0,7,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
5,2469245,644918.0,15,زغوان,ZAGHOUANE,الفحص,FAHS,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
5,271077,99992.0,5,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2,75000,40293.0,2,تطاوين,TATAWINE,غمراسن,GOMRASSEN,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
4,389000,154449.0,5,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
1,44000,13791.0,1,المهدية,MAHDIA,هبيرة,HBIRA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
3,638000,294660.0,7,بنزرت,BIZERTE,جومين,JOUMIN,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1,78763,43321.0,1,نابل,NABEUL,قليبية,KLIBYA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2,141338,47112.6666666667,2,قفصة,GAFSA,قفصة الجنوبية,GAFSA SUD,الخدمات,SERVICE,أفريل,avr.,2018,SQL Results
1,95263,31754.3333333333,1,قبلي,KEBELLI,دوز الشما لية,DOUZ NORD,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1,142978,41841.0,2,سيدي بوزيد,SIDI BOUZIDE,السعيدة,ASSAIDA,تربية الأحياء المائية,AQUACULTURE,جويلية,juill.,2018,SQL Results
2,926000,297438.0,17,منــوبة,MANOUBA,الجديدة,ALJADIDA,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
3,1341943,502024.0,7,سليانة,SILIANA,مكثر,MAKTHER,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
3,2857000,793763.333333333,9,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
4,461336,200975.0,6,سيدي بوزيد,SIDI BOUZIDE,جلمة,JELMA,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
6,347686,99676.0,6,صفاقس,SFAXE,قرقنة,KAREKNA,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
3,375450,194873.0,6,سيدي بوزيد,SIDI BOUZIDE,منزل بوزيان,MANZEL BOUZAYEN,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1,13500,4050.0,0,مدنين,MEDENINE,جرجيس,JERJIS,تربية الأحياء المائية,AQUACULTURE,سبتمبر,sept.,2018,SQL Results
1,59902,13500.0,1,توزر,TOZEUR,دقاش,DGECH,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
4,304500,114840.0,5,تطاوين,TATAWINE,تطاوين الشما لية,TATAWIN NORD,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
1,3930000,558925.0,26,أريانة,ARIANA,أريانة المدينة,ARIANA,الخدمات,SERVICE,ديسمبر,déc.,2018,SQL Results
4,436000,177788.0,6,القيروان,KAIROUAN,منزل المهيري,MENZEL MHIRI,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
1,83773,27922.0,1,سليانة,SILIANA,قعفور,GAAFOUR,الخدمات,SERVICE,نوفمبر,nov.,2017,SQL Results
1,338000,54267.0,2,زغوان,ZAGHOUANE,بئر مشارقة,BIR MCHARGA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
2,216221,69281.0,4,نابل,NABEUL,تاكلسة,TAKELSSA,الفلاحي,AGRICULTURE,أكتوبر,oct.,2017,SQL Results
2,84000,34768.0,1,سوسة,SOUSSE,القلعة الكبرى,KALAA ELKOUBRA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1,64750,21582.0,1,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الخدمات,SERVICE,نوفمبر,nov.,2017,SQL Results
3,332080,172977.0,3,باجة,BEJA,تستور,TASTOUR,الفلاحي,AGRICULTURE,أكتوبر,oct.,2017,SQL Results
1,54000,29700.0,1,القصرين,KASSERINE,حيدرة,HIDRA,الفلاحي,AGRICULTURE,جانفي,janv.,2018,SQL Results
3,893000,318154.0,6,بنزرت,BIZERTE,بنزرت الجنوبية,BIZETE SUD,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
2,109604,29731.6666666667,2,توزر,TOZEUR,دقاش,DGECH,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1,53388,26694.0,1,سيدي بوزيد,SIDI BOUZIDE,المكناسي,EL MEKNASSI,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
3,314157,167738.0,3,الكاف,KEF,الكاف الغربية,EL KEF OUSET,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
3,282531,155393.0,3,باجة,BEJA,باجة الشما لية,BEJANORD,الفلاحي,AGRICULTURE,أكتوبر,oct.,2017,SQL Results
1,288000,91667.0,2,سيدي بوزيد,SIDI BOUZIDE,المزونة,ELMZOUNA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
3,459617,246737.0,6,سيدي بوزيد,SIDI BOUZIDE,سوق الجديد,SOUK EJDID,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
1,174845,59730.0,2,منــوبة,MANOUBA,واد الليل,WAD ELIL,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
1,66000,21850.0,1,القيروان,KAIROUAN,الوسلاتية,WESLATIYA,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1,68359,22559.0,1,القيروان,KAIROUAN,الشبيكة,CHBIKA,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
5,203373,92558.0,6,القصرين,KASSERINE,حاسي الفريد,HASSI ELFRID,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
4,285000,153383.0,4,القيروان,KAIROUAN,الشراردة,CHRARDA,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
2,72368,24893.0,2,سليانة,SILIANA,كسرى,KESSRA,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
3,433900,164541.0,4,أريانة,ARIANA,قلعة الأندلس,KALAT AL ANDALOUS,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
1,82699,27566.3333333333,1,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الخدمات,SERVICE,ديسمبر,déc.,2018,SQL Results
1,503000,201702.0,0,المهدية,MAHDIA,سيدي علوان,SIDI ALWEN,التحويل الأولي,PREMIERE TRANSFORMATION,ديسمبر,déc.,2018,SQL Results
1,83000,15422.0,1,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
4,1285000,258486.0,5,بن عروس,BEN AROUSSE,مرناق,MORNAG,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
1,48000,15183.0,1,القيروان,KAIROUAN,العلا,AL ALAA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1,77325,42528.0,1,قابس,GABES,قابس الغربية,GABES WEST,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1,48000,13020.0,1,المهدية,MAHDIA,أولاد الشامخ,AWLED CHAMEKH,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
1,187522,34603.0,1,القصرين,KASSERINE,جدليان,JDELYAN,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
1,260000,78595.3333333333,2,القصرين,KASSERINE,سبيطلة,SBITLA,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
3,286000,156365.0,3,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
1,151000,20633.0,2,تــونس,TUNIS,سيدي حسين,SID HSSIN,الخدمات,SERVICE,ديسمبر,déc.,2017,SQL Results
1,150000,47251.0,1,صفاقس,SFAXE,ساقية الدائر,SAKIYET EDAYER,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
3,141000,47208.0,2,سوسة,SOUSSE,القلعة الكبرى,KALAA ELKOUBRA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
1,89705,23215.0,1,نابل,NABEUL,الهوارية,HAWARIYA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
1,60060,33034.0,1,مدنين,MEDENINE,أجيم,AJIM,الفلاحي,AGRICULTURE,جانفي,janv.,2018,SQL Results
1,47000,14337.0,1,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الخدمات,SERVICE,ديسمبر,déc.,2017,SQL Results
3,173235,95281.0,3,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
1,68500,13500.0,1,الكاف,KEF,قلعة سنان,KALAT SINAN,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
1,143000,53889.0,1,تــونس,TUNIS,حلق الوادي,LA GOULETTE,الصيد البحري,PECHE,أفريل,avr.,2018,SQL Results
3,239743,71700.6666666667,4,قبلي,KEBELLI,دوز الجنوبية,DOUZ SUD,التحويل الأولي,PREMIERE TRANSFORMATION,أفريل,avr.,2018,SQL Results
2,230400,120412.0,4,بنزرت,BIZERTE,منزل بورقيبة,MANZEL BOURGIBA,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
1,1230000,525161.0,13,المنستير,MOUNASTIR,جمال,JAMMEL,التحويل الأولي,PREMIERE TRANSFORMATION,سبتمبر,sept.,2018,SQL Results
4,268104,125959.0,4,قابس,GABES,منزل الحبيب,MANZE EL HABIB,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
1,380000,190000.0,1,سليانة,SILIANA,سليانة الشما لية,SILIANA NORD,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
1,14600,2015.0,1,تــونس,TUNIS,المرسى,LA MARSA,الخدمات,SERVICE,أوت,août,2018,SQL Results
1,979000,266221.666666667,4,القصرين,KASSERINE,العيون,EL AYOUN,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
3,274384,84943.0,3,نابل,NABEUL,بني خلاد,BENI KHALLED,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
1,73817,36909.0,1,قبلي,KEBELLI,سوق الأحد,SOUK LAHAD,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
1,50932,16668.3333333333,1,توزر,TOZEUR,توزر,TOZEUR,الخدمات,SERVICE,ديسمبر,déc.,2018,SQL Results
1,1560000,543459.0,14,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,التحويل الأولي,PREMIERE TRANSFORMATION,نوفمبر,nov.,2018,SQL Results
1,126484,42161.3333333333,1,قبلي,KEBELLI,دوز الجنوبية,DOUZ SUD,الخدمات,SERVICE,ديسمبر,déc.,2018,SQL Results
2,127988,42659.0,2,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الخدمات,SERVICE,نوفمبر,nov.,2017,SQL Results
1,40829,12248.0,1,صفاقس,SFAXE,العامرة,EL AMRA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
3,342500,137326.0,4,تطاوين,TATAWINE,تطاوين الجنوبية,TATAWIN SUD,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
1,95000,46700.0,1,القيروان,KAIROUAN,الوسلاتية,WESLATIYA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1,5000,2642.0,1,المهدية,MAHDIA,قصور الساف,KSOUR ESSEF,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1,41950,20975.0,1,سيدي بوزيد,SIDI BOUZIDE,منزل بوزيان,MANZEL BOUZAYEN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2,170802,56934.0,2,قبلي,KEBELLI,دوز الجنوبية,DOUZ SUD,الخدمات,SERVICE,أفريل,avr.,2018,SQL Results
1,83420,50052.0,1,سليانة,SILIANA,الكريب,EL KRIB,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1,77557,22123.0,1,توزر,TOZEUR,دقاش,DGECH,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1,102654,29677.0,1,سليانة,SILIANA,سليانة الجنوبية,SILIANA SUD,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
