annee,auteur_affil,isn,langue,m_coll_auteur,m_lieu_edition,m_titre_orig,projet_develop,resume,titre,source,feuille
,"Haddad, M.",81830,(FR),CILF (FR)ACCT (FR),Paris (FR),Dictionnaire d'agriculture Francais-Arabe,,,Dictionnaire d'agriculture Francais-Arabe,,Feuil1
1972.0,"Tosco, U.",80112,(FR),,Paris (FR),Dictionnaire de botanique,,Dictionnaire /botanique/,Dictionnaire de botanique,Bibliothéque l'onagri,Feuil1
1989.0,"Boulard, B.",83420,(Fr),"Boulard, B.",Paris (Fr),Dictionnaire de botanique,,,Dictionnaire de botanique,,Feuil1
1987.0,"Sethom, H.Jedidi, M.Dlala, H.Mzali, H.Haydar, A.",82450,(FR),"FAC. SCI. HUMAINES SOCIALES, TUNIS",Tunis,Dictionnaire de géographie: Francais-Arabe,,/GEOGRAPHIE/,Dictionnaire de géographie: Francais-Arabe,,Feuil1
1992.0,,85196,(FR),,Paris,Dictionnaire de la langue française,,DICTIONNAIRE /FRANCAIS/,Dictionnaire de la langue française,,Feuil1
1984.0,"Virgatchik, I.",81166,(FR),,,Dictionnaire de la micro-informatique,,,Dictionnaire de la micro-informatique,,Feuil1
2003.0,"Froman, BGourdon,C",85132,(FR),,Paris (Fr ),Dictionnaire de la qualité,,/DOCUMENT TECHNIQUE//QUALITE//INFORMATION/,Dictionnaire de la qualité,,Feuil1
1976.0,"Faure, R.",80150,(FR),CDIR (FR),Paris (FR),Dictionnaire de l'agriculture,,/Répertoire/ /France/ /institution agricole/ /institution de crédit/,Dictionnaire de l'agriculture,Bibliothéque l'onagri,Feuil1
1984.0,(Anonyme),81832,(FR),,Paris (FR),Dictionnaire de l'agriculture,,,Dictionnaire de l'agriculture,,Feuil1
1974.0,"Faure, R.",81987,(FR),,Paris,"Dictionnaire de l'agriculture annuaire 1974 statistiques, organisme, dirigeants, fournisseurs",,,"Dictionnaire de l'agriculture annuaire 1974 statistiques, organisme, dirigeants, fournisseurs",,Feuil1
1994.0,,83870,(Ar),,Liban (LB),Dictionnaire de langues et d'informations,,Dictionnaire /arabe/ /biographie/,Dictionnaire de langues et d'informations,,Feuil1
1930.0,"Bruttini,A.",80137,(FR),,Paris (FR),Dictionnaire de sylviculture,,Dictionnaire /sylviculture/,Dictionnaire de sylviculture,Bibliothéque l'onagri,Feuil1
1983.0,,81834,(FR),CILF (FR)ACCT (FR),Paris (FR),Dictionnaire de termes nouveaux des sciences et des techniques,,,Dictionnaire de termes nouveaux des sciences et des techniques,,Feuil1
1977.0,"Duquesne, J.",80113,(FR),,Paris (FR),Dictionnaire des plantes médicales selon les traditions populaires,,Dictionnaire /botanique/ /plante médicinale/,Dictionnaire des plantes médicales selon les traditions populaires,Bibliothéque l'onagri,Feuil1
1972.0,"Debuigne, G.",83265,(Fr),"Debuigne, G.",Paris (FR),Dictionnaire des plantes qui guérissent,,/Repertoire/ /plante médicinale/ /récolte/ /conservation/ /caractéristique/,Dictionnaire des plantes qui guérissent,,Feuil1
1991.0,"Morère, J.L.Miquel, G.",83414,(Fr),"Morère, J.L.Miquel, G.",Paris (Fr),Dictionnaire des sciences biologiques,,,Dictionnaire des sciences biologiques,,Feuil1
1991.0,"Parent, S.",83422,(Fr).(En),"Parent, S.",Paris (Fr),Dictionnaire des sciences de l'environnement: Therminologie bilingue Francais-Anglais,,,Dictionnaire des sciences de l'environnement: Therminologie bilingue Francais-Anglais,,Feuil1
2005.0,"Geledan, ABremond, J",84972,(FR),,Belin (Fr ),Dictionnaire des sciences economiques et sociales,,/ENCYCLOPEDIE//SCIENCE ECONOMIQUE//SCIENCES HUMAINES//SOCIOLOGIE/,Dictionnaire des sciences economiques et sociales,,Feuil1
1975.0,"Benac, H",80126,(FR),,Paris (FR),Dictionnaire des synonymes,,,Dictionnaire des synonymes,Bibliothéque l'onagri,Feuil1
1988.0,"Du Chazaud, H.B.",82458,(FR),,Paris (FR),Dictionnaire des synonymes,,,Dictionnaire des synonymes,,Feuil1
1974.0,"Bailly, R.",80116,(FR),,Paris (FR),Dictionnaire des synonymes de la langue francaise,,,Dictionnaire des synonymes de la langue francaise,Bibliothéque l'onagri,Feuil1
1995.0,"Ferreol, G.Schlacther, D.Rahmania, N.Duverney, D.",84262,(Fr),,Paris (Fr),Dictionnaire des techniques quantitatives appliquées aux sciences économiques et sociales,,,Dictionnaire des techniques quantitatives appliquées aux sciences économiques et sociales,,Feuil1
1975.0,"Villemin, M.",80114,(FR),,Paris (FR),Dictionnaire des termes vétérinaires et zootechniques,,Dictionnaire /médecine vétérinaire/ /zootechnie/,Dictionnaire des termes vétérinaires et zootechniques,Bibliothéque l'onagri,Feuil1
1975.0,"Ginguay, M.",80146,"(EN,FR)",,Paris (FR),Dictionnaire d'informatique Anglais- Francais,,Dictionnaire /informatique/,Dictionnaire d'informatique Anglais- Francais,Bibliothéque l'onagri,Feuil1
1978.0,"Metro, A.",80129,(FR),,Paris,Dictionnaire forestier multilingue,,Dictionnaire /foret/,Dictionnaire forestier multilingue,Bibliothéque l'onagri,Feuil1
1970.0,"Belot, J.B.",80144,"(FR,AR)",,,Dictionnaire Francais- Arabe,,,Dictionnaire Francais- Arabe,Bibliothéque l'onagri,Feuil1
1970.0,"Belot, J.B.",80123,(FR),,Beyrouth (LB),Dictionnaire francais-arabe,,Dictionnaire /francais/ /arabe/,Dictionnaire francais-arabe,Bibliothéque l'onagri,Feuil1
1981.0,"Boudier, J.F.Luquet, F.M.Brenet, G.Casalis, J.",80720,(FR),,,Dictionnaire laitier,,,Dictionnaire laitier,Bibliothéque l'onagri,Feuil1
1976.0,,90003,"(FR,EN,AR)",,,Dictionnaire unifié des termes scientifiques des etages generaux d'enseignement,,/Terminologie/ /zoologie/ /Irak/,Dictionnaire unifié des termes scientifiques des etages generaux d'enseignement,,Feuil1
1980.0,,90004,"(EN,FR,AR)",,Maroc (MA),Dictionnaire unifie des termes scientifiques des etages generaux d'enseignement. 2-Dictionnaire des termes de physique,,/Terminologie/ /physique/ /Irak/,Dictionnaire unifie des termes scientifiques des etages generaux d'enseignement. 2-Dictionnaire des termes de physique,,Feuil1
1976.0,,81717,"(EN, FR, AR)",ALECSO,Iraq (IQ),Dictionnaire unifie des terms scientifiques des etages generaux d'enseignement 4. Dictionnaire des terms de zoologie,,,Dictionnaire unifie des terms scientifiques des etages generaux d'enseignement 4. Dictionnaire des terms de zoologie,,Feuil1
1976.0,,81718,"(FR, EN, AR)",ALECSO,Iraq,Dictionnaire unifie des therms scientifiques des etages generaux d'enseignement 2. Dictionnaire des terms de physique,,,Dictionnaire unifie des therms scientifiques des etages generaux d'enseignement 2. Dictionnaire des terms de physique,,Feuil1
1986.0,,81838,(FR),FAO,Rome (IT),"Dictionnaires et vocabulaires a la bibliotheque de terminologie et reference collation: bib./8, sup.1",,,"Dictionnaires et vocabulaires a la bibliotheque de terminologie et reference collation: bib./8, sup.1",,Feuil1
1971.0,"Malet, PH.",36761,(FR),"Malet, PH.",Tunis,Différences de développement radiculaire suivant l'importance des reserves hydriques disponibles dans le sol en debut de végétation sur un blé tendre et un coton,,/Article/ sur les résultats d'etude du développement des /racine/s suivant l'importance des réserves d/eau/ disponibles dans le /sol/ en debut de végétation sur /blé tendre/ et /coton/,Différences de développement radiculaire suivant l'importance des reserves hydriques disponibles dans le sol en debut de végétation sur un blé tendre et un coton,Microfiche,Feuil1
1973.0,"HAMZA, MK.",799,(FR),PARIS-6 UNIV. (FR),PARIS (FR),DIFFERENTES FORMES DU SOUFRE DANS LES EAUX SOUTERRAINES,,/THESE/ SUR LES DIFFERENTES FORMES ET LA REPARTITION DU /SOUFRE/ DANS LES /EAU SOUTERRAINE/S,DIFFERENTES FORMES DU SOUFRE DANS LES EAUX SOUTERRAINES,Microfiche,Feuil1
1972.0,"CHEIKH, M.BEN SALAH, H.HOWELL, J.F.",36391,(FR),"CHEIKH, M.BEN SALAH, H.HOWELL, J.F.",TUNIS,DIFFERENTS STADES DE LA MOUCHE MEDITERRANEENNE DES FRUITS CERATITIS CAPITATA WIED PENDANT L'HIVER AU NORD DE LA TUNISIE,,/ARTICLE/ SUR LA /CROISSANCE ANIMALE/ AVEC SES DIFFERENTS STADES DE LA /MOUCHE DES FRUITS/ CERATITIS CAPITATA WIED PENDANT L/HIVER/ DANS LA /TUNISIE DU NORD/,DIFFERENTS STADES DE LA MOUCHE MEDITERRANEENNE DES FRUITS CERATITIS CAPITATA WIED PENDANT L'HIVER AU NORD DE LA TUNISIE,Microfiche,Feuil1
1988.0,"El-Fadhel, K.",7149,(Fr),INAT,Tunis,Diffusion de l'eau à travers une banquette de C.E.S impact sur l'aval immédiat,,/Mémoire d'étude/ concern. les travaux de /conservation des eaux/ et la /conservation des sols/ comme moyen de /lutte anti érosion/ dans la zone de Mazreg Echems à /Siliana/ - Généralités sur le /climat/ la /géologie/ et la /pédologie/. Etude de l'impact de l'aménagement des /banquette/s sur les /sol/s par la mesure de l'/évapotranspiration/ et de l'/infiltration d'eau/ : conséquences sur les /rendement agricole/s,Diffusion de l'eau à travers une banquette de C.E.S impact sur l'aval immédiat,Microfiche,Feuil1
1975.0,Benaim,2841,(FR),FAO,Rome (IT),Diffusion de l'information dans les domaines de la vulgarisation agricole,FAO/SIDA/TUN-2,/Rapport d'assistance technique/ concern. la /diffusion de l'information/ dans le domaine de la /vulgarisation agricole/ notam. pour la culture de l/olivier/,Diffusion de l'information dans les domaines de la vulgarisation agricole,Microfiche,Feuil1
1986.0,"Mazlout, T.",4206,(Fr),INAT,Tunis,"Diflubenzuron (dimilin): son action sur le développement de ceratitis capitata Wied (diptera, trypetidae)",,"/Mémoire d'étude/ concernant l'action de l/insecticide/ le diflubenzuron sur le développement de /Ceratitis capitata/ qui est un ravageur de l/arboriculture fruitière/ - Données sur les effets du dimilin sur l/oeuf/, les /larve/s, les /pupe/s, et sur les adultes","Diflubenzuron (dimilin): son action sur le développement de ceratitis capitata Wied (diptera, trypetidae)",Microfiche,Feuil1
1985.0,"Rouaissi, H.",4592,(Fr),,El-Harrach (DZ),"Digestibilité ""in situ"" de certains sous-produits agro-alimentaires",,,"Digestibilité ""in situ"" de certains sous-produits agro-alimentaires",Microfiche,Feuil1
1980.0,"Ruckebusch, Y.Thivend, P.",120049,(EN),,"Westport, connecticut (US)",Digestive physiology and metabolism in ruminants,,,Digestive physiology and metabolism in ruminants,,Feuil1
1976.0,"Church, D.C.",120052,(EN),,Oregon (US),Digestive physiology and nutrition of ruminants: Digestive physiology,,,Digestive physiology and nutrition of ruminants: Digestive physiology,,Feuil1
1979.0,"Church, D.C.",120051,(EN),,Oregon,Digestive physiology and nutrition of ruminants: nutrition,,,Digestive physiology and nutrition of ruminants: nutrition,,Feuil1
2010.0,FAO,85446,(FR),FAO,Rome,"Dimensions humaines de l'approche écosystémique des pêches. Une vue d'ensemble du contexte, des concepts, outils et méthodes. FAO Document technique sur les pêches 489",,/DOCUMENT TECHNIQUE//PECHE//ECOSYSTEME/,"Dimensions humaines de l'approche écosystémique des pêches. Une vue d'ensemble du contexte, des concepts, outils et méthodes. FAO Document technique sur les pêches 489",,Feuil1
1979.0,"Jerome, S.Chodakowski, J.",80701,(FR),,Nevilly-sur-Seine (FR),"Dindons, pintades et cailles",,,"Dindons, pintades et cailles",Bibliothéque l'onagri,Feuil1
1991.0,"Jacobin, P.Dupriez, H.Fall, P.M.Ndione, J.Sow, M.",83387,(Fr),"Jacobin, P.Dupriez, H.Fall, P.M.Ndione, J.Sow, M.",Dakar (SN),Diobass: les paysans et leurs terroirs,,/Sénégal/ /paysannerie/ /amenagement du térritoire/,Diobass: les paysans et leurs terroirs,,Feuil1
2010.0,ANCSEP,15093,(FR),ANCSEP,Tunis,"Dioxines, Furanes et PCB dans la chaine alimentaire Etat des lieux à travers un produit index ""le lait""",,/LAIT/COMPOSITION ET CONTANIMATION,"Dioxines, Furanes et PCB dans la chaine alimentaire Etat des lieux à travers un produit index ""le lait""",Bibliothéque l'onagri,Feuil1
2007.0,"Tlig,T.",12071,(FR),INAT,Tunis,Diplotaxis harra (Forssk ) Boiss: aptitudes germinatives et vigeur reproductive.,,/MEMOIRE D'ETUDE//DIPLOTAXIS//TOLERANCE A LA SECHERESSE//GERMINATION//TOLERANCE A LA SALURE/,Diplotaxis harra (Forssk ) Boiss: aptitudes germinatives et vigeur reproductive.,,Feuil1
1979.0,DPV,2114,(FR),DPV,Tunis,Direction de la production végétale,,"/Rapport d'activité/ de la /DPV/ en 1978 concern. les /grandes cultures/, les /plante industrielle/, les /plante maraichère/, les /arbre fruitier/, la /protection des plantes/, le contrôle et la /certification des semences/, la /vulgarisation agricole/. Etude et inventaire des moyens humains matériels et financiers. Programme prévisionnel d'activité 1979",Direction de la production végétale,Microfiche,Feuil1
1978.0,DPV,1532,(FR),DPV,Tunis,Direction de la production végétale. Rapport d'activité 1977,,"/Rapport d'activité/ de la /DPV/ pour 1977 concern. la /vulgarisation agricole/, la /production végétale/, la /protection des plantes/ et la /production animale/",Direction de la production végétale. Rapport d'activité 1977,Microfiche,Feuil1
1976.0,DREFC,1533,(FR),DREFC,Tunis,Direction de l'enseignement de la recherche et de la formation des cadres. Rapport d'activité. Année 1976,,"/Rapport d'activité/ de la /DREFC/ pour 1976 concern. la /recherche agronomique/, l/enseignement agricole/ et la /vulgarisation agricole/ - Description des programmes de recherche agronomique de l/INRAT/, l/INRF/ et du /CRGR/. Données sur les moyens humains, financiers et matériels des /établissement d'enseignement/ de l/enseignement supérieur/, l/enseignement secondaire/ et de la /formation professionnelle/. Description des activités de la division de la vulgarisation agricole. /Crédit/s attribués à la DREFC et leurs répartitions. Activités du bureau de l/environnement/, des /bourse d'etude/ et de la coopération",Direction de l'enseignement de la recherche et de la formation des cadres. Rapport d'activité. Année 1976,http://www.onagri.tn/uploads/docagri/1533k.PDF,Feuil1
2002.0,,84668,(FR),FAO,Rome (IT),"Directives concernant les bonnes pratiques en matière de baux agricoles . FAO, Etudes sur les régimes fonciers",,/DOCUMENT TECHNIQUE//CONTRAT AGRICOLE//BAIL RURAL/,"Directives concernant les bonnes pratiques en matière de baux agricoles . FAO, Etudes sur les régimes fonciers",,Feuil1
1985.0,"Reichelderfer, K.H.Carison, G.A.Norton, G.A.",81899,(FR),FAO,Rome (IT),Directives economiques pour la lutte contre les ennemis des cultures,,/Monographie/ relative à la /protection des plantes/ et à la /lutte anti nuisible/ contre les /insecte nuisible/s,Directives economiques pour la lutte contre les ennemis des cultures,,Feuil1
2006.0,,85238,(FR),FAO,Rome (IT),Directives facultatives  pour  la construction et l'équipement des navires de pêche de faible dimensions 2005,,/DOCUMENT TECHNIQUE//ENGIN DE PECHE//CONSTRUCTION//MATERIEL DE PECHE//MATERIEL DE TRANSPORT//MATERIEL INDUSTRIEL//TRANSPORT FRIGORIFIQUE/,Directives facultatives  pour  la construction et l'équipement des navires de pêche de faible dimensions 2005,,Feuil1
1983.0,,81583,(FR),FAOOMS,Rome (IT),"Directives generales pour l'usage des normes d'identite et de purete: prescriptions generales, methodes generales, reactions d'identite, reactifs, solutions temoins, autres documents de reference",,"/monographie/ concernant les directives generales pour l'usage des normes d'identite et de purete - Donnees sur les methodes generales pour les preparations d/enzyme/s, pour les /graisse/s et substances derivees, pour les /aromatisant/s, pour les /phosphate/s, pour les /reactions d'idendite, les solutions tampons etalons, les solutions etalons, les reactifs et solutions temoins, sur les solutions titrees volumetriques","Directives generales pour l'usage des normes d'identite et de purete: prescriptions generales, methodes generales, reactions d'identite, reactifs, solutions temoins, autres documents de reference",,Feuil1
2009.0,,85308,"(FR,EN,ES)",FAO,Rome (It.),Directives internationales sur la gestion de la pêche profonde en haute mer,,"/PECHE//PECHE HAUTURIERE/  Résumé d'auteur :[Ces Directives internationales sur la gestion de la pêche profonde en haute mer ont été développées au moyen d'un processus participatif qui a impliqué des experts des pêches, des gestionnaires des pêches des gouvernements, l'industrie des pêches, des universités ainsi que des organisations non-gouvernementales et intergouvernementales. Les directives sont conçues pour donner des orientations sur différents aspects de la gestion allant du cadre réglementaire adéquat jusqu'aux composantes d'un bon système de cueillette de données, et elles incluent l'identification des considérations de gestions clés et des mesures nécessaires pour protéger les espèces cibles, les espèces accessoires et les habitats. Les directives sont facultatives et constituent un instrument de référence pour aider les États et les organisations et arrangements régionaux de gestion des pêches à formuler et à mettre en oeuvre des mesures appropriées pour la gestion des pêches profondes en haute mer.]\n",Directives internationales sur la gestion de la pêche profonde en haute mer,,Feuil1
2012.0,FAO,85489,"(FR,EN,ES)",FAO,Rome (IT),Directives internationales sur la gestion des prises accessoires et la réduction des rejets en mer,,/PECHE//TECHNIQUE DE PECHE//REGLEMENTATION//GESTION/,Directives internationales sur la gestion des prises accessoires et la réduction des rejets en mer,Bibliothéque l'onagri,Feuil1
