id,saep,gouvernorat,delegation,ouvrage,x,y
1107,AIN KSIL,SILIANA,BOUARADA,Puit de surface,546895.2167,4009363.332
1108,Mesrata - Jbalia Rmil+Frachiche,SILIANA,LAAROUSSA,Forage,540029.1786,4014647.363
1109,El Klila,SILIANA,LAAROUSSA,Forage,544074.2016,4014400.361
1110,AIN BOUSLEMA,SILIANA,LAAROUSSA,Piquage SONEDE,553176.2554,4023336.41
1111,RHAHLA,SILIANA,GAAFOUR,Forage,537232.1618,4009063.331
1112,OM ZID,SILIANA,GAAFOUR,Piquage SONEDE,524999.0924,4009577.336
1113,BENNOURIA,SILIANA,GAAFOUR,Piquage SONEDE,527645.1069,4005011.31
1114,AOULED SLIT,SILIANA,,Piquage SONEDE,512090.0196,4019032.391
1115,Bourouis agricole,SILIANA,,Puit de surface,506852.9893,4007657.326
1116,Ain Mellita,SILIANA,,Piquage SONEDE,517076.0474,4009812.338
1117,ROUISSINE JBEL,SILIANA,,Piquage SONEDE,510312.0087,4002555.297
1118,GARIYA SUD,SILIANA,KESRA,Forage,544814.1952,3957355.041
1119,THOUAWDA-FDHOUL,SILIANA,KESRA,Forage,543156.1865,3959224.051
1120,MANSOURA (HARGAN),SILIANA,KESRA,Forage,543516.1888,3961159.062
1121,JENOUA,SILIANA,KESRA,Forage,543317.1881,3963436.075
1122,GUEROUACHA,SILIANA,SILIANA SUD,Source naturelle,526985.1001,3977690.156
1123,Ain Chrif,SILIANA,SILIANA SUD,Source naturelle,531963.4872,3981143.535
1124,Ain Jouza,SILIANA,SILIANA SUD,Source naturelle,530051.7407,3977722.051
1125,Ain El Khantoucha,SILIANA,SILIANA SUD,Source naturelle,531741.5484,3982062.593
1126,Ain Deflaya,SILIANA,SILIANA SUD,Source naturelle,530990.9846,3983953.844
1127,Ain Naga,SILIANA,SILIANA SUD,Source naturelle,523568.7479,3982559.183
1128,Ain Faouar,SILIANA,SILIANA SUD,Source naturelle,530421.5268,3974807.045
1129,Ain El Morra,SILIANA,BOUROUIS,Source naturelle,510052.5552,4009524.39
1130,Ain Maghraoua,SILIANA,MAKTHER,Source naturelle,513163.0232,3974019.137
1131,Bni Abdallah,SILIANA,KESRA,Source naturelle,541562.5476,3961904.508
1132,Ballaouta 2,SILIANA,SILIANA SUD,Piquage GR,538474.8994,3970304.182
1133,Ain Ahmed Bou Ain,SILIANA,ROUHIA,Source naturelle,509448.5565,3951267.627
1134,Ain Jouljoul,SILIANA,ROUHIA,Source naturelle,516690.5465,3941496.486
1135,Zouagha,SILIANA,SILIANA SUD,Piquage SONEDE,545144.1247,3977060.571
1136,El Gniwat,SILIANA,,Piquage SONEDE,540852.6574,4025732.177
1137,Nfessa,SILIANA,KESRA,Piquage SONEDE,543047.3835,3963634.209
1138,Boudamous,SILIANA,SILIANA NORD,Forage,526339.36,3995199.87
1139,Zouabine,SILIANA,BARGOU,Piquage SONEDE,554414.4203,4000489.973
1140,Sidi Amara,SILIANA,BARGOU,Puit de surface,550237.6625,3997459.081
1141,Dyr Ouled Yahia,SILIANA,BARGOU,Piquage SONEDE,551148.514,3993703.307
1142,Argoub El Khalsa,SILIANA,SILIANA NORD,Forage,516146.5174,3983138.05
1143,El Knaziz,SILIANA,BARGOU,Piquage SONEDE,557809.8501,3998537.483
1144,Ain Nchem,SILIANA,BARGOU,Forage,560957.7211,3988778.04
1145,Sidi Abbes,SILIANA,BOUARADA,Puit de surface,561717.7259,4020497.751
1146,Ezghadia Sidi Ayed,SILIANA,,Piquage SONEDE,535044.198,4022685.461
1147,Gmata,SILIANA,,Piquage SONEDE,538304.9794,4026704.849
1148,Khouchchet Chaabane,SILIANA,,Piquage SONEDE,538417.6921,4026690.561
1149,El Barrama,SILIANA,GAAFOUR,Forage,545091.284,4006470.058
1150,Ouled Taleb,SILIANA,KRIB,Piquage SONEDE,499173.8595,4015568.812
1151,Hammame Biadha Janoubi - El Khanga,SILIANA,KRIB,Puit de surface,505348.5228,4023911.968
1152,Boukhil - Oued Ellouz,SILIANA,KRIB,Piquage SONEDE,512092.3753,4019653.71
1153,Borj Messaoudi,SILIANA,KRIB,Piquage SONEDE,500405.6115,4022897.292
1154,Nchem - Essghairia,SILIANA,BOUROUIS,Piquage GR,522985.866,3993783.807
1155,Tricha,SILIANA,BOUROUIS,Piquage GR,522857.9685,3993654.351
1156,Fej Abbed,SILIANA,MAKTHER,Puit de surface,509941.9974,3975199.601
1157,Bni Hazem,SILIANA,MAKTHER,Piquage SONEDE,510620.9567,3965949.098
1158,Ennsirat,SILIANA,MAKTHER,Piquage SONEDE,517815.4351,3974766.38
1159,El Fej Ouled Tlil,SILIANA,KESRA,Piquage SONEDE,540129.6178,3958286.542
1160,Jebnoun - Hammam Kesra,SILIANA,KESRA,Piquage SONEDE,527965.9144,3962807.36
1161,Ellouza Kadima,SILIANA,KESRA,Piquage GR,514628.6839,3960782.375
1162,Bou Ibdillah,SILIANA,KESRA,Piquage SONEDE,543163.2712,3963494.509
1163,Ellouza El Jadida,SILIANA,KESRA,Piquage SONEDE,523849.2264,3960767.834
1164,Piquage SONEDE,SILIANA,SILIANA NORD,Piquage SONEDE,532639.9193,3995777.255
1165,Msahla - El Marthoum - Ouled Slama - Essmirat,SILIANA,,Piquage GR,505201.5621,3961269.675
756,Raghaya,SFAX,,RSP 50m3/15m,626745.0,3837362.0
1166,El Hebléne,SILIANA,,Piquage SONEDE,504379.9917,3945041.103
1167,Ain Ben Ali,SILIANA,SILIANA NORD,Source naturelle,522139.8235,3991676.74
1168,Ain Jbour - Jama+Zouinet+Ouerfella+Eddliwat,SILIANA,SILIANA NORD,Forage,519708.2318,3990719.22
1169,Chouachi2,KAIROUAN,,Forage,546109.8,3933705.9
1170,Kssar Swissine,KAIROUAN,,Réservoir sur piliers,555884.8,3922422.4
1171,Ouled Ameur,KAIROUAN,,Forage,559131.9,3928254.2
1172,Esserja 1,KAIROUAN,,Forage,546092.7,3928487.4
1173,Esserja 2,KAIROUAN,,Réservoir semi enterré,539924.6,3937767.9
1174,Edghima,KAIROUAN,,Raccordement réseau,555341.9,3906690.7
1175,Hinchir Echat,KAIROUAN,,Forage,544862.1,3923167.0
1176,Oued El Foul,KAIROUAN,,BF,553320.3,3921728.8
1177,Chouachi1,KAIROUAN,,Forage,548031.0,3933254.2
1178,El Mensa,KAIROUAN,,Réservoir semi enterré,560548.7,3905696.1
1179,El Louata,KAIROUAN,,Forage PV,550377.7,3910674.0
1180,Lella Selma,KAIROUAN,,Forage,552354.0,3922998.5
1181,El Khweldia,KAIROUAN,,Station de reprise,557418.9,3914696.2
1182,Edkheilia,KAIROUAN,,Forage,590302.7,3966471.6
1183,Sidi Massoued,KAIROUAN,,Forage,581572.6,3980956.9
1184,Edkhila,KAIROUAN,,Forage,590817.7,3969794.4
1185,Erouewna Trabilssia,KAIROUAN,,Forage,603264.1,3977844.0
1186,El Ghouirga,KAIROUAN,,Forage,578709.2,3974133.5
1187,El Khodhor,KAIROUAN,,Forage,594629.8,3982514.1
1188,Hindi Ragass,KAIROUAN,,Forage,605303.8,3980922.5
1189,Ouled ben hmida,KAIROUAN,,centre du village,584990.0,3975154.4
1190,El Gfey,KAIROUAN,,Forage,624901.1,1091770.1
1191,El Machnouga,KAIROUAN,,Forage,584819.2,3983736.7
1192,El oudayet,KAIROUAN,,Station de reprise,577881.8,3973185.7
1193,Sardania 2,KAIROUAN,,Forage,581098.2,3977912.3
1194,El Mnassria,KAIROUAN,,Réservoir sur piliers,582689.6,3980338.2
1195,Eddrablia,KAIROUAN,,Compteur Drablia Hamed Friwette,586945.3,3984876.0
1196,El Meaaraji,KAIROUAN,,Station de reprise,599606.4,3977089.8
1197,Bou debbous,KAIROUAN,,Forage,572651.2,3974116.2
1198,El Ouechtatia,KAIROUAN,,Forage,578301.0,3973891.6
1199,Ezzaher,KAIROUAN,,Réservoir semi enterré,574395.1,3967465.8
1200,Ouled Ahmed Bessgheir,KAIROUAN,,Réservoir semi enterré,576028.4,3982863.7
1201,El Hwainia,KAIROUAN,,Réservoir sur piliers,605393.8,3995599.2
1202,Abbebsa,KAIROUAN,,Forage,584622.0,3983025.8
1203,Khrioua,KAIROUAN,,Réservoir sur piliers,599210.4,3991980.2
1204,Hamed friwet,KAIROUAN,,Station de reprise,586931.6,3984866.9
1205,Hindi Zitouna,KAIROUAN,,Forage,598515.8,3984609.0
1206,Ain bou mourra,KAIROUAN,,Réservoir sur piliers,584612.6,3981948.2
1207,Ouled khalfallah,KAIROUAN,,Réservoir sur piliers,605393.8,3995599.2
1208,Friwet,KAIROUAN,,centre du village,585495.7,3981794.7
1209,Hamed ferniz,KAIROUAN,,Réservoir semi enterré,578943.4,3981860.0
1210,Sardania 1,KAIROUAN,,Réservoir sur piliers,580222.7,3976430.9
1211,Jwawda,KAIROUAN,,Réservoir semi enterré,606662.4,3992908.4
1212,Ouled El haj,KAIROUAN,,Station de reprise,579450.0,3975793.8
1213,Essaidia,KAIROUAN,,BF,583337.0,3978484.1
1214,Fatnassa,KAIROUAN,,centre du village,588260.7,3961801.1
1215,Glib Essbat,KAIROUAN,,Raccordement réseau,583490.6,3979011.6
1216,Bir chahida,KAIROUAN,,centre du village,575301.3,3992760.4
1217,El affassa,KAIROUAN,,Réservoir sur piliers,590513.9,3971957.1
1218,El Aarafet,KAIROUAN,,centre du village,602720.8,3990412.4
1219,Ouled Chhib,KAIROUAN,,Station de reprise,574632.2,3967966.3
1220,El Aweid,KAIROUAN,,Forage,579425.7,3975789.2
1221,Errmadhnia,KAIROUAN,,Réservoir semi enterré,581366.4,3946848.2
1222,Rwisset,KAIROUAN,,Station de reprise,578996.0,3955238.1
1223,Briket El Madina,KAIROUAN,,Réservoir sur piliers,581289.6,3929937.5
1224,Hamed Jallouli,KAIROUAN,,Réservoir sur piliers,582428.5,3930222.1
1225,Mtairia,KAIROUAN,,centre du village,585322.1,3941136.4
1226,El Gatar ouled Amor,KAIROUAN,,centre du village,548987.2,3949015.7
1227,Ariba,KAIROUAN,,Forage,545417.3,3938568.7
1228,Edbebcha,KAIROUAN,,Forage,543834.5,3950927.2
1229,Sayeda,KAIROUAN,,Station de reprise,538599.5,3939219.5
1230,Bssilet,KAIROUAN,,Station de reprise,548342.4,3947917.0
1231,Gatar Massiouta,KAIROUAN,,Forage,547012.5,3942685.5
1232,Mrigueb,KAIROUAN,,Réservoir semi enterré,547156.8,3939851.6
1233,Ouled ben Jedou,KAIROUAN,,Forage,551134.4,3943382.3
1234,Chouemekh,KAIROUAN,,Réservoir sur piliers,582428.1,3930351.8
1235,Bir Dhouaher,KAIROUAN,,Forage,587701.9,3933045.2
1236,Briket El Argoub,KAIROUAN,,Raccordement réseau,582947.2,3924464.0
1237,Makhssouma,KAIROUAN,,Raccordement réseau,606425.2,3939935.3
1238,Himbez,KAIROUAN,,centre du village,613901.0,3940772.5
1239,Menzel Alia,KAIROUAN,,Forage,551061.3,3961567.7
1240,Ain Mestour,KAIROUAN,,Forage,558358.7,3971133.9
1241,Jbel Rihane,KAIROUAN,,Réservoir sur piliers,558124.7,3961267.2
1242,Ksser Ellamsa,KAIROUAN,,Forage,562143.0,3988469.3
1243,Zghdoud,KAIROUAN,,Réservoir semi enterré,568561.7,3978715.8
1244,Hindi El Amri,KAIROUAN,,Forage,552396.3,3970308.6
1245,Ouled bameur,KAIROUAN,,Forage,554542.6,3973670.3
1246,esstouh,KAIROUAN,,Forage,557398.6,3972517.1
1247,El Horria,KAIROUAN,,Réservoir semi enterré,555057.7,3965038.0
1248,Abarich Jbel Esserj,KAIROUAN,,Réservoir semi enterré,561513.2,3988030.7
1249,Ouled Tlil,KAIROUAN,,centre du village,550193.3,3967876.1
1250,Kwed ouled ayar,KAIROUAN,,Station de reprise,570128.0,3986346.6
1251,Magra,KAIROUAN,,Station de reprise,566894.6,3961947.8
1252,El Hessiane,KAIROUAN,,Réservoir semi enterré,574631.4,3967966.3
1253,Ghanzour,KAIROUAN,,Forage,570298.7,3955492.4
1254,Chaker,KAIROUAN,,Réservoir semi enterré,574394.1,3967464.5
1255,Jbel oueslet,KAIROUAN,,Forage,571746.1,3962156.2
1256,Bou Jderia,KAIROUAN,,Réservoir sur piliers,583326.1,3914198.2
1257,Bir Jdid école,KAIROUAN,,Raccordement réseau,594179.3,3911411.0
1258,El Feth,KAIROUAN,,Réservoir semi enterré,605299.4,3920448.0
1259,Ouled Jomaa,KAIROUAN,,Raccordement réseau,598432.7,3921428.7
1260,Ktitir ouled achour,KAIROUAN,,Réservoir sur piliers,604618.7,3912318.2
1261,Frijet 2,KAIROUAN,,centre du village,584929.7,3908528.3
1262,Zaafrana Ennasser,KAIROUAN,,centre du village,603742.8,3923071.7
1263,Bir msikine,KAIROUAN,,Réservoir sur piliers,591441.5,3929378.7
1264,Mechrtat,KAIROUAN,,Réservoir sur piliers,603457.0,3901835.9
1265,Ezgoub,KAIROUAN,,Raccordement réseau,603360.4,3901466.6
1266,Bir daoula Saadlia,KAIROUAN,,Réservoir sur piliers,587201.2,3907621.7
1267,Miissra,KAIROUAN,,centre du village,585857.1,3907540.4
1281,Fom Ennaguech,KAIROUAN,,Forage,553333.9,3941465.0
1282,Ain zena,KAIROUAN,,Forage,566939.7,3945315.6
1283,Dmen el hassi,KAIROUAN,,Forage,559989.3,3930673.4
1284,Ouled farthat,KAIROUAN,,Réservoir semi enterré,564388.9,3926081.3
1285,Edroo,KAIROUAN,,Réservoir sur piliers,560708.4,3931004.5
1286,Ouled dhifallah,KAIROUAN,,Réservoir sur piliers,561588.0,3933750.9
1287,Kchem,KAIROUAN,,Forage,564758.4,3928416.1
1288,Jleil,KAIROUAN,,Forage,566529.1,3929844.1
1289,Ouled Khlif,KAIROUAN,,Réservoir sur piliers,571320.9,3928884.1
1290,Errmil,KAIROUAN,,Raccordement réseau,558974.0,3957786.7
1291,Awadid Bharna,KAIROUAN,,Forage,556776.1,3947504.7
18,Errahma Sidi Fraj,BEN AROUS,,Station de pompage,618561.4,4053642.2
19,Ennaouali,BEN AROUS,,Station de pompage,617329.8,4046673.6
20,El Balasse Ben Issa,BEN AROUS,,Station de pompage,617329.8,4046673.6
21,El Abebsa,BEN AROUS,,Station de pompage,615929.6,4042306.4
22,Sidi salem l'Ecole,BEN AROUS,,Station de pompage,617609.2,4044938.5
23,Sidi Salem Village,BEN AROUS,,Station de pompage,613712.9,4040477.1
24,Sidi Massoud1,BEN AROUS,,Station de pompage,611265.6,4051582.4
25,El Kssibi,BEN AROUS,,Station de pompage,613763.8,4053620.3
26,El Gonna,BEN AROUS,,Station de pompage,609115.0,4047229.0
27,El Gonna Ouest,BEN AROUS,,Station de pompage,607442.9,4048676.1
28,Ain Ragued,BEN AROUS,,Station de pompage,606509.0,4044926.7
29,Tayari,BEN AROUS,,Station de pompage,603890.3,4045830.9
30,Ezzouawine,BEN AROUS,,Station de pompage,607716.2,4044512.0
1292,Zabara AEP,KAIROUAN,,Réservoir sur piliers,562902.9,3930243.6
1293,Briket El kssour,KAIROUAN,,Réservoir sur piliers,581042.8,3904549.0
1313,Dhouibet,KAIROUAN,,Forage,589410.0,3951444.3
502,Sfaya,LE KEF,sekiet_sdi_youssef,Piquage SONEDE,443465.0,4013034.0
1,El Achaich,ARIANA,,Piquage sonede,598337.1,4080957.7
2,Katt Jlass,ARIANA,,Piquage sonede,597672.3,4079113.2
3,El Fejja,ARIANA,,Piquage sonede,598175.2,4101546.9
4,El Machta,ARIANA,,Piquage sonede,599940.7,4101404.2
5,Missra,ARIANA,,Piquage sonede,594903.6,4094368.5
6,Sidi Abid,ARIANA,,Piquage sonede,594371.3,4094442.6
7,El Marja,ARIANA,,Piquage sonede,599133.3,4103056.0
8,El Khlij,ARIANA,,Piquage sonede,601844.7,4088705.0
9,Cebelet Ben Ammar,ARIANA,,Piquage sonede,597507.6,4086135.1
10,Jbal Ammar,ARIANA,,Piquage sonede,593853.1,4084281.8
11,Cité Jlass,ARIANA,,Piquage sonede,591565.9,4081997.8
12,Cherfech 24,ARIANA,,Piquage sonede,594044.1,4091400.2
13,Cité Fellahin,ARIANA,,Piquage sonede,591134.0,4084643.6
40,Chrayfia,BIZERTE,,réservoir,567047.02,4127862.92
84,Aichoun,BIZERTE,,réservoir,549872.2,4108270.3
210,belda,JENDOUBA,,local,455360.6,4044674.7
240,aleyette,JENDOUBA,,,,
460,Ezdairia,LE KEF,,Puits de surface,488726.0,3993380.0
682,Boulazhar Korba,NABEUL,,RSE,661591.0,4061310.32
727,Gragour,SFAX,,Gra,648622.0,3831724.0
760,Om choucha,SFAX,,RSP,606977.0,3840384.0
812,Ksar awled dabbeb,TATAOUINE,,SP,629468.0,629468.0
895,Essafeya,BEJA,,SP1,513302.5,4084589.8
959,Zaga,BEJA,,Source,499928.2,4082133.7
1268,Dkhila,KAIROUAN,,Station de reprise,595017.9,3917723.6
1269,Bou Sari,KAIROUAN,,Réservoir sur piliers,584446.7,3916500.8
1270,Mselsel,KAIROUAN,,Forage,571831.0,3948167.3
1271,Ouled issaoui,KAIROUAN,,Forage,555405.8,3944925.1
1272,Alia,KAIROUAN,,centre du village,555115.4,3954231.2
1273,Fjarnia,KAIROUAN,,centre du village,558108.0,3956878.9
1274,Ouled Haj Ammar,KAIROUAN,,Forage,557727.8,3951745.2
1275,Ain kodia,KAIROUAN,,Réservoir sur piliers,560581.6,3951808.9
1276,Ong,KAIROUAN,,Réservoir semi enterré,554684.8,3947910.0
1277,Mhafidh,KAIROUAN,,Réservoir sur piliers,563151.3,3931742.4
1278,Rahma,KAIROUAN,,Station de reprise,558218.6,3929224.5
1279,Zamla,KAIROUAN,,Réservoir sur piliers,562026.6,3930926.4
1280,Bghour,KAIROUAN,,Forage,568858.3,3952260.5
1294,El Khobna,KAIROUAN,,Brise charge,565870.6,3902117.9
1295,LE KEF ezzahi,KAIROUAN,,Forage,575052.5,3895227.4
1296,Ouled swiss,KAIROUAN,,Réservoir sur piliers,573892.7,3905141.9
1297,Ennour,KAIROUAN,,centre du village,578880.1,3907245.6
1298,Kabbara2,KAIROUAN,,Réservoir sur piliers,576173.5,3892445.1
1299,Kabbara3,KAIROUAN,,Réservoir sur piliers,576757.5,3892400.1
1300,Kabbara1,KAIROUAN,,Forage,574297.9,3893581.0
1301,Ain soltane,KAIROUAN,,Forage,575953.3,3908561.8
1302,Gaet El Blidette,KAIROUAN,,Forage,577186.8,3911373.4
1303,Thameur,KAIROUAN,,Raccordement réseau,574680.3,3894078.9
1304,Ajebna,KAIROUAN,,Réservoir semi enterré,577538.7,3900333.2
1305,Khmeis alouini Mnara,KAIROUAN,,Forage,573113.7,3899204.2
1306,Azaeza,KAIROUAN,,Réservoir sur piliers,572883.8,3926584.2
1307,Hmidette,KAIROUAN,,Forage,577584.7,3926565.5
1308,Bir haj sadok,KAIROUAN,,Forage,581399.9,3918434.9
1309,Bou gabrine,KAIROUAN,,Forage,564496.4,3913864.6
1310,Fjij,KAIROUAN,,Forage,576628.2,3919616.3
1311,Marzoug El Farekh,KAIROUAN,,Réservoir sur piliers,587750.0,3904720.2
1312,Bir Hwidi,KAIROUAN,,Raccordement réseau,587807.1,3897474.8
