id,ref,type,titre,date_text,keywords,link,feuille
4913,JORT n°: 070 du 01/09/2015,Décret,"Arrêté du ministre de l’agriculture, des ressources hydrauliques et de la pêche du 28 août 2015, relatif à l’organisation de la chasse pendant la saison 2015-2016.",2015-10-06,/Organisation de la chasse/ /pendant la saison 2015-2016/,http://www.onagri.tn/uploads/jortagri/8606.pdf,First Sheet
4914,JORT n°: 084 du 20/10/2015,Loi,"Loi n° 2015-41 du 16 octobre 2015, portant approbation de la convention d’Istisnaâ conclue le 6 avril 2015, entre le gouvernement de la République Tunisienne et la banque islamique de développement et relative au financement du projet d'amélioration de la desserte en eau potable en milieu rural dans le gouvernorat de Bizerte (1).",2015-11-05,/Approbation de la convention d’Istisnaâ / /entre la République Tunisienne/ /la banque islamique de développement/ /financement du projet/ /la desserte en eau potable/ /en milieu rural/ /dans le gouvernorat de Bizerte(1)/,http://www.onagri.tn/uploads/jortagri/8628.pdf,First Sheet
4915,JORT n°: 084 du 20/10/2015,Loi,"Loi n° 2015-42 du 16 octobre 2015, portant approbation de la convention de prêt conclue le 6 avril 2015, entre le gouvernement de la République Tunisienne et la banque islamique de développement relative au financement du projet d'amélioration de la desserte en eau potable en milieu rural dans le gouvernorat de Bizerte (1).",2015-11-05,/Approbation de la convention de prêt / /entre la République Tunisienne/ /la banque islamique de développement/ /financement du projet/ /la desserte en eau potable/ /en milieu rural/ /dans le gouvernorat de Bizerte(1)/,http://www.onagri.tn/uploads/jortagri/8629.pdf,First Sheet
4916,JORT n°: 089 du 06/11/2015,Décret,"Décret Présidentiel n° 2015-229 du 3 novembre 2015, portant ratification de la convention d'Istisnaâ conclue le 6 avril 2015, entre le gouvernement de la République Tunisienne et la banque islamique de développement et relative au financement du projet d'amélioration de la desserte en eau potable en milieu rural dans le gouvernorat de Bizerte.",2015-11-11,/Décret Présidentiel n° 2015-229/ /ratification de la convention d'Istisnaâ/ /entre la République Tunisienne/ /la banque islamique de développement/ /financement du projet/ /la desserte en eau potable/ /en milieu rural/ /dans le gouvernorat de Bizerte/,http://www.onagri.tn/uploads/jortagri/8631.pdf,First Sheet
4917,JORT n°: 089 du 06/11/2015,Décret,"Décret Présidentiel n° 2015-230 du 3 novembre 2015, portant ratification de la convention de prêt conclue le 6 avril 2015, entre le gouvernement de la République Tunisienne et la banque islamique de développement relative au financement du projet d'amélioration de la desserte en eau potable en milieu rural dans le gouvernorat de Bizerte",2015-11-11,/Décret Présidentiel n° 2015-230/ /ratification de la convention de prêt / /  / /entre la République Tunisienne/ /la banque islamique de développement/ /financement du projet/ /la desserte en eau potable/ /en milieu rural/ /dans le gouvernorat de Bizerte,http://www.onagri.tn/uploads/jortagri/8632.pdf,First Sheet
4918,JORT n°: 089 du 06/11/2015,Décret,"Arrêté du ministre de l’agriculture, des ressources hydrauliques et de la pêche du 2 novembre 2015, portant homologation du plan de réaménagement foncier du périmètre public irrigué d'El Hazma 5 de la délégation de Médenine Sud, au gouvernorat de Médenine.",2015-11-11,/réaménagement foncier/ /périmètre public irrigué/ /d'El Hazma 5 de la délégation de Médenine Sud/ /gouvernorat de Médenine/,http://www.onagri.tn/uploads/jortagri/8633.pdf,First Sheet
4919,JORT n°: 089 du 06/11/2015,Décret,"Arrêté du ministre de l’agriculture, des ressources hydrauliques et de la pêche du 2 novembre 2015, portant homologation du plan de réaménagement foncier du périmètre public irrigué d'El Ayeycha de la délégation de Jelma, au gouvernorat de Sidi Bouzid.",2015-11-11,/réaménagement foncier/ /périmètre public irrigué/ /d'El Ayeycha de la délégation de Jelma/ /gouvernorat de Sidi Bouzid/,http://www.onagri.tn/uploads/jortagri/8634.pdf,First Sheet
4920,JORT n°: 089 du 06/11/2015,Décret,"Arrêté du ministre de l’agriculture, des ressources hydrauliques et de la pêche du 2 novembre 2015, portant homologation du plan de réaménagement foncier du périmètre public irrigué d'El Hazma 4 de la délégation de Médenine Sud, au gouvernorat de Médenine.",2015-11-11,/réaménagement foncier/ /périmètre public irrigué/ /d'El Hazma 4 de la délégation de Médenine Sud/ /gouvernorat de Médenine/,http://www.onagri.tn/uploads/jortagri/8635.pdf,First Sheet
4921,JORT n°: 089 du 06/11/2015,Décret,"Arrêté du ministre de l’agriculture, des ressources hydrauliques et de la pêche du 2 novembre 2015, portant homologation du plan de réaménagement foncier du périmètre public irrigué de Rouabi de la délégation d'El Bir Lahmer, au gouvernorat de Tataouine.",2015-11-11,/réaménagement foncier/ /périmètre public irrigué /de Rouabi de la délégation d'El Bir Lahmer/ /gouvernorat de Tataouine/,http://www.onagri.tn/uploads/jortagri/8636.pdf,First Sheet
4922,JORT n°: 089 du 06/11/2015,Décret,"Arrêté du ministre de l’agriculture, des ressources hydrauliques et de la pêche du 2 novembre 2015, portant modification de l'arrêté du 28 juin 1999, portant homologation du plan de réaménagement foncier du périmètre public irrigué de Sidi Shili-Sidi Ali Jbini (secteur Sidi Ali Jbini) relevant des deux délégations Béja Sud et Bou Salem, aux gouvernorats de Béja et Jendouba.",2015-11-11,/réaménagement foncier/ /périmètre public irrigué/ /de Sidi Shili-Sidi Ali Jbini/ /délégations Béja Sud et Bou Salem/ /gouvernorats de Béja et Jendouba/,http://www.onagri.tn/uploads/jortagri/8637.pdf,First Sheet
4923,JORT n°: 089 du 06/11/2015,Décret,"Arrêté du ministre de l’agriculture, des ressources hydrauliques et de la pêche du 2 novembre 2015, portant ouverture de la procédure de réaménagement foncier dans le périmètre public irrigué d'El Ksira de la délégation de Souk Jdid, au gouvernorat de Sidi Bouzid.",2015-11-11,/réaménagement foncier/ /périmètre public irrigué/ /d'El Ksira de la délégation de Souk Jdid/ /gouvernorat de Sidi Bouzid/,http://www.onagri.tn/uploads/jortagri/8638.pdf,First Sheet
4924,JORT n°: 089 du 06/11/2015,Décret,"Arrêté du ministre de l’agriculture, des ressources hydrauliques et de la pêche du 2 novembre 2015, portant ouverture de la procédure de réaménagement foncier dans le périmètre public irrigué de Zrarguia de la délégation de Sabèla, au gouvernorat de Sidi Bouzid.",2015-11-11,/réaménagement foncier/ /périmètre public irrigué/ /de Zrarguia de la délégation de Sabèla/ /gouvernorat de Sidi Bouzid/,http://www.onagri.tn/uploads/jortagri/8639.pdf,First Sheet
4925,JORT n°: 089 du 06/11/2015,Décret,"Arrêté du ministre de l’agriculture, des ressources hydrauliques et de la pêche du 2 novembre 2015, portant ouverture de la procédure de réaménagement foncier dans le périmètre public irrigué de Dagher de la délégation de Sidi Bouzid Ouest, au gouvernorat de Sidi Bouzid.",2015-11-11,/réaménagement foncier/ /périmètre public irrigué/ /de Dagher de la délégation de Sidi Bouzid Ouest/ /gouvernorat de Sidi Bouzid/,http://www.onagri.tn/uploads/jortagri/8640.pdf,First Sheet
4926,JORT n°: 089 du 06/11/2015,Décret,"Arrêté du ministre de l’agriculture, des ressources hydrauliques et de la pêche du 2 novembre 2015, portant ouverture de la procédure de réaménagement foncier dans l'extension du périmètre public irrigué de Sirat des délégations de Kalaa El Khasba, de Tejerouine, de Jerissa et de Kalaat Sinan, au gouvernorat du Kef.",2015-11-11,"/réaménagement foncier/ /périmètre public irrigué/ /de Sirat des délégations/ /de Kalaa El Khasba/ /Tejerouine, de Jerissa/ /de Kalaat Sinan/ /gouvernorat du Kef/",http://www.onagri.tn/uploads/jortagri/8641.pdf,First Sheet
4927,JORT n°: 090 du 10/11/2015,Décret,"Arrêté du ministre de l'agriculture, des ressources hydrauliques et de la pêche du 3 novembre 2015, fixant la liste des animaux concernés par l'identification",2015-11-18,/Arrêté fixant la liste des animaux/ /concernés par l'identification,http://www.onagri.tn/uploads/jortagri/8642.pdf,First Sheet
4928,Jort n° 97 du 04/12/2015,Arrêté,"Arrêté du ministre de l'agriculture, des ressources hydrauliques et de la pêche du 1erdécembre 2015, portant extension du périmètre d'intervention foncière agricole d'El Mhibes de la délégation de Siliana Nord, au gouvernorat de Siliana et ouverture des opérations d’aménagement foncier dans ce
Périmètre",2016-04-07,"Arrêté du ministre de l'agriculture, des ressources hydrauliques et de la pêche du 1erdécembre 2015, portant extension du périmètre d'intervention foncière agricole d'El Mhibes de la délégation de Siliana Nord, au gouvernorat de Siliana et ouverture des opérations d’aménagement foncier dans ce
Périmètre",http://www.onagri.tn/uploads/jortagri/8643.pdf,First Sheet
4929,Jort n° 100 du 15/12/2015,Décret,"Décret gouvernemental n° 2015-2150 du 4 décembre 2015, portant création d'une unité de gestion par objectifs pour la réalisation du projet de modernisation des périmètres publics irrigués de Sidi Thabet du gouvernorat de l'Ariana, fixant son organisation et les modalités de son fonctionnement.",2016-04-07,"Décret gouvernemental n° 2015-2150 du 4 décembre 2015, portant création d'une unité de gestion par objectifs pour la réalisation du projet de modernisation des périmètres publics irrigués de Sidi Thabet du gouvernorat de l'Ariana, fixant son organisation et les modalités de son fonctionnement.",http://www.onagri.tn/uploads/jortagri/8644.pdf,First Sheet
4930,Jort n° 100 du 15/12/2015,Décret,"Décret gouvernemental n° 2015-2151 du 4 décembre 2015, portant création d'une unité de gestion par objectifs pour la réalisation du projet de modernisation des périmètres publics irrigués de la basse vallée de la Medjerda (Phase Il) et fixant son organisation et les modalités de son fonctionnement.",2016-04-07,"Décret gouvernemental n° 2015-2151 du 4 décembre 2015, portant création d'une unité de gestion par objectifs pour la réalisation du projet de modernisation des périmètres publics irrigués de la basse vallée de la Medjerda (Phase Il) et fixant son organisation et les modalités de son fonctionnement.",http://www.onagri.tn/uploads/jortagri/8645.pdf,First Sheet
4931,Jort n° 100 du 15/12/2015,Décret,"Décret gouvernemental n° 2015-2152 du 4 décembre 2015, portant création d'une unité de gestion par objectifs pour l'achèvement du suivi de la réalisation du projet d'investissement dans le secteur de l'eau « PISEAU II » et fixant son organisation et les modalités de son fonctionnement.",2016-04-07,"Décret gouvernemental n° 2015-2152 du 4 décembre 2015, portant création d'une unité de gestion par objectifs pour l'achèvement du suivi de la réalisation du projet d'investissement dans le secteur de l'eau « PISEAU II » et fixant son organisation et les modalités de son fonctionnement.",http://www.onagri.tn/uploads/jortagri/8646.pdf,First Sheet
4932,Jort n° 100 du 15/12/2015,Arrêté,"Arrêté du ministre de l'agriculture, des ressources hydrauliques et de la pêche du 7 décembre 2015, modifiant l'arrêté du 23 août 1991, portant création de cellules territoriales de vulgarisation agricole dans les commissariats régionaux au développement agricole du Kef, de Kébili, de Gafsa, de Kairouan, de Sousse, de Zaghouan et de Bizerte.",2016-04-07,"Arrêté du ministre de l'agriculture, des ressources hydrauliques et de la pêche du 7 décembre 2015, modifiant l'arrêté du 23 août 1991, portant création de cellules territoriales de vulgarisation agricole dans les commissariats régionaux au développement agricole du Kef, de Kébili, de Gafsa, de Kairouan, de Sousse, de Zaghouan et de Bizerte.",http://www.onagri.tn/uploads/jortagri/8647.pdf,First Sheet
4933,Jort n° 4 du 12/01/2016,Décret,"Décret gouvernemental n° 2015-2773 du 31 décembre 2015, portant création de périmètres publics irrigués des délégations de Tataouine Nord et Dhiba, au gouvernorat de Tataouine.",2016-04-07,"Décret gouvernemental n° 2015-2773 du 31 décembre 2015, portant création de périmètres publics irrigués des délégations de Tataouine Nord et Dhiba, au gouvernorat de Tataouine.",http://www.onagri.tn/uploads/jortagri/8652.pdf,First Sheet
4934,Jort n° 4 du 12/01/2016,Décret,"Décret gouvernemental n° 2015-2774 du 31décembre 2015, portant création de périmètres publics irrigués des délégations de Chorbène et Sidi Alouène, au gouvernorat de Mahdia.",2016-04-07,"Décret gouvernemental n° 2015-2774 du 31décembre 2015, portant création de périmètres publics irrigués des délégations de Chorbène et Sidi Alouène, au gouvernorat de Mahdia.",http://www.onagri.tn/uploads/jortagri/8653.pdf,First Sheet
4935,Jort n° 4 du 12/01/2016,Décret,"Décret gouvernemental n° 2015-2775 du 31 décembre 2015, portant création de périmètres publics irrigués de la délégation de Rouhia, au gouvernorat de Siliana.",2016-04-07,"Décret gouvernemental n° 2015-2775 du 31 décembre 2015, portant création de périmètres publics irrigués de la délégation de Rouhia, au gouvernorat de Siliana.",http://www.onagri.tn/uploads/jortagri/8654.pdf,First Sheet
4936,Jort n° 4 du 12/01/2016,Décret,"Décret gouvernemental n° 2015-2776 du 31 décembre 2015, portant création de périmètres publics irrigués des délégations de Mareth et Gabès Sud, au gouvernorat de Gabès.",2016-04-07,"Décret gouvernemental n° 2015-2776 du 31 décembre 2015, portant création de périmètres publics irrigués des délégations de Mareth et Gabès Sud, au gouvernorat de Gabès.",http://www.onagri.tn/uploads/jortagri/8655.pdf,First Sheet
4937,Jort n° 4 du 12/01/2016,Décret,"Décret gouvernemental n° 2015-2777 du 31 décembre 2015, portant création d'une unité de gestion par objectifs pour la réalisation du projet de développement agricole intégré de Gabès (phase II) du gouvernorat de Gabès et fixant son organisation et les modalités de son fonctionnement.",2016-04-07,"Décret gouvernemental n° 2015-2777 du 31 décembre 2015, portant création d'une unité de gestion par objectifs pour la réalisation du projet de développement agricole intégré de Gabès (phase II) du gouvernorat de Gabès et fixant son organisation et les modalités de son fonctionnement.",http://www.onagri.tn/uploads/jortagri/8656.pdf,First Sheet
4938,Jort n° 8 du 26/01/2016,Décret,"Décret gouvernemental n° 2016-131 du 18 janvier 2016, portant approbation de la concession de I'exploitation du forage n° 7608/3 située à la délégation d'Elkrib du gouvernorat de Siliana.",2016-04-07,"Décret gouvernemental n° 2016-131 du 18 janvier 2016, portant approbation de la concession de I'exploitation du forage n° 7608/3 située à la délégation d'Elkrib du gouvernorat de Siliana.",http://www.onagri.tn/uploads/jortagri/8659.pdf,First Sheet
4939,Jort n° 8 du 26/01/2016,Décret,"Décret gouvernemental n° 2016-132 du 18 janvier 2016, portant approbation de la concession de I'exploitation du forage n° 7696/3 située à la délégation de Téboursouk du gouvernorat de Béja.",2016-04-07,"Décret gouvernemental n° 2016-132 du 18 janvier 2016, portant approbation de la concession de I'exploitation du forage n° 7696/3 située à la délégation de Téboursouk du gouvernorat de Béja.",http://www.onagri.tn/uploads/jortagri/8660.pdf,First Sheet
4940,Jort n° 8 du 26/01/2016,Décret,"Décret gouvernemental n° 2016-134 du 11 janvier 2016, fixant les zones de sauvegarde des terres agricoles du gouvernorat de Bizerte.",2016-04-07,"Décret gouvernemental n° 2016-134 du 11 janvier 2016, fixant les zones de sauvegarde des terres agricoles du gouvernorat de Bizerte.",http://www.onagri.tn/uploads/jortagri/8661.pdf,First Sheet
4941,Jort n° 8 du 26/01/2016,Arrêté,"Arrêté du ministre de l'agriculture, des ressources hydrauliques et de la pêche et du ministre de l'industrie, de l'énergie et des mines du 11 janvier 2016, fixant les dates d'ouverture et de fermeture de la campagne  de cueillette et de transformation des olives 2015/2016.",2016-04-07,"Arrêté du ministre de l'agriculture, des ressources hydrauliques et de la pêche et du ministre de l'industrie, de l'énergie et des mines du 11 janvier 2016, fixant les dates d'ouverture et de fermeture de la campagne  de cueillette et de transformation des olives 2015/2016.",http://www.onagri.tn/uploads/jortagri/8662.pdf,First Sheet
4942,Jort n° 14 du 16/02/2016,Arrêté,"Arrêté du ministre des finances et du ministre de l'agriculture, des ressources hydrauliques et de la pêche du 9 février 2016, fixant les modalités et les critères de l'abandon, par l'Etat, les établissements de crédit ayant la qualité de banque et les sociétés de recouvrement des créances filiales de banques, des montants dus en principal et intérêts au titre des crédits agricoles et fixant la composition et le mode de fonctionnement de la commission régionale chargée de l'examen des dossiers d'abandon.",2016-04-08,"Arrêté du ministre des finances et du ministre de l'agriculture, des ressources hydrauliques et de la pêche du 9 février 2016, fixant les modalités et les critères de l'abandon, par l'Etat, les établissements de crédit ayant la qualité de banque et les sociétés de recouvrement des créances filiales de banques, des montants dus en principal et intérêts au titre des crédits agricoles et fixant la composition et le mode de fonctionnement de la commission régionale chargée de l'examen des dossiers d'abandon.",http://www.onagri.tn/uploads/jortagri/8663.pdf,First Sheet
4943,Jort n° 14 du 16/02/2016,Arrêté,"Arrêté du ministre de l'agriculture, des ressources hydrauliques et de la pêche du 9 février 2016, fixant la durée de la période d'autorisation d'utilisation des semences et des produits de multiplication végétative non obtenus selon le mode de production biologique.",2016-04-08,"Arrêté du ministre de l'agriculture, des ressources hydrauliques et de la pêche du 9 février 2016, fixant la durée de la période d'autorisation d'utilisation des semences et des produits de multiplication végétative non obtenus selon le mode de production biologique.",http://www.onagri.tn/uploads/jortagri/8664.pdf,First Sheet
4944,Jort n° 16 du 23/02/2016,Loi,"Loi n° 2016-9 du 22 février 2016, portant approbation de l'accord de prêt conclu le 19 novembre 2015, entre la République Tunisienne et la banque africaine de développement pour la contribution au financement du projet de modernisation de l'infrastructure routière (1).",2016-04-08,"Loi n° 2016-9 du 22 février 2016, portant approbation de l'accord de prêt conclu le 19 novembre 2015, entre la République Tunisienne et la banque africaine de développement pour la contribution au financement du projet de modernisation de l'infrastructure routière (1).",http://www.onagri.tn/uploads/jortagri/8665.pdf,First Sheet
4945,Jort n° 16 du 23/02/2016,Décret,"Décret gouvernemental n° 2016-253 du 11 janvier 2016, fixant le prix et les modalités de paiement, de stockage et de rétrocession des céréales pour la campagne 2015/2016.",2016-04-08,"Décret gouvernemental n° 2016-253 du 11 janvier 2016, fixant le prix et les modalités de paiement, de stockage et de rétrocession des céréales pour la campagne 2015/2016.",http://www.onagri.tn/uploads/jortagri/8666.pdf,First Sheet
4946,Jort n° 20 du 08/03/2016,Décret,"Décret gouvernemental n° 2016-285 du 1er mars 2016, portant création d'une unité de gestion par objectifs pour la réalisation du projet de management de la qualité et l'accompagnement de l'accréditation du laboratoire d'analyses biotoxines à l'institut national des sciences et technologies de la mer.",2016-04-08,"Décret gouvernemental n° 2016-285 du 1er mars 2016, portant création d'une unité de gestion par objectifs pour la réalisation du projet de management de la qualité et l'accompagnement de l'accréditation du laboratoire d'analyses biotoxines à l'institut national des sciences et technologies de la mer.",http://www.onagri.tn/uploads/jortagri/8667.pdf,First Sheet
4947,Jort n° 20 du 08/03/2016,Décret,"Décret gouvernemental n° 2016-286 du 1er mars 2016, portant création d'une unité de gestion par objectifs pour la réalisation du projet de management de la qualité et l'accompagnement de l'accréditation de deux laboratoires d'analyses à l'institut de la recherche vétérinaire de Tunisie.",2016-04-08,"Décret gouvernemental n° 2016-286 du 1er mars 2016, portant création d'une unité de gestion par objectifs pour la réalisation du projet de management de la qualité et l'accompagnement de l'accréditation de deux laboratoires d'analyses à l'institut de la recherche vétérinaire de Tunisie.",http://www.onagri.tn/uploads/jortagri/8668.pdf,First Sheet
4948,Jort n° 20 du 08/03/2016,Décret,"Décret gouvernemental n° 2016-287 du 1er mars 2016, portant création d'une unité de gestion par objectifs pour la réalisation du barrage Mélègue supérieur du gouvernorat du Kef et fixant son organisation et les modalités de son fonctionnement.",2016-04-08,"Décret gouvernemental n° 2016-287 du 1er mars 2016, portant création d'une unité de gestion par objectifs pour la réalisation du barrage Mélègue supérieur du gouvernorat du Kef et fixant son organisation et les modalités de son fonctionnement.",http://www.onagri.tn/uploads/jortagri/8669.pdf,First Sheet
4949,JORT n°: 022 du 15/03/2016,Décret,"Décret gouvernemental n° 2016-355 du 7 mars 2016, fixant les zones de sauvegarde des terres agricoles du gouvernorat du Kef.",2016-05-11,Décret gouvernemental/ /fixant les zones/ /de sauvegarde des terres/ / agricoles du gouvernorat du Kef/,http://www.onagri.tn/uploads/jortagri/8673.pdf,First Sheet
4950,JORT n°: 022 du 15/03/2016,Décret,"Arrêté du ministre de l’agriculture, des ressources hydrauliques et de la pêche du 19 février 2016, fixant les exigences phytosanitaires ainsi que les modalités de contrôle de végétaux et produits végétaux importés en Tunisie.",2016-05-11,Arrêté du ministre de l’agriculture/ /fixant les exigences phytosanitaires/ /  les modalités de contrôle/ /de végétaux et produits/ /végétaux importés en Tunisie/,http://www.onagri.tn/uploads/jortagri/8674.pdf,First Sheet
4951,JORT n°: 037 du 06/05/2016,Décret,"Décret gouvernemental n° 2016-553 du 2 mai 2016, portant modification du décret n° 2010- 1547 du 21 juin 2010, portant création d'un logo pour les produits de l'agriculture biologique tunisiens et fixant les conditions et les procédures de son octroi et de son retrait.",2016-05-16,/Décret gouvernemental/ /portant création d'un logo/ /pour les produits/ / de l'agriculture/ /biologique tunisiens/,http://www.onagri.tn/uploads/jortagri/8697.pdf,First Sheet
4952,JORT n°: 042 du 24/05/2016,Décret,"Décret gouvernemental n° 2016-581 du 13 mai 2016, portant création de périmètres publics irrigués des délégations de Meknassi et Sidi Bouzid Est au gouvernorat de Sidi Bouzid.",2016-06-21,/création de périmètres/ /publics irrigués des délégations/ /de Meknassi et Sidi Bouzid Est/ /gouvernorat de Sidi Bouzid/,http://www.onagri.tn/uploads/jortagri/8699.pdf,First Sheet
4953,JORT n°: 042 du 24/05/2016,Décret,"Décret gouvernemental n° 2016-582 du 13 mai 2016, portant création de périmètres publics irrigués des délégations d'El Amra, Jebeniana et Agareb au gouvernorat de Sfax.",2016-06-21,"/création de périmètres/ /publics irrigués des délégations/ /d'El Amra, Jebeniana et Agareb/ /gouvernorat de Sfax/",http://www.onagri.tn/uploads/jortagri/8700.pdf,First Sheet
4954,JORT n°: 042 du 24/05/2016,Décret,"Décret gouvernemental n° 2016-583 du 13 mai 2016, portant création de périmètres publics irrigués des délégations de Beni Khedech, Ben Guerden et Sidi Makhlouf, au gouvernorat de Médenine.",2016-06-21,/création de périmètres/ /publics irrigués des délégations/ /de Beni Khedech/ /Ben Guerden et Sidi Makhlouf/ /gouvernorat de Médenine/,http://www.onagri.tn/uploads/jortagri/8701.pdf,First Sheet
4955,JORT n°: 044 du 31/05/2016,Décret,"Arrêté du ministre de l’agriculture, des ressources hydrauliques et de la pêche et du ministre des domaines de l’Etat et des affaires foncières du 10 mai 2016, fixant le tarif de vente des produits provenant du domaine forestier de l’Etat.",2016-06-21,/Arrêté du ministre de l’agriculture/ /ministre des domaines de l’Etat/ /fixant le tarif de vente/ /des produits provenant/ /du domaine forestier de l’Etat/,http://www.onagri.tn/uploads/jortagri/8702.pdf,First Sheet
4956,JORT n°: 044 du 31/05/2016,Décret,"Arrêté du ministre de l'agriculture, des ressources hydrauliques et de la pêche et du ministre des finances du 19 mai 2016, portant modification de l'arrêté du 13 juillet 2010, fixant le prix de l'eau potable, les redevances fixes et accessoires aux abonnements à l'eau et les taux de la part contributive des frais d'établissement des branchements des compteurs d'eaux",2016-06-21,"/Arrêté du ministre de l'agriculture/ /19 mai 2016, portant modification/ / de l'arrêté du 13 juillet 2010/ /fixant le prix de l'eau potable/",http://www.onagri.tn/uploads/jortagri/8703.pdf,First Sheet
4960,JORT n°: 056 du 08/07/2016,Décret,"Décret gouvernemental n° 2016-826 du 24 juin 2016, portant création d'un périmètre public irrigué à Garaat Leblidet de la délégation de
Nasr Allah au gouvernorat de Kairouan.",2016-11-14,/Décret gouvernemental/ /création d'un périmètre/ /public irrigué/ /Garaat Leblidet/ /délégation de Nasr Allah/ /gouvernorat de Kairouan/,http://www.onagri.tn/uploads/jortagri/8720.pdf,First Sheet
4961,JORT n°: 062 du 29/07/2016,Loi,"Loi n° 2016-56 du 26 juillet 2016, portant approbation de la convention de prêt conclue le 26 janvier 2016 entre le gouvernement de la
République Tunisienne et le fonds arabe pour le développement économique et social pour la contribution au financement du projet de
construction des deux barrages Saida et Kalâa Kébira et le réseau de transfert de l’eau y afférent (1).",2016-11-14,/approbation de la convention de prêt/ /République Tunisienne/ /le fonds arabe/ /développement économique/ /financement du projet/ /construction des deux barrages/ /Saida et Kalâa Kébira/,http://www.onagri.tn/uploads/jortagri/8721.pdf,First Sheet
4962,JORT n°: 062 du 29/07/2016,Loi,"Loi n° 2016-57 du 26 juillet 2016, portant approbation de la convention de prêt conclue le 5 avril 2016 entre le gouvernement de la
République Tunisienne et la banque islamique de développement relative au financement du projet de développement agricole intégré dans le gouvernorat de Sfax (1).",2016-11-14,approbation de la convention de prêt/ /République Tunisienne/ /la B.I.D/ /financement du projet/ /développement agricole/ /gouvernorat de Sfax/,http://www.onagri.tn/uploads/jortagri/8722.pdf,First Sheet
4963,JORT n°: 062 du 29/07/2016,Loi,"Loi n° 2016-58 du 26 juillet 2016, portant approbation de la convention d’Istisnaâ conclue le 5 avril 2016 entre le gouvernement de la République Tunisienne et la banque islamique de développement relative au financement du projet de développement agricole intégré dans le gouvernorat de Sfax (1).",2016-11-14,/approbation de la convention d’Istisnaâ/ /République Tunisienne/ /la B.I.D/ /financement du projet/ /développement agricole/ /gouvernorat de Sfax/,http://www.onagri.tn/uploads/jortagri/8723.pdf,First Sheet
4964,JORT n°: 062 du 29/07/2016,Loi,"Loi n° 2016-59 du 26 juillet 2016, portant approbation de la convention D’ijara conclue le 5 avril 2016 entre le gouvernement de la
République Tunisienne et la banque islamique de développement relative au financement du projet de développement agricole intégré dans le gouvernorat de Sfax (1).",2016-11-14,/approbation de la convention D’ijara/ /République Tunisienne/ /la B.I.D/ /financement du projet/ /développement agricole/ /gouvernorat de Sfax/,http://www.onagri.tn/uploads/jortagri/8724.pdf,First Sheet
4965,JORT n°: 062 du 29/07/2016,Décret,"Décret Présidentiel n° 2016-89 du 27 juillet 2016, portant ratification de la convention de prêt conclue le 26 janvier 2016, entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement
économique et social pour la contribution au financement du projet de construction des deux barrages Saida et Kalâa Kébira et le réseau de transfert de l’eau y afférent.",2016-11-14,/Décret Présidentiel/ /ratification de la convention de prêt/ /la République Tunisienne et le fonds arabe/ /financement du projet / /construction des deux barrages/ /Saida et Kalâa Kébira/,http://www.onagri.tn/uploads/jortagri/8725.pdf,First Sheet
4966,JORT n°: 062 du 29/07/2016,Décret,"Décret Présidentiel n° 2016-90 du 27 juillet 2016, portant ratification de la convention de prêt conclue le 5 avril 2016, entre le gouvernement de la République Tunisienne et la banque islamique de développement relative au financement du projet de développement agricole intégré dans le gouvernorat de Sfax.",2016-11-14,/Décret Présidentiel/ /ratification de la convention de prêt/ /la République Tunisienne et la B.I.D/ /financement du projet/ /développement agricole/ /  gouvernorat de Sfax/,http://www.onagri.tn/uploads/jortagri/8726.pdf,First Sheet
4967,JORT n°: 062 du 29/07/2016,Décret,"Décret Présidentiel n° 2016-91 du 27 juillet 2016, portant ratification de la convention d’Ijara conclue le 5 avril 2016, entre le gouvernement de la République Tunisienne et la banque islamique de développement relative au financement du projet de développement agricole intégré dans le gouvernorat de Sfax.",2016-11-14,/Décret Présidentiel/ /ratification de la convention d’Ijara/la République Tunisienne et la B.I.D/ /financement du projet/ /développement agricole/ /  gouvernorat de Sfax/,http://www.onagri.tn/uploads/jortagri/8727.pdf,First Sheet
4968,JORT n°: 062 du 29/07/2016,Décret,"Décret Présidentiel n° 2016-93 du 27 juillet 2016, portant ratification de la convention d’Istisnaâ conclue le 5 avril 2016 entre le Gouvernement de la RépubliqueTunisienne et la Banque Décret islamique de développement relative au financement du projet de développement agricole intégré dans le Gouvernorat de Sfax.",2016-11-14,Décret Présidentiel/ /ratification de la convention d’Istisnaâ/ /la République Tunisienne et la B.I.D/ /financement du projet / /de développement agricole/ /intégré dans le Gouvernorat de Sfax/,http://www.onagri.tn/uploads/jortagri/8728.pdf,First Sheet
4969,JORT n°: 063 du 02/08/2016,Décret,"Décret gouvernemental n° 2016-905 du 27 juillet 2016, fixant les zones de grandes cultures sinistrées par la sécheresse pour la campagne agricole 2015/2016.",2016-11-14,/Décret gouvernemental/ /fixant les zones/ /de grandes cultures sinistrées/ /par la sécheresse/ /pour la campagne agricole 2015/2016/,http://www.onagri.tn/uploads/jortagri/8729.pdf,First Sheet
