annee,source,volume_produit_million_m3,feuille
2024,Eaux Traitées-Sidi Ejdidi,8.889048,Feuil1
2024,Eaux Traitées-Oued El Kébir,0.09250000000000003,Feuil1
2024,Eaux Traitées-HarKousia,0.0,Feuil1
2024,Eaux Traitées-Ain Drahem,1.268535,Feuil1
2024,Eaux Traitées-Zahret Median,1.5416299999999998,Feuil1
2024,Eaux Traitées-Ezzouhour,0.09708,Feuil1
2024,Eaux Traitées-Lebna,0.0,Feuil1
2024,Eaux Traitées-Znatir,0.423716,Feuil1
2024,Eaux souterraines-Mateur,1.166204,Feuil1
2024,Eaux souterraines-Faouara,5.765228000000001,Feuil1
2024,Eaux souterraines-Zaghouan et Bargou,6.589417000000001,Feuil1
2024,Eaux souterraines-Enfidha+Achats d'eau Bent Saidane,21.707809119999997,Feuil1
2024,Eaux souterraines-Kairouanais,30.676985521790847,Feuil1
2024,Eaux souterraines-Sbeitla-Jelma,31.688170000000007,Feuil1
2024,Eaux souterraines-Sud Tunisien,35.50327435060911,Feuil1
2024,Eaux souterraines-Gabes,27.30556,Feuil1
2024,Eaux souterraines-Régies autonomes,148.1127847976,Feuil1
2024,Eaux dessalées-Gabes,2.3137357,Feuil1
2024,Eaux dessalées-Kerkenah,2.551258,Feuil1
2024,Eaux dessalées-Jerba,10.53441675,Feuil1
2024,Eaux dessalées-Zarzis,,Feuil1
2024,Eaux dessalées-Autres,15.274764999999999,Feuil1
2024,Eaux déferinisées- Sfax,3.340538,Feuil1
