nbr_projets,inv_declare,nbr_emploi,gouv_ar,gouv_fr,delegation_ar,delegation_fr,secteur_act_ar,secteur_act_ar_1,mois_ar,mois_fr,annee_doa,feuille
1.0,79000,2,جندوبة,JENDOUBA,فرنانة,FERNANA,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,186696,1,قبلي,KEBELLI,دوز الشما لية,DOUZ NORD,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2018,SQL Results
1.0,4575,0,قابس,GABES,المطوية,EL METWEYA,الخدمات,SERVICE,أوت,août,2018,SQL Results
4.0,446000,4,تطاوين,TATAWINE,تطاوين الشما لية,TATAWIN NORD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,21721,0,الكاف,KEF,نبر,NEBR,الخدمات,SERVICE,أوت,août,2018,SQL Results
3.0,276981,3,القصرين,KASSERINE,تا لة,TELA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,56406,1,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,57407,1,صفاقس,SFAXE,صفاقس الجنوبية,SFAXE SUD,الخدمات,SERVICE,أوت,août,2018,SQL Results
4.0,626548,4,توزر,TOZEUR,توزر,TOZEUR,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,2610000,16,نابل,NABEUL,سليمان,SLIMAN,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,162121,3,صفاقس,SFAXE,ساقية الدائر,SAKIYET EDAYER,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,67500,1,المنستير,MOUNASTIR,المكنين,MEKNIN,الخدمات,SERVICE,أوت,août,2018,SQL Results
2.0,143920,2,القصرين,KASSERINE,العيون,EL AYOUN,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,107000,2,المهدية,MAHDIA,السواسي,ESSWASSI,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
7.0,2090652,5,قفصة,GAFSA,قفصة الشما لية,GAFSSA NORD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,5560,0,الكاف,KEF,الكاف الشرقية,KEF EST,الخدمات,SERVICE,أوت,août,2018,SQL Results
2.0,1380000,22,المهدية,MAHDIA,المهدية,MAHDIA,الصيد البحري,PECHE,أوت,août,2018,SQL Results
1.0,67300,1,قابس,GABES,مطماطة,MATMATA,الخدمات,SERVICE,أوت,août,2018,SQL Results
2.0,58160,0,الكاف,KEF,ساقية سيدي يوسف,SAKIYET SIDI YOUSSEF,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,99800,1,سليانة,SILIANA,سليانة الجنوبية,SILIANA SUD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,113000,2,القيروان,KAIROUAN,السبيخة,SBIKHA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,168855,0,جندوبة,JENDOUBA,بلطة بوعوان,BALTA BOU OUN,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,220000,2,قابس,GABES,مطماطة,MATMATA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,89512,0,جندوبة,JENDOUBA,بوسا لم,BOUSALEM,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,72000,0,الكاف,KEF,الجريصة,JERISSA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,65000,1,المنستير,MOUNASTIR,البقا لطة,BKALTA,الخدمات,SERVICE,أوت,août,2018,SQL Results
3.0,1021235,9,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,56959,1,قابس,GABES,قابس المدينة,GABES MEDINA,الخدمات,SERVICE,أوت,août,2018,SQL Results
4.0,350000,8,قفصة,GAFSA,السند,ESNAD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
6.0,942610,9,سيدي بوزيد,SIDI BOUZIDE,أولاد حفوز,AWLED HAFOUZ,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
4.0,283650,3,قابس,GABES,الحامة,HAMMA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,818700,1,صفاقس,SFAXE,منزل شاكر,MANZEL CHAKKER,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
6.0,321336,0,الكاف,KEF,نبر,NEBR,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,305063,12,نابل,NABEUL,الهوارية,HAWARIYA,الخدمات,SERVICE,أوت,août,2018,SQL Results
3.0,299480,3,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,122300,1,قبلي,KEBELLI,قبلي الجنوبية,KEBELLI SUD,الخدمات,SERVICE,أوت,août,2018,SQL Results
2.0,174000,2,المهدية,MAHDIA,أولاد الشامخ,AWLED CHAMEKH,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,324875,29,نابل,NABEUL,بوعرقوب,BOU ARGOUB,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,106000,0,المنستير,MOUNASTIR,البقا لطة,BKALTA,تربية الأحياء المائية,AQUACULTURE,أوت,août,2018,SQL Results
1.0,444839,5,زغوان,ZAGHOUANE,الزريبة,ZRIBA,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,62000,1,القيروان,KAIROUAN,عين جلولة,AIN JALOULA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
4.0,476286,3,صفاقس,SFAXE,جبنيانة,JEBINYANA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,14500,0,المنستير,MOUNASTIR,المنستير,MOUNASTIR,الصيد البحري,PECHE,أوت,août,2018,SQL Results
1.0,100000,3,المهدية,MAHDIA,الشابة,CHEBBA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
15.0,2630191,15,القصرين,KASSERINE,سبيطلة,SBITLA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,141024,2,القصرين,KASSERINE,فريانة,FERYANA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,48406,1,نابل,NABEUL,منزل تميم,MANZEL TMIM,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,385000,4,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,573560,2,سيدي بوزيد,SIDI BOUZIDE,الرقاب,ERGAB,الخدمات,SERVICE,أوت,août,2018,SQL Results
2.0,149000,2,القيروان,KAIROUAN,الشراردة,CHRARDA,الخدمات,SERVICE,أوت,août,2018,SQL Results
5.0,713338,3,قابس,GABES,منزل الحبيب,MANZE EL HABIB,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
9.0,2809954,20,مدنين,MEDENINE,جرجيس,JERJIS,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,367395,54,بن عروس,BEN AROUSSE,مرناق,MORNAG,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
5.0,694697,7,سيدي بوزيد,SIDI BOUZIDE,الرقاب,ERGAB,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,17127,0,الكاف,KEF,الدهماني,DAHMENI,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,259000,2,سوسة,SOUSSE,بوفيشة,BOUFICHA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,417309,0,الكاف,KEF,قلعة الخصبة,KALAA KHESBA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,101299,0,باجة,BEJA,تيبار,TIBAR,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,6224,1,صفاقس,SFAXE,قرقنة,KAREKNA,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,86012,1,سوسة,SOUSSE,كندار,KENDRA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,1458481,10,نابل,NABEUL,الهوارية,HAWARIYA,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2018,SQL Results
1.0,74338,2,بنزرت,BIZERTE,سجنان,SAJNEN,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,73000,1,المنستير,MOUNASTIR,الوردانين,WIRDANIN,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,247000,6,جندوبة,JENDOUBA,عين دراهم,AIN DRAHEM,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2018,SQL Results
5.0,477717,5,القصرين,KASSERINE,سبيبة,SBIBA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
5.0,1010000,7,سيدي بوزيد,SIDI BOUZIDE,سبا لة أولاد عسكر,SEBELET AWLED ASKAR,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,767650,1,أريانة,ARIANA,أريانة المدينة,ARIANA,الخدمات,SERVICE,أوت,août,2018,SQL Results
4.0,360868,0,الكاف,KEF,الكاف الشرقية,KEF EST,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
5.0,764155,9,صفاقس,SFAXE,الصخيرة,SKHIRA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
4.0,250270,3,مدنين,MEDENINE,بن قردان,BEN GERDAN,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,107000,2,تطاوين,TATAWINE,غمراسن,GOMRASSEN,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,109000,4,المهدية,MAHDIA,سيدي علوان,SIDI ALWEN,الخدمات,SERVICE,أوت,août,2018,SQL Results
2.0,156500,0,تطاوين,TATAWINE,تطاوين الجنوبية,TATAWIN SUD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,202525,2,باجة,BEJA,قبلاط,KBELLAT,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,27000,0,باجة,BEJA,عمدون,AMDOUN,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,286000,2,سيدي بوزيد,SIDI BOUZIDE,منزل بوزيان,MANZEL BOUZAYEN,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,57996,0,نابل,NABEUL,منزل بوزلفة,MANZEL BOUZALFA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,83907,2,قبلي,KEBELLI,قبلي الجنوبية,KEBELLI SUD,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2018,SQL Results
2.0,109000,2,القيروان,KAIROUAN,حفوز,HAFOUZ,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,67650,1,قابس,GABES,قابس الغربية,GABES WEST,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,180000,1,تــونس,TUNIS,سيدي حسين,SID HSSIN,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,175556,2,القصرين,KASSERINE,جدليان,JDELYAN,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,125000,0,باجة,BEJA,تستور,TASTOUR,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2018,SQL Results
3.0,200000,3,القيروان,KAIROUAN,الشبيكة,CHBIKA,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,20000,0,القصرين,KASSERINE,حاسي الفريد,HASSI ELFRID,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,6960,0,الكاف,KEF,قلعة سنان,KALAT SINAN,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,151724,0,زغوان,ZAGHOUANE,الزريبة,ZRIBA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,273260,1,نابل,NABEUL,بني خيار,BENI KHYAR,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,150629,1,قفصة,GAFSA,السند,ESNAD,الخدمات,SERVICE,أوت,août,2018,SQL Results
2.0,108415,0,جندوبة,JENDOUBA,غارالدماء,GAR DIMA,الخدمات,SERVICE,أوت,août,2018,SQL Results
5.0,480371,5,القصرين,KASSERINE,ماجل با لعباس,MAJEL BELABBES,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,24610,0,سليانة,SILIANA,العروسة,ALAROUSSA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,52557,1,تــونس,TUNIS,قرطاج,KARTAGE,الخدمات,SERVICE,أوت,août,2018,SQL Results
7.0,425097,4,سليانة,SILIANA,سيدي بورويس,SIDI BOURWIS,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,60295,1,صفاقس,SFAXE,المحرس,MAHRES,الخدمات,SERVICE,أوت,août,2018,SQL Results
3.0,304071,1,سليانة,SILIANA,سليانة الشما لية,SILIANA NORD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,91000,1,القيروان,KAIROUAN,السبيخة,SBIKHA,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,154618,1,مدنين,MEDENINE,ميدون,MIDOUN,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,344374,16,بنزرت,BIZERTE,أوتيك,UTIK,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
6.0,799000,8,القيروان,KAIROUAN,الشبيكة,CHBIKA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,199606,0,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,269400,3,قفصة,GAFSA,زانوش,,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,474450,8,سوسة,SOUSSE,القلعة الكبرى,KALAA ELKOUBRA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,80850,0,زغوان,ZAGHOUANE,الفحص,FAHS,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2018,SQL Results
2.0,115883,2,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,197455,1,سيدي بوزيد,SIDI BOUZIDE,المكناسي,EL MEKNASSI,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,500000,2,بنزرت,BIZERTE,ماطر,MATEUR,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,117909,0,جندوبة,JENDOUBA,واد مليز,WAD MLIZ,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,244000,0,تطاوين,TATAWINE,الصمّار,SAMMAR,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,48154,0,بنزرت,BIZERTE,غار الملح,GAR EL MELH,الصيد البحري,PECHE,سبتمبر,sept.,2018,SQL Results
2.0,339000,3,المهدية,MAHDIA,السواسي,ESSWASSI,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,159410,0,صفاقس,SFAXE,الحنشة,HANCHA,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
2.0,197008,0,نابل,NABEUL,قليبية,KLIBYA,الصيد البحري,PECHE,سبتمبر,sept.,2018,SQL Results
4.0,328423,2,قابس,GABES,الحامة,HAMMA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,21598,0,الكاف,KEF,الجريصة,JERISSA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
3.0,226116,3,القصرين,KASSERINE,سبيبة,SBIBA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
2.0,58000,0,الكاف,KEF,الطويرف,Touiref,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
3.0,623184,5,باجة,BEJA,تستور,TASTOUR,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
11.0,1317303,9,القصرين,KASSERINE,فريانة,FERYANA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,56697,1,تــونس,TUNIS,الكرم,EL KRAM,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
2.0,101959,2,صفاقس,SFAXE,بئر علي بن خليفة,BIR ALI KHELIFFA,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
1.0,82374,0,قفصة,GAFSA,سيدي بوبكر,,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
1.0,82000,1,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
1.0,78980,0,جندوبة,JENDOUBA,عين دراهم,AIN DRAHEM,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,130250,1,قبلي,KEBELLI,دوز الشما لية,DOUZ NORD,التحويل الأولي,PREMIERE TRANSFORMATION,سبتمبر,sept.,2018,SQL Results
1.0,168750,0,بنزرت,BIZERTE,سجنان,SAJNEN,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,246000,2,صفاقس,SFAXE,ساقية الدائر,SAKIYET EDAYER,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,52661,0,جندوبة,JENDOUBA,غارالدماء,GAR DIMA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
2.0,108139,0,بنزرت,BIZERTE,أوتيك,UTIK,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
5.0,2215231,3,صفاقس,SFAXE,بئر علي بن خليفة,BIR ALI KHELIFFA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,76000,2,المنستير,MOUNASTIR,قصيبة المديوني,KSIBET ALMADYOUNI,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,66227,1,سليانة,SILIANA,برقو,BERGOU,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,91000,1,القيروان,KAIROUAN,العلا,AL ALAA,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
3.0,183426,1,باجة,BEJA,عمدون,AMDOUN,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
8.0,762051,7,مدنين,MEDENINE,بن قردان,BEN GERDAN,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,43200,0,صفاقس,SFAXE,عقارب,AGAREB,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
2.0,230000,2,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,194313,3,نابل,NABEUL,الحمامات,HAMMAMET,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
2.0,139683,2,قابس,GABES,منزل الحبيب,MANZE EL HABIB,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
4.0,765139,5,سيدي بوزيد,SIDI BOUZIDE,سبا لة أولاد عسكر,SEBELET AWLED ASKAR,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,858000,2,صفاقس,SFAXE,صفاقس الجنوبية,SFAXE SUD,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,68130,0,بنزرت,BIZERTE,جومين,JOUMIN,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
2.0,74697,4,نابل,NABEUL,نابل,NABEUL,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,13000,0,تطاوين,TATAWINE,الذهيبة,THEHIBA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
3.0,243000,2,المنستير,MOUNASTIR,طبلبة,TBOLBA,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
12.0,1590179,46,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
7.0,671598,5,القصرين,KASSERINE,القصرين الجنوبية,KASSERINE SUD,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
5.0,520152,4,سليانة,SILIANA,مكثر,MAKTHER,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
13.0,977424,13,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,59902,0,منــوبة,MANOUBA,البطان,EL BATAN,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,31461,1,سيدي بوزيد,SIDI BOUZIDE,منزل بوزيان,MANZEL BOUZAYEN,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
1.0,700000,2,القصرين,KASSERINE,سبيبة,SBIBA,التحويل الأولي,PREMIERE TRANSFORMATION,سبتمبر,sept.,2018,SQL Results
2.0,1179400,88,منــوبة,MANOUBA,المرناقية,MOURNAGIA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
2.0,373000,1,توزر,TOZEUR,نفطة,NAFTA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
2.0,186306,3,بنزرت,BIZERTE,سجنان,SAJNEN,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
1.0,58321,1,قابس,GABES,غنوش,GANOUCH,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
1.0,59902,1,توزر,TOZEUR,دقاش,DGECH,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,45500,1,المنستير,MOUNASTIR,بنبلة,BENBLA,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
1.0,3931,0,صفاقس,SFAXE,قرقنة,KAREKNA,الصيد البحري,PECHE,سبتمبر,sept.,2018,SQL Results
1.0,200000,2,المهدية,MAHDIA,شربان,CHERBEN,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,76000,1,المهدية,MAHDIA,شربان,CHERBEN,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
1.0,12589,0,بن عروس,BEN AROUSSE,مقرين,MEGRINE,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,68000,1,المهدية,MAHDIA,هبيرة,HBIRA,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
3.0,276436,2,صفاقس,SFAXE,جبنيانة,JEBINYANA,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
3.0,94138,0,باجة,BEJA,باجة الشما لية,BEJANORD,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,141070,0,الكاف,KEF,قلعة الخصبة,KALAA KHESBA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
4.0,333976,4,مدنين,MEDENINE,بني خداش,BENI KHEDECH,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1.0,79000,1,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
3.0,653476,6,سوسة,SOUSSE,النفيضة,NFIDHA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
7.0,1325290,10,قابس,GABES,قابس الجنوبية,GABES SUD,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
2.0,116000,2,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
