annee,mois,region,valeur_dinvestissement_approuve_en_mille_dinars,valeur_de_subvention_en_mille_dinars,feuille
2023,juin,Ben Arous,3212,729.0,investissement region
2023,juin,Nabeul,9214,2462.0,investissement region
2023,juin,Zaghouan,7730,2213.0,investissement region
2023,juin,Bizerte,20783,6425.0,investissement region
2023,juin,Manouba,8064,2084.0,investissement region
2023,juin,Beja,11730,4537.0,investissement region
2023,juin,Jendouba,8645,2989.0,investissement region
2023,juin,Kef,5789,2128.0,investissement region
2023,juin,Siliana,5545,2605.0,investissement region
2023,juin,Kairouan,12995,4018.0,investissement region
2023,juin,Kasserine,19481,6637.0,investissement region
2023,juin,Sidi Bouzid,25087,6633.0,investissement region
2023,juin,Sousse,254,95.0,investissement region
2023,juin,Monastir,4903,1316.0,investissement region
2023,juin,Mahdia,11515,3152.0,investissement region
2023,juin,Sfax,25586,5150.0,investissement region
2023,juin,Gafsa,7229,2570.0,investissement region
2023,juin,Tozeur,1489,623.0,investissement region
2023,juin,Kebili,5866,2059.0,investissement region
2023,juin,Gabes,15509,4185.0,investissement region
2023,juin,Medenine,11640,3666.0,investissement region
2023,juin,Tataouine,4044,1077.0,investissement region
2023,juillet,Tunis,1777,248.0,investissement region
2023,juillet,Ariana,1404,423.0,investissement region
2023,juillet,Ben Arous,4678,827.0,investissement region
2023,juillet,Nabeul,19745,3450.0,investissement region
2023,juillet,Zaghouan,7730,2213.0,investissement region
2023,juillet,Bizerte,22080,6926.0,investissement region
2023,juillet,Manouba,8064,2084.0,investissement region
2023,juillet,Beja,11730,4537.0,investissement region
2023,juillet,Jendouba,8645,2989.0,investissement region
2023,juillet,Kef,10009,2972.0,investissement region
2023,juillet,Siliana,6617,2605.0,investissement region
2023,juillet,Kairouan,17634,5610.0,investissement region
2023,juillet,Kasserine,20844,6900.0,investissement region
2023,juillet,Sidi Bouzid,28033,7795.0,investissement region
2023,juillet,Sousse,482,142.0,investissement region
2023,juillet,Monastir,8757,2219.0,investissement region
2023,juillet,Mahdia,23450,5493.0,investissement region
2023,juillet,Sfax,27116,5487.0,investissement region
2023,juillet,Gafsa,7589,2656.0,investissement region
2023,juillet,Tozeur,1917,623.0,investissement region
2023,juillet,Kebili,6499,2219.0,investissement region
2023,juillet,Gabes,15287,4789.0,investissement region
2023,juillet,Medenine,11640,3666.0,investissement region
2023,juillet,Tataouine,4044,1077.0,investissement region
2023,aout,Tunis,1777,248.0,investissement region
2023,aout,Ariana,1404,423.0,investissement region
2023,août,Ben Arous,4678,827.0,investissement region
2023,août,Nabeul,19745,3450.0,investissement region
2023,août,Zaghouan,7730,2213.0,investissement region
2023,août,Bizerte,27393,8872.0,investissement region
2023,août,Manouba,8064,2084.0,investissement region
2023,août,Beja,11730,4537.0,investissement region
2023,août,Jendouba,8645,2989.0,investissement region
2023,août,Kef,10059,2986.0,investissement region
2023,août,Siliana,8636,3223.0,investissement region
2023,août,Kairouan,17634,5610.0,investissement region
2023,août,Kasserine,24965,8405.0,investissement region
2023,août,Sidi Bouzid,31635,9146.0,investissement region
2023,août,Sousse,482,142.0,investissement region
2023,août,Monastir,8757,2219.0,investissement region
2023,août,Mahdia,17945,4383.0,investissement region
2023,août,Sfax,27116,5487.0,investissement region
2023,août,Gafsa,7589,2656.0,investissement region
2023,août,Tozeur,1917,623.0,investissement region
2023,août,Kebili,6499,2219.0,investissement region
2023,août,Gabes,15287,4789.0,investissement region
2023,août,Medenine,11640,3666.0,investissement region
2023,août,Tataouine,4700,1312.0,investissement region
2023,septembre,Tunis,1777,248.0,investissement region
2023,septembre,Ariana,1404,423.0,investissement region
2023,septembre,Ben Arous,5680,1134.0,investissement region
2023,septembre,Nabeul,19745,3450.0,investissement region
2023,septembre,Zaghouan,7730,2213.0,investissement region
2023,septembre,Bizerte,27604,8970.0,investissement region
2023,septembre,Manouba,8064,2084.0,investissement region
2023,septembre,Beja,10851,41725.0,investissement region
2023,septembre,Jendouba,12562,4384.0,investissement region
2023,septembre,Kef,10059,2986.0,investissement region
2023,septembre,Siliana,8636,3223.0,investissement region
2023,septembre,Kairouan,21824,7331.0,investissement region
2023,septembre,Kasserine,29471,10.65,investissement region
2023,septembre,Sidi Bouzid,31635,9146.0,investissement region
2023,septembre,Sousse,482,142.0,investissement region
2023,septembre,Monastir,9085,2265.0,investissement region
2023,septembre,Mahdia,20297,5041.0,investissement region
2023,septembre,Sfax,31506,6781.0,investissement region
2023,septembre,Gafsa,9888,3524.0,investissement region
2023,septembre,Tozeur,2250,719.0,investissement region
2023,septembre,Kebili,6499,2219.0,investissement region
2023,septembre,Gabes,18938,5812.0,investissement region
2023,septembre,Medenine,14076,4562.0,investissement region
2023,septembre,Tataouine,4792,1341.0,investissement region
2023,octobre,Tunis,2070,311.0,investissement region
2023,octobre,Ariana,1404,423.0,investissement region
2023,octobre,Ben Arous,5680,1134.0,investissement region
2023,octobre,Nabeul,22601,4171.0,investissement region
2023,octobre,Zaghouan,8616,2513.0,investissement region
2023,octobre,Bizerte,27604,8970.0,investissement region
2023,octobre,Manouba,10676,2997.0,investissement region
2023,octobre,Beja,14695,5358.0,investissement region
2023,octobre,Jendouba,14042,4974.0,investissement region
2023,octobre,Kef,13542,4244.0,investissement region
2023,octobre,Siliana,10428,3844.0,investissement region
2023,octobre,Kairouan,22779,7489.0,investissement region
2023,octobre,Kasserine,33941,11695.0,investissement region
2023,octobre,Sidi Bouzid,37107,10815.0,investissement region
2023,octobre,Sousse,712,212.0,investissement region
2023,octobre,Monastir,9085,2265.0,investissement region
2023,octobre,Mahdia,22978,5712.0,investissement region
2023,octobre,Sfax,31506,6781.0,investissement region
2023,octobre,Gafsa,9888,3524.0,investissement region
2023,octobre,Tozeur,2722,866.0,investissement region
2023,octobre,Kebili,6499,2219.0,investissement region
2023,octobre,Gabes,22860,6908.0,investissement region
2023,octobre,Medenine,14076,4562.0,investissement region
2023,octobre,Tataouine,4792,1341.0,investissement region
2023,novembre,Tunis,2070,311.0,investissement region
2023,novembre,Ariana,2230,618.0,investissement region
2023,novembre,Ben Arous,9508,1576.0,investissement region
2023,novembre,Nabeul,25846,4495.0,investissement region
2023,novembre,Zaghouan,8616,2513.0,investissement region
2023,novembre,Bizerte,27604,8970.0,investissement region
2023,novembre,Manouba,10676,2997.0,investissement region
2023,novembre,Beja,19899,7438.0,investissement region
2023,novembre,Jendouba,14100,4989.0,investissement region
2023,novembre,Kef,13688,4307.0,investissement region
2023,novembre,Siliana,10428,3844.0,investissement region
2023,novembre,Kairouan,26798,9277.0,investissement region
2023,novembre,Kasserine,34493,11871.0,investissement region
2023,novembre,Sidi Bouzid,37107,10815.0,investissement region
2023,novembre,Sousse,1924,455.0,investissement region
2023,novembre,Monastir,9577,2404.0,investissement region
2023,novembre,Mahdia,22978,5712.0,investissement region
2023,novembre,Sfax,32767,7024.0,investissement region
2023,novembre,Gafsa,13324,4752.0,investissement region
2023,novembre,Tozeur,3055,1010.0,investissement region
2023,novembre,Kebili,9690,3047.0,investissement region
2023,novembre,Gabes,24313,7103.0,investissement region
2023,novembre,Medenine,16313,5550.0,investissement region
2023,novembre,Tataouine,6529,1824.0,investissement region
2023,decembre,Tunis,2070,311.0,investissement region
2023,decembre,Ariana,2230,618.0,investissement region
2023,décembre,Ben Arous,10321,1833.0,investissement region
2023,décembre,Nabeul,28084,5085.0,investissement region
2023,décembre,Zaghouan,10534,3152.0,investissement region
2023,décembre,Bizerte,39205,13064.0,investissement region
2023,décembre,Manouba,10676,2997.0,investissement region
2023,décembre,Beja,23271,8424.0,investissement region
2023,décembre,Jendouba,17847,6375.0,investissement region
2023,décembre,Kef,15843,5036.0,investissement region
2023,décembre,Siliana,29081,5986.0,investissement region
2023,décembre,Kairouan,33893,12282.0,investissement region
2023,décembre,Kasserine,42092,14499.0,investissement region
2023,décembre,Sidi Bouzid,41656,12696.0,investissement region
2023,décembre,Sousse,2331,534.0,investissement region
2023,décembre,Monastir,10030,2563.0,investissement region
2023,décembre,Mahdia,26939,6857.0,investissement region
2023,décembre,Sfax,38487,8440.0,investissement region
2023,décembre,Gafsa,17124,6179.0,investissement region
2023,décembre,Tozeur,3672,1200.0,investissement region
2023,décembre,Kebili,10373,3181.0,investissement region
2023,décembre,Gabes,39384,10084.0,investissement region
2023,décembre,Medenine,17299,5931.0,investissement region
2023,décembre,Tataouine,7612,2143.0,investissement region
2024,mars,Tunis,434,62.0,investissement region
2024,mars,Ariana,1160,408.0,investissement region
2024,mars,Ben Arous,494,204.0,investissement region
2024,mars,Nabeul,1216,384.0,investissement region
2024,mars,Zaghouan,0,0.0,investissement region
2024,mars,Bizerte,0,0.0,investissement region
2024,mars,Manouba,0,0.0,investissement region
2024,mars,Beja,3735,1136.0,investissement region
2024,mars,Jendouba,3955,1263.0,investissement region
2024,mars,Kef,2950,1146.0,investissement region
2024,mars,Siliana,1225,513.0,investissement region
2024,mars,Kairouan,8092,3031.0,investissement region
2024,mars,Kasserine,5917,2349.0,investissement region
2024,mars,Sidi Bouzid,4177,1601.0,investissement region
2024,mars,Sousse,233,34.0,investissement region
2024,mars,Monastir,801,180.0,investissement region
2024,mars,Mahdia,540,175.0,investissement region
2024,mars,Sfax,4710,1240.0,investissement region
2024,mars,Gafsa,1919,708.0,investissement region
2024,mars,Tozeur,101,37.0,investissement region
2024,mars,Kebili,895,273.0,investissement region
2024,mars,Gabes,5977,1763.0,investissement region
2024,mars,Medenine,3014,1266.0,investissement region
2024,mars,Tataouine,1338,365.0,investissement region
2024,avril,Tunis,434,62.0,investissement region
2024,avril,Ariana,1160,399.0,investissement region
2024,avril,Ben Arous,494,204.0,investissement region
2024,avril,Nabeul,1216,384.0,investissement region
2024,avril,Zaghouan,1119,363.0,investissement region
2024,avril,Bizerte,6199,2127.0,investissement region
2024,avril,Manouba,0,0.0,investissement region
2024,avril,Beja,5685,1313.0,investissement region
2024,avril,Jendouba,3955,1263.0,investissement region
2024,avril,Kef,6488,2040.0,investissement region
2024,avril,Siliana,1225,513.0,investissement region
2024,avril,Kairouan,13071,4842.0,investissement region
2024,avril,Kasserine,13037,4695.0,investissement region
2024,avril,Sidi Bouzid,8438,3215.0,investissement region
2024,avril,Sousse,233,34.0,investissement region
2024,avril,Monastir,2843,505.0,investissement region
2024,avril,Mahdia,3431,660.0,investissement region
2024,avril,Sfax,8760,2010.0,investissement region
2024,avril,Gafsa,3872,1372.0,investissement region
2024,avril,Tozeur,101,37.0,investissement region
2024,avril,Kebili,895,273.0,investissement region
2024,avril,Gabes,9322,2710.0,investissement region
2024,avril,Medenine,6084,2471.0,investissement region
2024,avril,Tataouine,2352,674.0,investissement region
2024,mai,Tunis,434,62.0,investissement region
2024,mai,Ariana,1160,399.0,investissement region
2024,mai,Ben Arous,494,204.0,investissement region
2024,mai,Nabeul,1147,374.0,investissement region
2024,mai,Zaghouan,1119,363.0,investissement region
2024,mai,Bizerte,6492,2167.0,investissement region
2024,mai,Manouba,1031,507.0,investissement region
2024,mai,Beja,5685,1313.0,investissement region
2024,mai,Jendouba,6785,2407.0,investissement region
2024,mai,Kef,6488,2040.0,investissement region
2024,mai,Siliana,2906,1296.0,investissement region
2024,mai,Kairouan,13071,4842.0,investissement region
2024,mai,Kasserine,13052,4694.0,investissement region
2024,mai,Sidi Bouzid,13674,5302.0,investissement region
2024,mai,Sousse,233,34.0,investissement region
2024,mai,Monastir,2843,505.0,investissement region
2024,mai,Mahdia,4427,932.0,investissement region
2024,mai,Sfax,11159,2769.0,investissement region
2024,mai,Gafsa,7307,2523.0,investissement region
2024,mai,Tozeur,777,251.0,investissement region
2024,mai,Kebili,895,273.0,investissement region
2024,mai,Gabes,9322,2725.0,investissement region
2024,mai,Medenine,6084,2471.0,investissement region
2024,mai,Tataouine,2352,674.0,investissement region
2024,juin,Tunis,434,62.0,investissement region
2024,juin,Ariana,1160,399.0,investissement region
2024,juin,Ben Arous,2229,424.0,investissement region
2024,juin,Nabeul,1147,374.0,investissement region
2024,juin,Zaghouan,1119,363.0,investissement region
2024,juin,Bizerte,6492,2167.0,investissement region
2024,juin,Manouba,1031,507.0,investissement region
2024,juin,Beja,7613,1781.0,investissement region
2024,juin,Jendouba,6785,2407.0,investissement region
2024,juin,Kef,9361,2625.0,investissement region
2024,juin,Siliana,2906,1296.0,investissement region
2024,juin,Kairouan,16679,6358.0,investissement region
2024,juin,Kasserine,21365,7755.0,investissement region
2024,juin,Sidi Bouzid,13674,5644.0,investissement region
2024,juin,Sousse,233,34.0,investissement region
2024,juin,Monastir,2843,505.0,investissement region
2024,juin,Mahdia,4427,932.0,investissement region
2024,juin,Sfax,11159,2769.0,investissement region
2024,juin,Gafsa,7301,2501.0,investissement region
2024,juin,Tozeur,777,251.0,investissement region
2024,juin,Kebili,2909,694.0,investissement region
2024,juin,Gabes,14334,4083.0,investissement region
2024,juin,Medenine,7322,2955.0,investissement region
2024,juin,Tataouine,2352,674.0,investissement region
2024,juillet,Tunis,1098,205.0,investissement region
2024,juillet,Ariana,1160,399.0,investissement region
2024,juillet,Ben Arous,2229,424.0,investissement region
2024,juillet,Nabeul,8594,1917.0,investissement region
2024,juillet,Zaghouan,1119,363.0,investissement region
2024,juillet,Bizerte,7038,2286.0,investissement region
2024,juillet,Manouba,2659,1062.0,investissement region
2024,juillet,Beja,7966,1976.0,investissement region
2024,juillet,Jendouba,11296,3651.0,investissement region
2024,juillet,Kef,9361,2625.0,investissement region
2024,juillet,Siliana,2906,1296.0,investissement region
2024,juillet,Kairouan,16679,6358.0,investissement region
2024,juillet,Kasserine,21503,7814.0,investissement region
2024,juillet,Sidi Bouzid,23223,8763.0,investissement region
2024,juillet,Sousse,233,34.0,investissement region
2024,juillet,Monastir,6650,1185.0,investissement region
2024,juillet,Mahdia,6490,1065.0,investissement region
2024,juillet,Sfax,13379,3597.0,investissement region
2024,juillet,Gafsa,9852,3416.0,investissement region
2024,juillet,Tozeur,2078,653.0,investissement region
2024,juillet,Kebili,4237,1118.0,investissement region
2024,juillet,Gabes,21704,5643.0,investissement region
2024,juillet,Medenine,8101,3273.0,investissement region
2024,juillet,Tataouine,3187,879.0,investissement region
2024,aout,Tunis,1098,205.0,investissement region
2024,aout,Ariana,1160,399.0,investissement region
2024,août,Ben Arous,2229,424.0,investissement region
2024,août,Nabeul,8594,1917.0,investissement region
2024,août,Zaghouan,1119,363.0,investissement region
2024,août,Bizerte,9861,3179.0,investissement region
2024,août,Manouba,2659,1062.0,investissement region
2024,août,Beja,7966,1976.0,investissement region
2024,août,Jendouba,11296,3651.0,investissement region
2024,août,Kef,11184,3180.0,investissement region
2024,août,Siliana,5905,2165.0,investissement region
2024,août,Kairouan,19340,7620.0,investissement region
2024,août,Kasserine,26030,9531.0,investissement region
2024,août,Sidi Bouzid,23223,8763.0,investissement region
2024,août,Sousse,489,140.0,investissement region
2024,août,Monastir,6650,1185.0,investissement region
2024,août,Mahdia,6490,1065.0,investissement region
2024,août,Sfax,13379,3597.0,investissement region
2024,août,Gafsa,9852,3416.0,investissement region
2024,août,Tozeur,2078,653.0,investissement region
2024,août,Kebili,4237,1118.0,investissement region
2024,août,Gabes,21704,5643.0,investissement region
2024,août,Medenine,8101,3273.0,investissement region
2024,août,Tataouine,3187,879.0,investissement region
2024,septembre,Tunis,1098,205.0,investissement region
2024,septembre,Ariana,1781,555.0,investissement region
2024,septembre,Ben Arous,3438,756.0,investissement region
2024,septembre,Nabeul,8594,1917.0,investissement region
2024,septembre,Zaghouan,2513,974.0,investissement region
2024,septembre,Bizerte,9861,3179.0,investissement region
2024,septembre,Manouba,2659,1062.0,investissement region
2024,septembre,Beja,9126,2471.0,investissement region
2024,septembre,Jendouba,11296,3651.0,investissement region
2024,septembre,Kef,11184,3180.0,investissement region
2024,septembre,Siliana,5905,2165.0,investissement region
2024,septembre,Kairouan,19340,7620.0,investissement region
2024,septembre,Kasserine,26017,9527.0,investissement region
2024,septembre,Sidi Bouzid,29784,11066.0,investissement region
2024,septembre,Sousse,489,140.0,investissement region
2024,septembre,Monastir,7280,1343.0,investissement region
2024,septembre,Mahdia,6490,1065.0,investissement region
2024,septembre,Sfax,16308,4563.0,investissement region
2024,septembre,Gafsa,9852,3416.0,investissement region
2024,septembre,Tozeur,2078,653.0,investissement region
2024,septembre,Kebili,4237,1118.0,investissement region
2024,septembre,Gabes,21704,5643.0,investissement region
2024,septembre,Medenine,11265,4448.0,investissement region
2024,septembre,Tataouine,3187,879.0,investissement region
2024,octobre,Tunis,1098,205.0,investissement region
2024,octobre,Ariana,1781,555.0,investissement region
2024,octobre,Ben Arous,3438,756.0,investissement region
2024,octobre,Nabeul,12531,2669.0,investissement region
2024,octobre,Zaghouan,2513,974.0,investissement region
2024,octobre,Bizerte,9861,3179.0,investissement region
2024,octobre,Manouba,2659,1062.0,investissement region
2024,octobre,Beja,11479,3271.0,investissement region
2024,octobre,Jendouba,13879,4686.0,investissement region
2024,octobre,Kef,10971,3172.0,investissement region
2024,octobre,Siliana,7956,2750.0,investissement region
2024,octobre,Kairouan,23600,9480.0,investissement region
2024,octobre,Kasserine,32806,12074.0,investissement region
2024,octobre,Sidi Bouzid,34971,13527.0,investissement region
2024,octobre,Sousse,489,140.0,investissement region
2024,octobre,Monastir,15843,2297.0,investissement region
2024,octobre,Mahdia,7334,1481.0,investissement region
2024,octobre,Sfax,21339,5632.0,investissement region
2024,octobre,Gafsa,13089,4552.0,investissement region
2024,octobre,Tozeur,2778,865.0,investissement region
2024,octobre,Kebili,5703,1480.0,investissement region
2024,octobre,Gabes,25799,6925.0,investissement region
2024,octobre,Medenine,12452,4790.0,investissement region
2024,octobre,Tataouine,4648,1370.0,investissement region
2024,novembre,Tunis,1098,205.0,investissement region
2024,novembre,Ariana,1781,555.0,investissement region
2024,novembre,Ben Arous,3804,889.0,investissement region
2024,novembre,Nabeul,23308,4346.0,investissement region
2024,novembre,Zaghouan,2513,974.0,investissement region
2024,novembre,Bizerte,9861,3179.0,investissement region
2024,novembre,Manouba,4125,1632.0,investissement region
2024,novembre,Beja,11479,3271.0,investissement region
2024,novembre,Jendouba,14901,4810.0,investissement region
2024,novembre,Kef,12949,3927.0,investissement region
2024,novembre,Siliana,11428,3400.0,investissement region
2024,novembre,Kairouan,32197,10759.0,investissement region
2024,novembre,Kasserine,37826,13874.0,investissement region
2024,novembre,Sidi Bouzid,36015,13527.0,investissement region
2024,novembre,Sousse,7808,338.0,investissement region
2024,novembre,Monastir,18143,2627.0,investissement region
2024,novembre,Mahdia,8699,2003.0,investissement region
2024,novembre,Sfax,28414,6630.0,investissement region
2024,novembre,Gafsa,16129,5549.0,investissement region
2024,novembre,Tozeur,3298,1044.0,investissement region
2024,novembre,Kebili,5703,1480.0,investissement region
2024,novembre,Gabes,25799,6925.0,investissement region
2024,novembre,Medenine,12452,4790.0,investissement region
2024,novembre,Tataouine,4648,1370.0,investissement region
2024,décembre,Tunis,1569,299.0,investissement region
2024,décembre,Ariana,5918,1119.0,investissement region
2024,décembre,Ben Arous,5653,1020.0,investissement region
2024,décembre,Nabeul,24285,4686.0,investissement region
2024,décembre,Zaghouan,3396,1236.0,investissement region
2024,décembre,Bizerte,25588,8687.0,investissement region
2024,décembre,Manouba,4279,1674.0,investissement region
2024,décembre,Beja,18040,5004.0,investissement region
2024,décembre,Jendouba,21065,6025.0,investissement region
2024,décembre,Kef,14529,4554.0,investissement region
2024,décembre,Siliana,13895,4268.0,investissement region
2024,décembre,Kairouan,37780,12901.0,investissement region
2024,décembre,Kasserine,41795,15615.0,investissement region
2024,décembre,Sidi Bouzid,41802,16260.0,investissement region
2024,décembre,Sousse,8807,564.0,investissement region
2024,décembre,Monastir,20368,3041.0,investissement region
2024,décembre,Mahdia,13634,3556.0,investissement region
2024,décembre,Sfax,48932,9899.0,investissement region
2024,décembre,Gafsa,20337,6709.0,investissement region
2024,décembre,Tozeur,4593,1624.0,investissement region
2024,décembre,Kebili,9457,2648.0,investissement region
2024,décembre,Gabes,32633,8706.0,investissement region
2024,décembre,Medenine,19265,7094.0,investissement region
2024,décembre,Tataouine,6960,2264.0,investissement region
2025,mars,Tunis,0,0.0,investissement region
2025,mars,Ariana,0,0.0,investissement region
2025,mars,Ben Arous,232,64.0,investissement region
2025,mars,Nabeul,0,0.0,investissement region
2025,mars,Zaghouan,0,0.0,investissement region
2025,mars,Bizerte,1109,382.0,investissement region
2025,mars,Manouba,3695,834.0,investissement region
2025,mars,Beja,2360,1038.0,investissement region
2025,mars,Jendouba,1669,550.0,investissement region
2025,mars,Kef,1799,616.0,investissement region
2025,mars,Siliana,3838,539.0,investissement region
2025,mars,Kairouan,8979,3020.0,investissement region
2025,mars,Kasserine,6725,2094.0,investissement region
2025,mars,Sidi Bouzid,9864,2234.0,investissement region
2025,mars,Sousse,1455,427.0,investissement region
2025,mars,Monastir,10316,352.0,investissement region
2025,mars,Mahdia,9594,956.0,investissement region
2025,mars,Sfax,6308,1282.0,investissement region
2025,mars,Gafsa,2845,833.0,investissement region
2025,mars,Tozeur,167,52.0,investissement region
2025,mars,Kebili,2137,514.0,investissement region
2025,mars,Gabes,1640,473.0,investissement region
2025,mars,Medenine,4096,1194.0,investissement region
2025,mars,Tataouine,1645,519.0,investissement region
2025,avril,Tunis,0,0.0,investissement region
2025,avril,Ariana,862,272.0,investissement region
2025,avril,Ben Arous,232,64.0,investissement region
2025,avril,Nabeul,2122,751.0,investissement region
2025,avril,Zaghouan,0,0.0,investissement region
2025,avril,Bizerte,1109,382.0,investissement region
2025,avril,Manouba,4978,1234.0,investissement region
2025,avril,Beja,2360,1038.0,investissement region
2025,avril,Jendouba,1669,550.0,investissement region
2025,avril,Kef,1799,616.0,investissement region
2025,avril,Siliana,5067,1009.0,investissement region
2025,avril,Kairouan,12138,4396.0,investissement region
2025,avril,Kasserine,6725,2094.0,investissement region
2025,avril,Sidi Bouzid,14182,3241.0,investissement region
2025,avril,Sousse,1455,427.0,investissement region
2025,avril,Monastir,10361,352.0,investissement region
2025,avril,Mahdia,10703,1205.0,investissement region
2025,avril,Sfax,6308,1282.0,investissement region
2025,avril,Gafsa,5253,1549.0,investissement region
2025,avril,Tozeur,167,52.0,investissement region
2025,avril,Kebili,2137,514.0,investissement region
2025,avril,Gabes,5085,1483.0,investissement region
2025,avril,Medenine,6233,1875.0,investissement region
2025,avril,Tataouine,1645,519.0,investissement region
2025,mai,Tunis,0,0.0,investissement region
2025,mai,Ariana,862,272.0,investissement region
2025,mai,Ben Arous,370,133.0,investissement region
2025,mai,Nabeul,3405,1154.0,investissement region
2025,mai,Zaghouan,1488,384.0,investissement region
2025,mai,Bizerte,6410,2265.0,investissement region
2025,mai,Manouba,4978,1234.0,investissement region
2025,mai,Beja,4849,1736.0,investissement region
2025,mai,Jendouba,7309,1870.0,investissement region
2025,mai,Kef,3044,1054.0,investissement region
2025,mai,Siliana,5897,1203.0,investissement region
2025,mai,Kairouan,15718,5797.0,investissement region
2025,mai,Kasserine,10684,3415.0,investissement region
2025,mai,Sidi Bouzid,23083,6158.0,investissement region
2025,mai,Sousse,3192,758.0,investissement region
2025,mai,Monastir,22829,1149.0,investissement region
2025,mai,Mahdia,12799,1807.0,investissement region
2025,mai,Sfax,8204,1802.0,investissement region
2025,mai,Gafsa,8194,2483.0,investissement region
2025,mai,Tozeur,167,52.0,investissement region
2025,mai,Kebili,3757,920.0,investissement region
2025,mai,Gabes,8495,2112.0,investissement region
2025,mai,Medenine,7678,2455.0,investissement region
2025,mai,Tataouine,2694,865.0,investissement region
2025,juin,Tunis,80,39.0,investissement region
2025,juin,Ariana,862,272.0,investissement region
2025,juin,Ben Arous,637,216.0,investissement region
2025,juin,Nabeul,3405,1154.0,investissement region
2025,juin,Zaghouan,1488,384.0,investissement region
2025,juin,Bizerte,11810,2542.0,investissement region
2025,juin,Manouba,4978,1234.0,investissement region
2025,juin,Beja,5448,2010.0,investissement region
2025,juin,Jendouba,9286,2388.0,investissement region
2025,juin,Kef,3044,1054.0,investissement region
2025,juin,Siliana,6701,1435.0,investissement region
2025,juin,Kairouan,18719,6905.0,investissement region
2025,juin,Kasserine,14457,4692.0,investissement region
2025,juin,Sidi Bouzid,28009,7679.0,investissement region
2025,juin,Sousse,3192,758.0,investissement region
2025,juin,Monastir,37202,2641.0,investissement region
2025,juin,Mahdia,13884,2072.0,investissement region
2025,juin,Sfax,9141,2035.0,investissement region
2025,juin,Gafsa,9922,2945.0,investissement region
2025,juin,Tozeur,939,291.0,investissement region
2025,juin,Kebili,4501,1191.0,investissement region
2025,juin,Gabes,11288,2988.0,investissement region
2025,juin,Medenine,7678,2455.0,investissement region
2025,juin,Tataouine,2694,865.0,investissement region
2025,juillet,Tunis,80,39.0,investissement region
2025,juillet,Ariana,862,272.0,investissement region
2025,juillet,Ben Arous,817,277.0,investissement region
2025,juillet,Nabeul,5366,1609.0,investissement region
2025,juillet,Zaghouan,1488,384.0,investissement region
2025,juillet,Bizerte,15725,3671.0,investissement region
2025,juillet,Manouba,5285,1401.0,investissement region
2025,juillet,Beja,8034,2715.0,investissement region
2025,juillet,Jendouba,9286,2388.0,investissement region
2025,juillet,Kef,3836,1413.0,investissement region
2025,juillet,Siliana,6701,1435.0,investissement region
2025,juillet,Kairouan,22424,8332.0,investissement region
2025,juillet,Kasserine,16213,5376.0,investissement region
2025,juillet,Sidi Bouzid,28009,7679.0,investissement region
2025,juillet,Sousse,3192,758.0,investissement region
2025,juillet,Monastir,37542,2718.0,investissement region
2025,juillet,Mahdia,14967,2347.0,investissement region
2025,juillet,Sfax,9141,2035.0,investissement region
2025,juillet,Gafsa,9922,2945.0,investissement region
2025,juillet,Tozeur,1283,426.0,investissement region
2025,juillet,Kebili,5287,1338.0,investissement region
2025,juillet,Gabes,11985,3201.0,investissement region
2025,juillet,Medenine,9410,2996.0,investissement region
2025,juillet,Tataouine,2694,865.0,investissement region
2025,août,Tunis,80,39.0,investissement region
2025,août,Ariana,862,272.0,investissement region
2025,août,Ben Arous,915,318.0,investissement region
2025,août,Nabeul,17295,2110.0,investissement region
2025,août,Zaghouan,1488,384.0,investissement region
2025,août,Bizerte,15725,3671.0,investissement region
2025,août,Manouba,5285,1401.0,investissement region
2025,août,Beja,8034,2715.0,investissement region
2025,août,Jendouba,9286,2388.0,investissement region
2025,août,Kef,3836,1413.0,investissement region
2025,août,Siliana,8561,2246.0,investissement region
2025,août,Kairouan,22424,8332.0,investissement region
2025,août,Kasserine,17947,6017.0,investissement region
2025,août,Sidi Bouzid,31925,8842.0,investissement region
2025,août,Sousse,4560,1132.0,investissement region
2025,août,Monastir,37542,2718.0,investissement region
2025,août,Mahdia,14967,2347.0,investissement region
2025,août,Sfax,13184,2687.0,investissement region
2025,août,Gafsa,9922,2945.0,investissement region
2025,août,Tozeur,1269,422.0,investissement region
2025,août,Kebili,5699,1447.0,investissement region
2025,août,Gabes,19156,4371.0,investissement region
2025,août,Medenine,10139,3297.0,investissement region
2025,août,Tataouine,3663,1205.0,investissement region
2025,septembre,Tunis,80,39.0,investissement region
2025,septembre,Ariana,862,272.0,investissement region
2025,septembre,Ben Arous,1242,398.0,investissement region
2025,septembre,Nabeul,18599,2507.0,investissement region
2025,septembre,Zaghouan,2960,845.0,investissement region
2025,septembre,Bizerte,15725,3671.0,investissement region
2025,septembre,Manouba,5285,1401.0,investissement region
2025,septembre,Beja,8343,2897.0,investissement region
2025,septembre,Jendouba,10201,2722.0,investissement region
2025,septembre,Kef,5458,1949.0,investissement region
2025,septembre,Siliana,8561,2246.0,investissement region
2025,septembre,Kairouan,27470,10121.0,investissement region
2025,septembre,Kasserine,20649,7083.0,investissement region
2025,septembre,Sidi Bouzid,31925,8842.0,investissement region
2025,septembre,Sousse,10189,1974.0,investissement region
2025,septembre,Monastir,48088,3718.0,investissement region
