nbr_projets,inv_approuve,prime_approuvee,nbr_emploi,gouv_ar,gouv_fr,delegation_ar,delegation_fr,secteur_act_ar,secteur_act_ar_1,mois_ar,mois_fr,annee_doa,feuille
1,44000,2450,1,القيروان,KAIROUAN,الشبيكة,CHBIKA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2016,SQL Results
5,409300,56298,5,قفصة,GAFSA,السند,ESNAD,الخدمات,SERVICE,سبتمبر,sept.,2016,SQL Results
8,994000,242955,16,قفصة,GAFSA,السند,ESNAD,الفلاحي,AGRICULTURE,جوان,juin,2016,SQL Results
1,225000,44280,5,المهدية,MAHDIA,قصور الساف,KSOUR ESSEF,الفلاحي,AGRICULTURE,ماي,mai,2016,SQL Results
1,53500,11009,1,المنستير,MOUNASTIR,قصيبة المديوني,KSIBET ALMADYOUNI,الخدمات,SERVICE,جوان,juin,2016,SQL Results
1,1300000,138680,17,منــوبة,MANOUBA,برج العامري,BOURJ EL AMRI,الفلاحي,AGRICULTURE,سبتمبر,sept.,2016,SQL Results
1,76000,18395,1,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,الخدمات,SERVICE,أكتوبر,oct.,2016,SQL Results
5,358596,83774,6,القصرين,KASSERINE,حاسي الفريد,HASSI ELFRID,الفلاحي,AGRICULTURE,ديسمبر,déc.,2016,SQL Results
2,175000,33306,2,مدنين,MEDENINE,مدنين الجنوبية,MEDNIN SUD,الفلاحي,AGRICULTURE,ديسمبر,déc.,2016,SQL Results
2,102311,16895,2,صفاقس,SFAXE,بئر علي بن خليفة,BIR ALI KHELIFFA,الخدمات,SERVICE,نوفمبر,nov.,2016,SQL Results
3,268744,57785,3,الكاف,KEF,نبر,NEBR,الفلاحي,AGRICULTURE,ديسمبر,déc.,2016,SQL Results
2,169700,39300,2,قفصة,GAFSA,أم  العرائس,OM ELARAYES,الخدمات,SERVICE,نوفمبر,nov.,2016,SQL Results
3,429505,64065,3,منــوبة,MANOUBA,برج العامري,BOURJ EL AMRI,الفلاحي,AGRICULTURE,نوفمبر,nov.,2016,SQL Results
4,167333,43796,6,الكاف,KEF,الدهماني,DAHMENI,الفلاحي,AGRICULTURE,فيفري,févr.,2017,SQL Results
4,1012881,162708,44,نابل,NABEUL,قليبية,KLIBYA,الصيد البحري,PECHE,مارس,mars,2017,SQL Results
2,64244,14731,2,الكاف,KEF,قلعة الخصبة,KALAA KHESBA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2016,SQL Results
2,157000,19746,3,القيروان,KAIROUAN,الوسلاتية,WESLATIYA,الفلاحي,AGRICULTURE,مارس,mars,2017,SQL Results
2,166000,32606,2,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الخدمات,SERVICE,ديسمبر,déc.,2016,SQL Results
5,1267621,199124,26,مدنين,MEDENINE,جرجيس,JERJIS,الصيد البحري,PECHE,ديسمبر,déc.,2016,SQL Results
3,442000,97410,5,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الفلاحي,AGRICULTURE,فيفري,févr.,2017,SQL Results
5,284866,27198,5,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الخدمات,SERVICE,فيفري,févr.,2017,SQL Results
3,148000,25848,9,منــوبة,MANOUBA,الجديدة,ALJADIDA,الفلاحي,AGRICULTURE,مارس,mars,2017,SQL Results
1,356000,24304,13,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الصيد البحري,PECHE,فيفري,févr.,2017,SQL Results
1,69620,14750,1,جندوبة,JENDOUBA,طبرقة,TABARKA,الخدمات,SERVICE,ديسمبر,déc.,2016,SQL Results
2,216677,53439,4,زغوان,ZAGHOUANE,بئر مشارقة,BIR MCHARGA,الفلاحي,AGRICULTURE,مارس,mars,2017,SQL Results
3,296800,40366,3,قفصة,GAFSA,قفصة الشما لية,GAFSSA NORD,الخدمات,SERVICE,مارس,mars,2017,SQL Results
1,10500,3200,1,القيروان,KAIROUAN,حفوز,HAFOUZ,الفلاحي,AGRICULTURE,فيفري,févr.,2010,SQL Results
3,164263,44478,4,زغوان,ZAGHOUANE,الفحص,FAHS,الفلاحي,AGRICULTURE,نوفمبر,nov.,2010,SQL Results
1,920000,100892,6,نابل,NABEUL,بني خلاد,BENI KHALLED,الفلاحي,AGRICULTURE,فيفري,févr.,2010,SQL Results
1,250000,16450,5,تــونس,TUNIS,السيجومي,SIJOUMI,الخدمات,SERVICE,سبتمبر,sept.,2010,SQL Results
3,371000,64445,5,المهدية,MAHDIA,هبيرة,HBIRA,الفلاحي,AGRICULTURE,أوت,août,2010,SQL Results
3,65172,13769,3,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الفلاحي,AGRICULTURE,أكتوبر,oct.,2010,SQL Results
2,87000,17270,2,القيروان,KAIROUAN,الشراردة,CHRARDA,الخدمات,SERVICE,سبتمبر,sept.,2010,SQL Results
7,382390,60097,7,قبلي,KEBELLI,الفوار,ELFAWAR,الخدمات,SERVICE,مارس,mars,2011,SQL Results
1,28225,1816,1,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الخدمات,SERVICE,سبتمبر,sept.,2010,SQL Results
4,283579,57366,8,القصرين,KASSERINE,سبيبة,SBIBA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2010,SQL Results
2,93935,6565,2,بنزرت,BIZERTE,سجنان,SAJNEN,الفلاحي,AGRICULTURE,أكتوبر,oct.,2010,SQL Results
1,153560,10745,1,بنزرت,BIZERTE,سجنان,SAJNEN,الفلاحي,AGRICULTURE,نوفمبر,nov.,2010,SQL Results
16,583902,129202,19,القصرين,KASSERINE,فوسانة,FOUSENA,الفلاحي,AGRICULTURE,فيفري,févr.,2011,SQL Results
2,68350,4785,2,نابل,NABEUL,بني خلاد,BENI KHALLED,الخدمات,SERVICE,ديسمبر,déc.,2010,SQL Results
2,99078,9241,2,قابس,GABES,غنوش,GANOUCH,الخدمات,SERVICE,جويلية,juill.,2011,SQL Results
6,82903,19471,6,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2010,SQL Results
2,208600,37110,2,الكاف,KEF,نبر,NEBR,الفلاحي,AGRICULTURE,جوان,juin,2011,SQL Results
2,59640,14550,2,جندوبة,JENDOUBA,فرنانة,FERNANA,الفلاحي,AGRICULTURE,جويلية,juill.,2011,SQL Results
1,232000,14973,1,نابل,NABEUL,دار شعبان الفهري,DAR CHAABEN EL FEHRI,الخدمات,SERVICE,فيفري,févr.,2011,SQL Results
1,13710,3428,1,تطاوين,TATAWINE,تطاوين الجنوبية,TATAWIN SUD,الفلاحي,AGRICULTURE,فيفري,févr.,2011,SQL Results
2,330000,30730,2,المهدية,MAHDIA,قصور الساف,KSOUR ESSEF,الفلاحي,AGRICULTURE,سبتمبر,sept.,2011,SQL Results
10,1072350,135612,13,بن عروس,BEN AROUSSE,مرناق,MORNAG,الفلاحي,AGRICULTURE,جوان,juin,2010,SQL Results
3,259329,17170,39,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الصيد البحري,PECHE,جوان,juin,2010,SQL Results
3,152500,10139,3,القيروان,KAIROUAN,حفوز,HAFOUZ,الخدمات,SERVICE,ديسمبر,déc.,2010,SQL Results
5,423580,104107,8,صفاقس,SFAXE,الصخيرة,SKHIRA,الفلاحي,AGRICULTURE,جوان,juin,2010,SQL Results
1,39500,2728,1,القيروان,KAIROUAN,العلا,AL ALAA,الخدمات,SERVICE,ماي,mai,2010,SQL Results
1,20228,1416,1,نابل,NABEUL,منزل بوزلفة,MANZEL BOUZALFA,الخدمات,SERVICE,ماي,mai,2010,SQL Results
2,47350,3315,2,نابل,NABEUL,بني خيار,BENI KHYAR,الخدمات,SERVICE,ماي,mai,2010,SQL Results
2,56715,2969,2,نابل,NABEUL,بني خيار,BENI KHYAR,الخدمات,SERVICE,ديسمبر,déc.,2010,SQL Results
2,180000,29323,3,المهدية,MAHDIA,الشابة,CHEBBA,الفلاحي,AGRICULTURE,فيفري,févr.,2010,SQL Results
2,246401,58936,4,قابس,GABES,قابس الجنوبية,GABES SUD,الفلاحي,AGRICULTURE,مارس,mars,2010,SQL Results
2,72078,10502,2,قفصة,GAFSA,القصر,EL KSSAR,الخدمات,SERVICE,جويلية,juill.,2011,SQL Results
2,28000,2786,2,القيروان,KAIROUAN,الشبيكة,CHBIKA,الفلاحي,AGRICULTURE,أفريل,avr.,2010,SQL Results
3,167781,24257,3,قبلي,KEBELLI,دوز الجنوبية,DOUZ SUD,الخدمات,SERVICE,ماي,mai,2011,SQL Results
2,222420,15294,2,جندوبة,JENDOUBA,بوسا لم,BOUSALEM,الخدمات,SERVICE,سبتمبر,sept.,2011,SQL Results
4,522500,108911,5,صفاقس,SFAXE,منزل شاكر,MANZEL CHAKKER,الفلاحي,AGRICULTURE,أفريل,avr.,2011,SQL Results
9,341469,70450,13,القصرين,KASSERINE,سبيبة,SBIBA,الفلاحي,AGRICULTURE,نوفمبر,nov.,2011,SQL Results
3,86500,5908,3,القيروان,KAIROUAN,الشراردة,CHRARDA,الخدمات,SERVICE,جوان,juin,2011,SQL Results
2,80000,5352,2,القيروان,KAIROUAN,الشراردة,CHRARDA,الخدمات,SERVICE,أوت,août,2011,SQL Results
1,73611,20140,2,قفصة,GAFSA,أم  العرائس,OM ELARAYES,الفلاحي,AGRICULTURE,جويلية,juill.,2011,SQL Results
1,29000,3770,1,منــوبة,MANOUBA,البطان,EL BATAN,الخدمات,SERVICE,مارس,mars,2010,SQL Results
13,441582,108970,15,القصرين,KASSERINE,سبيطلة,SBITLA,الفلاحي,AGRICULTURE,أكتوبر,oct.,2011,SQL Results
1,7500,3000,1,الكاف,KEF,قلعة سنان,KALAT SINAN,الفلاحي,AGRICULTURE,ماي,mai,2011,SQL Results
3,175492,13235,3,قابس,GABES,غنوش,GANOUCH,الخدمات,SERVICE,ماي,mai,2011,SQL Results
2,103572,25390,2,صفاقس,SFAXE,الغريبة,ELGRIBA,الفلاحي,AGRICULTURE,مارس,mars,2012,SQL Results
2,263000,50593,5,مدنين,MEDENINE,مدنين الجنوبية,MEDNIN SUD,الفلاحي,AGRICULTURE,ماي,mai,2012,SQL Results
5,247451,24099,5,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الخدمات,SERVICE,مارس,mars,2012,SQL Results
2,79000,5318,2,القيروان,KAIROUAN,الشراردة,CHRARDA,الخدمات,SERVICE,جوان,juin,2012,SQL Results
2,51918,3629,2,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الخدمات,SERVICE,جويلية,juill.,2011,SQL Results
3,3022002,182189,25,باجة,BEJA,باجة الشما لية,BEJANORD,الخدمات,SERVICE,أفريل,avr.,2012,SQL Results
1,21205,6750,2,القصرين,KASSERINE,فريانة,FERYANA,الفلاحي,AGRICULTURE,مارس,mars,2012,SQL Results
1,26804,3484,2,مدنين,MEDENINE,جرجيس,JERJIS,الخدمات,SERVICE,أوت,août,2011,SQL Results
3,278730,59957,4,باجة,BEJA,مجاز الباب,MJEZ ELBEB,الفلاحي,AGRICULTURE,مارس,mars,2012,SQL Results
1,49504,3465,1,نابل,NABEUL,الهوارية,HAWARIYA,الخدمات,SERVICE,فيفري,févr.,2012,SQL Results
4,466694,63985,11,سيدي بوزيد,SIDI BOUZIDE,المكناسي,EL MEKNASSI,الفلاحي,AGRICULTURE,جويلية,juill.,2012,SQL Results
2,292323,76535,6,نابل,NABEUL,تاكلسة,TAKELSSA,الفلاحي,AGRICULTURE,جويلية,juill.,2012,SQL Results
1,171500,12005,1,جندوبة,JENDOUBA,بلطة بوعوان,BALTA BOU OUN,الخدمات,SERVICE,سبتمبر,sept.,2011,SQL Results
4,216000,54000,4,باجة,BEJA,باجة الشما لية,BEJANORD,الفلاحي,AGRICULTURE,مارس,mars,2012,SQL Results
1,35800,5370,1,قبلي,KEBELLI,الفوار,ELFAWAR,الخدمات,SERVICE,ديسمبر,déc.,2011,SQL Results
2,1510000,186971,13,قابس,GABES,مارث,MARETH,الفلاحي,AGRICULTURE,أوت,août,2013,SQL Results
1,53894,7884,1,قبلي,KEBELLI,دوز الشما لية,DOUZ NORD,الخدمات,SERVICE,أفريل,avr.,2012,SQL Results
1,66000,3626,2,مدنين,MEDENINE,جرجيس,JERJIS,الخدمات,SERVICE,ديسمبر,déc.,2011,SQL Results
1,27173,1820,1,صفاقس,SFAXE,العامرة,EL AMRA,الخدمات,SERVICE,أفريل,avr.,2012,SQL Results
2,165000,11243,2,بن عروس,BEN AROUSSE,مرناق,MORNAG,الخدمات,SERVICE,أفريل,avr.,2012,SQL Results
2,80225,11574,2,قبلي,KEBELLI,سوق الأحد,SOUK LAHAD,الخدمات,SERVICE,أفريل,avr.,2012,SQL Results
1,57540,14099,2,سيدي بوزيد,SIDI BOUZIDE,سوق الجديد,SOUK EJDID,الفلاحي,AGRICULTURE,مارس,mars,2013,SQL Results
3,153000,20186,4,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الفلاحي,AGRICULTURE,أوت,août,2012,SQL Results
6,80000,17083,10,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2012,SQL Results
1,32800,2296,1,القصرين,KASSERINE,القصرين الجنوبية,KASSERINE SUD,الخدمات,SERVICE,فيفري,févr.,2013,SQL Results
3,200610,50155,3,القصرين,KASSERINE,تا لة,TELA,الفلاحي,AGRICULTURE,فيفري,févr.,2013,SQL Results
2,68036,18194,2,القصرين,KASSERINE,تا لة,TELA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2012,SQL Results
1,67900,4753,1,باجة,BEJA,باجة الجنوبية,BEJA SUD,الخدمات,SERVICE,فيفري,févr.,2012,SQL Results
1,12000,2300,1,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الفلاحي,AGRICULTURE,أكتوبر,oct.,2012,SQL Results
2,109000,7052,2,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الخدمات,SERVICE,نوفمبر,nov.,2012,SQL Results
1,62885,15716,1,بنزرت,BIZERTE,جومين,JOUMIN,الفلاحي,AGRICULTURE,أفريل,avr.,2013,SQL Results
1,700,45,0,المنستير,MOUNASTIR,المكنين,MEKNIN,الفلاحي,AGRICULTURE,سبتمبر,sept.,2012,SQL Results
1,72000,14686,1,منــوبة,MANOUBA,طبربة,TOUBOURBA,الفلاحي,AGRICULTURE,أكتوبر,oct.,2012,SQL Results
3,201235,30259,4,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الخدمات,SERVICE,نوفمبر,nov.,2012,SQL Results
3,108265,25006,4,جندوبة,JENDOUBA,بوسا لم,BOUSALEM,الفلاحي,AGRICULTURE,جويلية,juill.,2012,SQL Results
1,1450000,74364,23,نابل,NABEUL,الهوارية,HAWARIYA,الفلاحي,AGRICULTURE,أوت,août,2012,SQL Results
14,288479,73710,19,القصرين,KASSERINE,فوسانة,FOUSENA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2012,SQL Results
4,739189,163897,7,قفصة,GAFSA,سيدي عيش,SIDI ICH,الفلاحي,AGRICULTURE,ماي,mai,2012,SQL Results
1,106000,17457,1,سليانة,SILIANA,العروسة,ALAROUSSA,الفلاحي,AGRICULTURE,ماي,mai,2012,SQL Results
1,11216,3630,1,سيدي بوزيد,SIDI BOUZIDE,أولاد حفوز,AWLED HAFOUZ,الفلاحي,AGRICULTURE,ماي,mai,2012,SQL Results
1,29500,3832,3,المنستير,MOUNASTIR,المنستير,MOUNASTIR,الخدمات,SERVICE,ماي,mai,2012,SQL Results
2,103139,28310,4,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الفلاحي,AGRICULTURE,جويلية,juill.,2012,SQL Results
1,109260,25416,3,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الفلاحي,AGRICULTURE,ديسمبر,déc.,2012,SQL Results
2,238000,28926,5,مدنين,MEDENINE,مدنين الجنوبية,MEDNIN SUD,الفلاحي,AGRICULTURE,جويلية,juill.,2012,SQL Results
5,265300,20057,5,تــونس,TUNIS,حلق الوادي,LA GOULETTE,الخدمات,SERVICE,أكتوبر,oct.,2012,SQL Results
6,631678,112376,15,سيدي بوزيد,SIDI BOUZIDE,الرقاب,ERGAB,الفلاحي,AGRICULTURE,جويلية,juill.,2012,SQL Results
1,10100,2325,1,الكاف,KEF,تاجروين,TAJERWIN,الفلاحي,AGRICULTURE,نوفمبر,nov.,2012,SQL Results
4,205200,20026,4,تــونس,TUNIS,حلق الوادي,LA GOULETTE,الخدمات,SERVICE,فيفري,févr.,2013,SQL Results
2,114000,22376,0,المنستير,MOUNASTIR,طبلبة,TBOLBA,الصيد البحري,PECHE,جويلية,juill.,2013,SQL Results
1,140000,32340,2,بن عروس,BEN AROUSSE,المحمدية,MHAMDIYA,الفلاحي,AGRICULTURE,ماي,mai,2013,SQL Results
2,70100,4792,2,بن عروس,BEN AROUSSE,مرناق,MORNAG,الخدمات,SERVICE,جوان,juin,2013,SQL Results
1,700000,162528,4,المهدية,MAHDIA,السواسي,ESSWASSI,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2013,SQL Results
3,1366000,90314,13,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الصيد البحري,PECHE,أوت,août,2013,SQL Results
1,57800,14366,1,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,الفلاحي,AGRICULTURE,جوان,juin,2013,SQL Results
1,109000,20801,1,مدنين,MEDENINE,جرجيس,JERJIS,الفلاحي,AGRICULTURE,ماي,mai,2013,SQL Results
3,157600,39215,3,الكاف,KEF,القصور,ELKSOUR,الفلاحي,AGRICULTURE,أفريل,avr.,2013,SQL Results
2,94000,23517,2,القيروان,KAIROUAN,الشبيكة,CHBIKA,الفلاحي,AGRICULTURE,ماي,mai,2013,SQL Results
1,204000,45090,4,سيدي بوزيد,SIDI BOUZIDE,جلمة,JELMA,الفلاحي,AGRICULTURE,أكتوبر,oct.,2013,SQL Results
2,180700,32890,4,المنستير,MOUNASTIR,طبلبة,TBOLBA,الصيد البحري,PECHE,أفريل,avr.,2013,SQL Results
2,25500,10461,2,الكاف,KEF,الدهماني,DAHMENI,الفلاحي,AGRICULTURE,ماي,mai,2013,SQL Results
6,217800,35425,6,الكاف,KEF,الكاف الشرقية,KEF EST,الفلاحي,AGRICULTURE,نوفمبر,nov.,2013,SQL Results
7,217400,30855,7,الكاف,KEF,نبر,NEBR,الفلاحي,AGRICULTURE,نوفمبر,nov.,2012,SQL Results
3,435000,67088,4,المهدية,MAHDIA,قصور الساف,KSOUR ESSEF,الفلاحي,AGRICULTURE,ديسمبر,déc.,2013,SQL Results
3,546097,124069,6,قفصة,GAFSA,قفصة الجنوبية,GAFSA SUD,الفلاحي,AGRICULTURE,مارس,mars,2012,SQL Results
7,691535,142658,17,تطاوين,TATAWINE,تطاوين الشما لية,TATAWIN NORD,الفلاحي,AGRICULTURE,جويلية,juill.,2013,SQL Results
1,53945,2261,1,منــوبة,MANOUBA,الجديدة,ALJADIDA,الخدمات,SERVICE,فيفري,févr.,2013,SQL Results
2,16000,2062,2,القيروان,KAIROUAN,حفوز,HAFOUZ,الفلاحي,AGRICULTURE,فيفري,févr.,2013,SQL Results
1,760000,154070,4,بنزرت,BIZERTE,ماطر,MATEUR,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2013,SQL Results
2,77494,5366,2,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الخدمات,SERVICE,فيفري,févr.,2013,SQL Results
1,61766,15441,1,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,الفلاحي,AGRICULTURE,جويلية,juill.,2013,SQL Results
2,140025,34988,2,سيدي بوزيد,SIDI BOUZIDE,سبا لة أولاد عسكر,SEBELET AWLED ASKAR,الفلاحي,AGRICULTURE,ديسمبر,déc.,2012,SQL Results
1,62350,4116,1,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الخدمات,SERVICE,ديسمبر,déc.,2012,SQL Results
1,18972,5400,2,بنزرت,BIZERTE,غار الملح,GAR EL MELH,الفلاحي,AGRICULTURE,فيفري,févr.,2013,SQL Results
2,65278,15862,2,القصرين,KASSERINE,القصرين الجنوبية,KASSERINE SUD,الفلاحي,AGRICULTURE,جانفي,janv.,2014,SQL Results
2,398716,48233,4,تطاوين,TATAWINE,الصمّار,SAMMAR,الفلاحي,AGRICULTURE,جانفي,janv.,2014,SQL Results
3,160071,34786,4,نابل,NABEUL,تاكلسة,TAKELSSA,الفلاحي,AGRICULTURE,جوان,juin,2014,SQL Results
3,300288,19061,5,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الخدمات,SERVICE,ديسمبر,déc.,2013,SQL Results
2,161000,22798,2,القيروان,KAIROUAN,الشبيكة,CHBIKA,الفلاحي,AGRICULTURE,فيفري,févr.,2014,SQL Results
3,583554,139785,8,قفصة,GAFSA,أم  العرائس,OM ELARAYES,الفلاحي,AGRICULTURE,ديسمبر,déc.,2013,SQL Results
3,169128,18993,3,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الخدمات,SERVICE,سبتمبر,sept.,2013,SQL Results
1,220000,7431,2,المنستير,MOUNASTIR,المكنين,MEKNIN,الخدمات,SERVICE,أكتوبر,oct.,2013,SQL Results
1,41000,9758,1,صفاقس,SFAXE,الغريبة,ELGRIBA,الفلاحي,AGRICULTURE,أكتوبر,oct.,2013,SQL Results
2,65500,16377,2,الكاف,KEF,الكاف الشرقية,KEF EST,الفلاحي,AGRICULTURE,أفريل,avr.,2014,SQL Results
3,348800,48950,3,الكاف,KEF,الدهماني,DAHMENI,الفلاحي,AGRICULTURE,فيفري,févr.,2014,SQL Results
9,624517,144517,9,القصرين,KASSERINE,تا لة,TELA,الفلاحي,AGRICULTURE,جانفي,janv.,2015,SQL Results
1,375000,49587,9,قبلي,KEBELLI,دوز الجنوبية,DOUZ SUD,الفلاحي,AGRICULTURE,ديسمبر,déc.,2014,SQL Results
3,237305,53254,3,صفاقس,SFAXE,الصخيرة,SKHIRA,الفلاحي,AGRICULTURE,فيفري,févr.,2015,SQL Results
6,504706,106433,9,القصرين,KASSERINE,القصرين الجنوبية,KASSERINE SUD,الفلاحي,AGRICULTURE,جانفي,janv.,2015,SQL Results
6,2055800,178954,19,المهدية,MAHDIA,الجم,EL JEM,الفلاحي,AGRICULTURE,أوت,août,2014,SQL Results
1,55000,2135,1,المهدية,MAHDIA,سيدي علوان,SIDI ALWEN,الخدمات,SERVICE,أكتوبر,oct.,2015,SQL Results
2,208750,13261,2,باجة,BEJA,باجة الشما لية,BEJANORD,الخدمات,SERVICE,أكتوبر,oct.,2014,SQL Results
1,46712,11510,1,سيدي بوزيد,SIDI BOUZIDE,منزل بوزيان,MANZEL BOUZAYEN,الفلاحي,AGRICULTURE,أكتوبر,oct.,2014,SQL Results
1,8737000,1255600,21,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الفلاحي,AGRICULTURE,أوت,août,2014,SQL Results
5,486569,134612,9,قفصة,GAFSA,قفصة الشما لية,GAFSSA NORD,الفلاحي,AGRICULTURE,جوان,juin,2014,SQL Results
1,11600,2468,1,الكاف,KEF,الكاف الغربية,EL KEF OUSET,الخدمات,SERVICE,جوان,juin,2014,SQL Results
1,90000,19904,1,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الفلاحي,AGRICULTURE,أفريل,avr.,2014,SQL Results
3,547000,91586,6,المهدية,MAHDIA,قصور الساف,KSOUR ESSEF,الفلاحي,AGRICULTURE,ماي,mai,2014,SQL Results
1,36504,2552,1,صفاقس,SFAXE,قرقنة,KAREKNA,الخدمات,SERVICE,ماي,mai,2014,SQL Results
2,91446,12943,2,القصرين,KASSERINE,القصرين الجنوبية,KASSERINE SUD,الفلاحي,AGRICULTURE,أفريل,avr.,2014,SQL Results
1,115708,7648,1,منــوبة,MANOUBA,برج العامري,BOURJ EL AMRI,الخدمات,SERVICE,نوفمبر,nov.,2014,SQL Results
2,173615,40549,4,سيدي بوزيد,SIDI BOUZIDE,جلمة,JELMA,الفلاحي,AGRICULTURE,جوان,juin,2014,SQL Results
1,171175,11957,1,تــونس,TUNIS,حلق الوادي,LA GOULETTE,الصيد البحري,PECHE,أوت,août,2014,SQL Results
2,224625,15640,2,جندوبة,JENDOUBA,بلطة بوعوان,BALTA BOU OUN,الخدمات,SERVICE,سبتمبر,sept.,2014,SQL Results
1,171103,2520,1,جندوبة,JENDOUBA,فرنانة,FERNANA,الخدمات,SERVICE,فيفري,févr.,2015,SQL Results
2,65284,16041,2,توزر,TOZEUR,حزوة,HIZWA,الفلاحي,AGRICULTURE,مارس,mars,2015,SQL Results
2,97358,10656,2,قابس,GABES,غنوش,GANOUCH,الخدمات,SERVICE,سبتمبر,sept.,2014,SQL Results
1,31000,2171,1,نابل,NABEUL,بوعرقوب,BOU ARGOUB,الخدمات,SERVICE,فيفري,févr.,2015,SQL Results
2,272000,33739,3,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الفلاحي,AGRICULTURE,ديسمبر,déc.,2014,SQL Results
1,209000,12401,1,جندوبة,JENDOUBA,جندوبة الشما لية,JENDOUBA NORD,الخدمات,SERVICE,ديسمبر,déc.,2014,SQL Results
1,18398,6103,1,قابس,GABES,الحامة,HAMMA,الفلاحي,AGRICULTURE,ماي,mai,2015,SQL Results
1,66148,4232,1,منــوبة,MANOUBA,طبربة,TOUBOURBA,الخدمات,SERVICE,مارس,mars,2015,SQL Results
2,100000,20472,5,بنزرت,BIZERTE,منزل بورقيبة,MANZEL BOURGIBA,الفلاحي,AGRICULTURE,نوفمبر,nov.,2014,SQL Results
7,324308,68233,8,القصرين,KASSERINE,القصرين الجنوبية,KASSERINE SUD,الفلاحي,AGRICULTURE,أفريل,avr.,2015,SQL Results
3,102000,14993,3,مدنين,MEDENINE,ميدون,MIDOUN,الخدمات,SERVICE,جوان,juin,2015,SQL Results
1,848000,75493,5,منــوبة,MANOUBA,الجديدة,ALJADIDA,الفلاحي,AGRICULTURE,أفريل,avr.,2015,SQL Results
2,41809,7982,0,مدنين,MEDENINE,جرجيس,JERJIS,الصيد البحري,PECHE,ديسمبر,déc.,2014,SQL Results
1,57217,5682,1,قابس,GABES,قابس الجنوبية,GABES SUD,الفلاحي,AGRICULTURE,نوفمبر,nov.,2015,SQL Results
2,119183,32022,3,قفصة,GAFSA,أم  العرائس,OM ELARAYES,الفلاحي,AGRICULTURE,نوفمبر,nov.,2015,SQL Results
1,99000,23950,1,سوسة,SOUSSE,القلعة الصغرى,KALAA SOUGRA,الخدمات,SERVICE,ديسمبر,déc.,2015,SQL Results
1,51000,2765,1,المهدية,MAHDIA,الشابة,CHEBBA,الخدمات,SERVICE,فيفري,févr.,2016,SQL Results
2,141000,8887,2,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الخدمات,SERVICE,ديسمبر,déc.,2015,SQL Results
1,66000,4472,1,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,الخدمات,SERVICE,ديسمبر,déc.,2015,SQL Results
2,114100,8723,2,تــونس,TUNIS,حلق الوادي,LA GOULETTE,الخدمات,SERVICE,ديسمبر,déc.,2015,SQL Results
2,201433,22557,4,الكاف,KEF,تاجروين,TAJERWIN,الفلاحي,AGRICULTURE,ديسمبر,déc.,2015,SQL Results
