nbr_adi,mt_investissement_declaree,gouvernorat,delegation,secteur_activite,feuille
19,3427507,نابل,بوعرقوب,الفلاحي,SQL Results
19,1732000,القيروان,حفوز,الفلاحي,SQL Results
19,3916537,جندوبة,بلطة بوعوان,الفلاحي,SQL Results
19,1104364,مدنين,جرجيس,الخدمات,SQL Results
19,1249900,تطاوين,غمراسن,الفلاحي,SQL Results
19,1171520,جندوبة,غارالدماء,الفلاحي,SQL Results
19,3099605,بنزرت,جرزونة,الصيد البحري,SQL Results
19,10597801,سوسة,القلعة الكبرى,الفلاحي,SQL Results
20,5127312,بنزرت,بنزرت الجنوبية,الفلاحي,SQL Results
20,5198121,أريانة,سيدي ثابت,الفلاحي,SQL Results
20,1947496,الكاف,تاجروين,الفلاحي,SQL Results
20,2457359,قفصة,قفصة الجنوبية,الفلاحي,SQL Results
20,6694570,باجة,قبلاط,الفلاحي,SQL Results
20,3384340,صفاقس,صفاقس الجنوبية,الفلاحي,SQL Results
20,7722316,مدنين,جرجيس,الصيد البحري,SQL Results
21,2218241,سليانة,العروسة,الفلاحي,SQL Results
21,1628998,القيروان,الشراردة,الفلاحي,SQL Results
21,1902293,الكاف,الكاف الشرقية,الفلاحي,SQL Results
21,2494441,بنزرت,جومين,الفلاحي,SQL Results
21,6901444,صفاقس,المحرس,الفلاحي,SQL Results
21,5735153,نابل,الهوارية,الفلاحي,SQL Results
22,2373506,الكاف,السرس,الفلاحي,SQL Results
22,2247571,قفصة,الرديف,الفلاحي,SQL Results
22,3925152,مدنين,سيدي مخلوف,الفلاحي,SQL Results
22,7388279,سليانة,سيدي بورويس,الفلاحي,SQL Results
22,1145980,قبلي,سوق الأحد,الفلاحي,SQL Results
22,2125621,جندوبة,واد مليز,الفلاحي,SQL Results
22,1153023,مدنين,بني خداش,الفلاحي,SQL Results
23,1975991,سليانة,قعفور,الفلاحي,SQL Results
23,1889524,القيروان,سيدي عمر بوحجلة,الخدمات,SQL Results
23,26705887,منــوبة,برج العامري,الفلاحي,SQL Results
23,1836527,القصرين,تا لة,الفلاحي,SQL Results
23,3119267,سليانة,الكريب,الفلاحي,SQL Results
24,2596039,القيروان,القيروان الشما لية,الفلاحي,SQL Results
24,2897890,سليانة,مكثر,الفلاحي,SQL Results
24,1668578,قابس,غنوش,الخدمات,SQL Results
24,4742000,صفاقس,جبنيانة,الخدمات,SQL Results
25,2755111,سيدي بوزيد,السعيدة,الفلاحي,SQL Results
25,5505749,نابل,قربة,الفلاحي,SQL Results
26,3358127,سيدي بوزيد,سوق الجديد,الفلاحي,SQL Results
26,5741355,سيدي بوزيد,منزل بوزيان,الفلاحي,SQL Results
27,8558761,نابل,بني خيار,الفلاحي,SQL Results
28,6738000,المهدية,الشابة,الصيد البحري,SQL Results
28,2067393,قبلي,قبلي الجنوبية,الفلاحي,SQL Results
28,6417648,منــوبة,الجديدة,الفلاحي,SQL Results
29,4550342,جندوبة,بوسا لم,الفلاحي,SQL Results
29,2414917,باجة,تبرسق,الفلاحي,SQL Results
29,5669907,صفاقس,بئر علي بن خليفة,الفلاحي,SQL Results
30,3870188,القيروان,الوسلاتية,الفلاحي,SQL Results
30,6519137,سليانة,سليانة الجنوبية,الفلاحي,SQL Results
30,1762744,صفاقس,قرقنة,الخدمات,SQL Results
30,2268683,سليانة,برقو,الفلاحي,SQL Results
31,5623237,قفصة,بلخير,الفلاحي,SQL Results
31,4938872,الكاف,نبر,الفلاحي,SQL Results
31,6664540,نابل,بني خلاد,الفلاحي,SQL Results
32,4587440,سيدي بوزيد,سبا لة أولاد عسكر,الفلاحي,SQL Results
32,4526991,القيروان,السبيخة,الفلاحي,SQL Results
32,5658219,بنزرت,ماطر,الفلاحي,SQL Results
32,4828873,صفاقس,الصخيرة,الفلاحي,SQL Results
32,2146639,سليانة,الروحية,الفلاحي,SQL Results
33,3170366,تطاوين,رمادة,الفلاحي,SQL Results
33,5202730,نابل,تاكلسة,الفلاحي,SQL Results
34,30646675,نابل,قرمبا لية,الفلاحي,SQL Results
34,3116174,الكاف,ساقية سيدي يوسف,الفلاحي,SQL Results
34,5578835,صفاقس,عقارب,الفلاحي,SQL Results
35,2376179,باجة,باجة الشما لية,الفلاحي,SQL Results
35,3561794,الكاف,القصور,الفلاحي,SQL Results
36,2544720,جندوبة,جندوبة,الفلاحي,SQL Results
38,2966453,القصرين,العيون,الفلاحي,SQL Results
38,3515753,قابس,قابس المدينة,الصيد البحري,SQL Results
38,5456365,قابس,قابس الجنوبية,الفلاحي,SQL Results
40,2861944,باجة,باجة الجنوبية,الفلاحي,SQL Results
41,4276346,الكاف,الدهماني,الفلاحي,SQL Results
41,3928804,سليانة,سليانة الشما لية,الفلاحي,SQL Results
42,3011423,تطاوين,تطاوين الشما لية,الفلاحي,SQL Results
42,4611106,القيروان,حاجب العيون,الفلاحي,SQL Results
42,4602649,سيدي بوزيد,أولاد حفوز,الفلاحي,SQL Results
43,4708836,قابس,مارث,الفلاحي,SQL Results
43,4166309,قفصة,أم  العرائس,الفلاحي,SQL Results
43,6393793,سيدي بوزيد,المزونة,الفلاحي,SQL Results
45,6064120,قابس,منزل الحبيب,الفلاحي,SQL Results
46,4591867,القيروان,الشبيكة,الفلاحي,SQL Results
46,4817873,مدنين,مدنين الجنوبية,الفلاحي,SQL Results
47,3247544,قفصة,السند,الفلاحي,SQL Results
48,6918403,زغوان,الفحص,الفلاحي,SQL Results
49,23019407,زغوان,بئر مشارقة,الفلاحي,SQL Results
49,8839344,باجة,مجاز الباب,الفلاحي,SQL Results
49,12519313,قابس,الحامة,الفلاحي,SQL Results
49,4335437,سيدي بوزيد,المكناسي,الفلاحي,SQL Results
51,7554546,سيدي بوزيد,جلمة,الفلاحي,SQL Results
54,25701340,صفاقس,صفاقس المدينة,الصيد البحري,SQL Results
55,8566050,قابس,المطوية,الفلاحي,SQL Results
56,9613744,القيروان,القيروان الجنوبية,الفلاحي,SQL Results
57,7161357,مدنين,جرجيس,الفلاحي,SQL Results
59,8202907,القصرين,فريانة,الفلاحي,SQL Results
60,13665918,باجة,تستور,الفلاحي,SQL Results
60,5155269,القصرين,سبيبة,الفلاحي,SQL Results
63,40383171,زغوان,زغوان,الفلاحي,SQL Results
63,5936184,القيروان,سيدي عمر بوحجلة,الفلاحي,SQL Results
64,7127165,سيدي بوزيد,سيدي بوزيد الشرقية,الفلاحي,SQL Results
64,9580198,سيدي بوزيد,سيدي علي بن عون,الفلاحي,SQL Results
64,7301335,القصرين,ماجل با لعباس,الفلاحي,SQL Results
67,14678919,بنزرت,أوتيك,الفلاحي,SQL Results
71,13104505,صفاقس,منزل شاكر,الفلاحي,SQL Results
71,33165974,بن عروس,مرناق,الفلاحي,SQL Results
73,13923828,سيدي بوزيد,الرقاب,الفلاحي,SQL Results
73,9386067,مدنين,بن قردان,الفلاحي,SQL Results
74,8361732,سيدي بوزيد,بئر الحفي,الفلاحي,SQL Results
75,11421774,قفصة,سيدي عيش,الفلاحي,SQL Results
76,5969220,القصرين,القصرين الجنوبية,الفلاحي,SQL Results
81,16122676,توزر,توزر,الفلاحي,SQL Results
85,7196446,سيدي بوزيد,سيدي بوزيد الغربية,الفلاحي,SQL Results
113,8267785,القصرين,فوسانة,الفلاحي,SQL Results
140,14679173,القصرين,سبيطلة,الفلاحي,SQL Results
141,14236894,قفصة,قفصة الشما لية,الفلاحي,SQL Results
