n,annee_prog,gouvernorat,nom,delegation,secteur,xlamb,ylamb,xutm_corriges,yutm_corriges,s_b_v_ha,cap_m3,cap_m3_sed,cout_paye,avancement,objectifs,financemen,zone_2626,equip,lat,long,feuille
1,1974,ARIANA,"O,Elgrib",Ariana,Cité Ennass,522500.0,395800.0,603291.5682,4079764.7676,110.0,50000,15000.0,50000.0,100,Protection,Pn,Non,Non,36.858163857916644,10.158720657699496,feuille1
2,1974,ARIANA,"O,Rourich",Ariana,Cité Ennass,521400.0,395300.0,601803.5591,4079601.7672,115.0,65000,15000.0,50000.0,100,Protection,Pn,Non,Non,36.85685629825831,10.14200940058358,feuille1
3,1990,ARIANA,Ain snoussi,Ariana,Nahli,523300.0,397950.0,603393.5698,4082205.7822,116.0,70000,60000.0,58000.0,100,Protection,Pn,Non,Non,36.88015301700321,10.160197366748665,feuille1
4,1991,ARIANA,Ain Larbain,Sidi Thabet,Sidi Thabet,515000.0,400600.0,595212.5218,4084732.8007,130.0,80000,55000.0,141200.0,100,Exploitation,Pn,Non,Non,36.9037898245495,10.068729006262913,feuille1
5,1993,ARIANA,Ain Zitouna,Sidi Thabet,Ceb.Ben.Amm,516750.0,404940.0,602263.5635,4083548.7908,205.0,52000,35000.0,123400.0,100,Exploitation,CEE,Non,Non,36.892380378389845,10.147700872268354,feuille1
6,1994,ARIANA,Zardoud,Ariana,Borj Touil,521650.0,400890.0,601972.5625,4085073.8001,63.0,50000,40000.0,179900.0,100,Protection,CEE,Non,Non,36.9061564486672,10.144640852583056,feuille1
7,1994,ARIANA,Ezzitoun,Kalaat land,Nahli,520900.0,397800.0,601199.5565,4081946.7816,60.0,50000,30000.0,170200.0,100,Protection,CEE,Non,Non,36.87805647543518,10.135547827514308,feuille1
8,1996,ARIANA,"O,El Ain",Sidi Thabet,Jabbes,514500.0,394400.0,596782.5293,4080156.7726,158.0,73000,60000.0,121800.0,100,Exploitation,CEE,Non,Oui,36.86238633937935,10.085764798788505,feuille1
9,1998,ARIANA,"O,Sidi Fraj",Sidi Thabet,Cebalet.Ben,517170.0,400050.0,597464.5351,4084320.7974,275.0,70000,65000.0,181000.0,100,Protection,Pn,Non,Non,36.89984641093549,10.09394996062581,feuille1
10,2002,ARIANA,"O,Sfayou",El Mnihla,Sidi Bou Ch,517900.0,396100.0,597930.5364,4080457.7739,60.0,40000,35000.0,188000.0,100,Exploitation,Pn,Non,Non,36.86498091907019,10.098680544003301,feuille1
11,2003,ARIANA,"O,El Kebir",Raoued,Borj Etouil,522500.0,402800.0,602591.5669,4086903.8109,110.0,50000,50000.0,130000.0,100,Exploitation,Pn,Non,Non,36.92258270777938,10.151835919751104,feuille1
12,2006,ARIANA,Elkodia El,El Mnihla,Elbokri,517680.0,397800.0,598102.5382,4082373.7854,50.0,40000,40000.0,172300.0,100,Protection,Pn,Non,Non,36.882231990530165,10.100857721795958,feuille1
13,1988,BEJA,Bir El Krou,Nefza,Jmila,424900.0,405300.0,505888.9858,4088426.8414,40.0,35000,0.0,32000.0,100,Protection,ODESYPANO,Non,Non,36.94187853173447,9.066135869144821,feuille1
14,1990,BEJA,Sidi Mbarec,Beja Nord,Munchar,447725.0,379500.0,528980.1219,4064670.6974,187.0,96000,67000.0,87100.0,100,Exploitation,Pn,Non,Oui,36.72730040190375,9.324551091971816,feuille1
15,1991,BEJA,"O,El Waer",Goubellat,Graam,477050.0,361850.0,557604.2869,4045662.5801,100.0,67000,0.0,143900.0,100,Exploitation,Pn,Non,non,36.554647821208924,9.643674806110422,feuille1
16,1991,BEJA,"O,El Mourra",Goubellat,Gammarti,474600.0,359700.0,555121.2719,4043570.5684,200.0,68000,41000.0,163700.0,100,Protection,Pn,Oui,non,36.53593572173713,9.615781285297187,feuille1
17,1992,BEJA,Ain El harr,Beja Sud,Sidi Smail,434350.0,363250.0,514416.0347,4047217.5956,165.0,160000,48000.0,218500.0,100,Protection,CEE,Non,Oui,36.570294946492126,9.161119312629815,feuille1
18,1992,BEJA,Dar Roumene,Testour,Zeldou,441625.0,362950.0,522206.0802,4046451.5906,66.0,40000,0.0,40000.0,100,Protection,ODESYPANO,Non,Non,36.563239955266944,9.24816124644936,feuille1
19,1992,BEJA,Dmina I,Beja Sud,Hammam Saya,429375.0,374650.0,509944.009,4058074.6598,50.0,8000,0.0,19300.0,100,Exploitation,CEE,Non,Oui,36.66822835445655,9.11127886259069,feuille1
20,1992,BEJA,Dmina II,Beja Sud,Hammam Saya,429580.0,374350.0,510314.0112,4057479.6562,30.0,5000,0.0,17700.0,100,Exploitation,CEE,Non,Oui,36.662860504125575,9.115411371804816,feuille1
21,1992,BEJA,"O,Trach",Beja Sud,Hammam Saya,433350.0,373500.0,513564.0303,4057259.6548,60.0,15000,5000.0,38600.0,100,Protection,Pn,Non,Non,36.660836419704715,9.151774329697338,feuille1
22,1992,BEJA,"O,El Boul",Beja Nord,Munchar,447800.0,379250.0,528119.1165,4062544.6849,110.0,125000,75000.0,176200.0,100,Exploitation,CEE,Non,Oui,36.70816089129618,9.314830527249782,feuille1
23,1992,BEJA,Ain Hamra,Teboursouk,Ain Melliti,435550.0,356600.0,516374.0456,4040076.5536,225.0,60000,9000.0,175800.0,100,Exploitation,CEE,Oui,Non,36.50588626138046,9.182851082600777,feuille1
24,1992,BEJA,"O,El Melah",Medjez El B,Toukabeur,465500.0,380800.0,545755.2212,4064545.6941,216.0,90000,32000.0,167700.0,100,Exploitation,CEE,Non,Non,36.725513056254734,9.512403953229915,feuille1
25,1993,BEJA,"O,Swawikh",Beja Sud,Sidi Smail,435725.0,364150.0,516264.0455,4047586.5976,150.0,60000,0.0,134900.0,100,Exploitation,CEE,Non,Non,36.57359181025703,9.18178112068257,feuille1
26,1993,BEJA,"O,El Morsal",Teboursouk,Munchia,441500.0,348250.0,522264.0792,4031941.5058,543.0,195000,39000.0,323100.0,100,Exploitation,CEE,Non,Non,36.43242863500991,9.248391272663984,feuille1
27,1993,BEJA,Ain Elbabbo,Testour,Oued Zerga,460125.0,377875.0,540546.1899,4061506.6769,125.0,80000,32000.0,159900.0,100,Protection,CEE,Non,Non,36.69835441184903,9.453909598937578,feuille1
28,1993,BEJA,Ain el Graa,Medjez El B,Toukabeur,464775.0,377875.0,545169.2175,4063594.6886,145.0,77000,12000.0,179300.0,100,Exploitation,CEE,Non,Oui,36.71696828593018,9.505785429822735,feuille1
29,1994,BEJA,"O,El Mourra",Teboursouk,Ain El Hamm,433300.0,343100.0,513935.0307,4026530.4751,240.0,100000,25000.0,190500.0,100,Exploitation,CEE,Oui,Non,36.38380376040649,9.155370704635871,feuille1
30,1994,BEJA,"O,El Maleh",Teboursouk,Ain El Hamm,433750.0,343580.0,514351.0331,4027128.4785,490.0,160000,0.0,252100.0,100,Exploitation,CEE,Oui,Oui,36.389188832870595,9.160020016263852,feuille1
31,1994,BEJA,"O,Bou Satou",Medjez El B,Hidous,472150.0,378500.0,552608.2612,4062228.6789,120.0,50000,10000.0,122300.0,100,Exploitation,Pn,Non,Non,36.70427146914913,9.58898693932583,feuille1
32,1994,BEJA,"O,Ben Issar",Medjez El B,Toukabeur,465375.0,377750.0,545823.221,4061173.674,310.0,125000,0.0,266000.0,100,Exploitation,CEE,Non,Non,36.69511267451323,9.512963347482222,feuille1
33,1995,BEJA,"O,Ennemsha",Teboursouk,A. Milliti,434000.0,352700.0,514675.0356,4036130.5308,350.0,110000,17000.0,268300.0,100,Exploitation,CEE,Non,Non,36.47033976616176,9.163803177962578,feuille1
34,1995,BEJA,Ain Dhirwa,Testour,Oued Zerga,462425.0,378200.0,542391.2007,4061431.6762,240.0,88000,22000.0,179500.0,100,Exploitation,CEE,Non,Non,36.69759777741268,9.474559484267225,feuille1
35,1996,BEJA,"O,El Brika",Teboursouk,Bir Touta,441600.0,355950.0,522280.08,4039423.5493,330.0,143000,36000.0,241000.0,100,Exploitation,CEE,Oui,Non,36.49988004602224,9.248785209245538,feuille1
36,1996,BEJA,Ain Zriss,Teboursouk,Bir Touta,441700.0,359420.0,522322.0805,4042939.5699,170.0,100000,30000.0,132700.0,100,Exploitation,CEE,Non,Non,36.53157627269562,9.249355866410713,feuille1
37,1996,BEJA,Sidi Louati,Testour,Oued Zerga,461050.0,376150.0,541577.1957,4059827.6668,80.0,50000,0.0,84000.0,100,Exploitation,CEE,Non,non,36.683174242996074,9.465360025530709,feuille1
38,1996,BEJA,Ain Drajeh,Testour,Oued Zerga,462200.0,375600.0,542682.2021,4059401.6642,80.0,70000,49000.0,158600.0,100,Recharge,CEE,Non,Non,36.679285024485836,9.477703871229515,feuille1
39,1996,BEJA,"O,El Mismac",Medjez El B,Toukabeur,464050.0,376750.0,544486.2129,4060474.6702,210.0,100000,15000.0,151600.0,100,Exploitation,CEE,Non,Non,36.68887500572809,9.497956232535554,feuille1
40,1996,BEJA,"O,El Khinga",Medjez El B,Toukabeur,468250.0,376450.0,548674.2376,4060210.6678,340.0,125000,25000.0,226800.0,100,Exploitation,CEE,Non,Non,36.686289888277216,9.544816245258566,feuille1
41,1997,BEJA,Gattoussia,Teboursouk,Ain El Hamm,434520.0,344420.0,515525.04,4027949.4831,100.0,150000,75000.0,262200.0,100,Exploitation,Pn,Oui,Non,36.396572189460116,9.173127044152883,feuille1
42,1997,BEJA,Bis Essnous,Teboursouk,Douga,436000.0,345120.0,516724.047,4028569.4867,290.0,175000,105000.0,232300.0,100,Exploitation,Pn,Oui,Oui,36.402141574666906,9.18651103075223,feuille1
43,1997,BEJA,"O,Guettar1",Medjez El B,Sidi Naceur,471300.0,371350.0,549883.2433,4053239.6264,200.0,90000,0.0,185500.0,100,Exploitation,Pn,Non,Non,36.623386573782895,9.557894640994716,feuille1
44,1998,BEJA,El Matria,Teboursouk,Bir Touta,438400.0,359000.0,518899.0605,4042316.5665,280.0,100000,80000.0,177200.0,100,Exploitation,Pn,Oui,Non,36.52603365975229,9.21110293101251,feuille1
45,1998,BEJA,"O,Elmjarjef",Tibar,Djebba,447500.0,382900.0,506784.9898,4039581.5512,30.0,15000,0.0,30000.0,100,Protection,Pn,Oui,Non,36.50153979475689,9.075764653663663,feuille1
46,1998,BEJA,"O,Guettar2",Testour,Sidi Abd El,460630.0,369100.0,541155.192,4052802.6255,190.0,76000,53000.0,160400.0,100,Exploitation,Pn,Non,Non,36.61986419711016,9.460259767294213,feuille1
47,1998,BEJA,"O, El Khamr",Testour,Oued Zerga,468750.0,363750.0,549870.2423,4048729.5998,350.0,200000,80000.0,263700.0,100,Exploitation,Pn,Non,Non,36.582731147444456,9.557456625595684,feuille1
48,1999,BEJA,"O,El Hamri",Beja Sud,Mestouta,437000.0,366400.0,517505.0529,4049842.6108,517.0,240000,84000.0,266300.0,100,Exploitation,Pn,Non,oui,36.5939078335712,9.195702959464484,feuille1
49,1999,BEJA,El Daoudi,Teboursouk,Aïn Jammela,447100.0,356360.0,527929.1129,4039814.551,214.0,100000,35000.0,169500.0,100,Exploitation,Pn,Non,Non,36.503256739299225,9.311877168542601,feuille1
50,1999,BEJA,Aïn El Ayou,Medjez El B,Toukabeur,467380.0,380750.0,547906.234,4064953.6961,260.0,200000,100000.0,251000.0,100,Exploitation,Pn,Non,non,36.72908483308526,9.536517384184613,feuille1
51,2000,BEJA,Aïn Ghrab,Beja Nord,Neggachia,447500.0,392900.0,527770.1161,4076412.7677,91.0,100000,30000.0,202800.0,100,Exploitation,Pn,Non,Non,36.83318700574839,9.31142827098449,feuille1
52,2000,BEJA,"O,Cherif",Testour,Aîn Younes,450750.0,382370.0,540301.1881,4060078.6686,300.0,90000,72000.0,184200.0,100,Exploitation,Pn,Non,Non,36.68549188766625,9.451091708057483,feuille1
53,2000,BEJA,"O,Elkébir",Testour,Aîn Younes,452560.0,349800.0,533296.1432,4033552.5139,400.0,130000,117000.0,181700.0,100,Exploitation,Pn,Non,Non,36.446632520489395,9.371538801098756,feuille1
54,2001,BEJA,"O, Zarzoura",Beja Nord,Zouagha,447000.0,378300.0,528080.1163,4062700.6858,440.0,400000,240000.0,446900.0,100,Exploitation,Pn,Non,Oui,36.70956835221454,9.314399603627155,feuille1
55,2001,BEJA,Ain Chalou,Beja Nord,Munchar,446300.0,385540.0,526666.1087,4069112.7241,200.0,200000,200000.0,281700.0,100,Exploitation,Pn,Non,Non,36.76741174128574,9.29879178452855,feuille1
56,2002,BEJA,Sidi Abdela,Testour,Sidi Abdela,464000.0,368500.0,545840.2194,4052402.6223,710.0,350000,263.0,328300.0,100,Exploitation,Pn,Non,Non,36.61604441113183,9.512629175478262,feuille1
57,2002,BEJA,"O,Zitoun",Testour,O.Zitoun,459250.0,380800.0,539689.1852,4064514.695,345.0,100000,85000.0,225300.0,100,Exploitation,Pn,Non,Oui,36.72550666857709,9.44447196060722,feuille1
58,2003,BEJA,"O,Tethra",Medjez El B,Ksar echikh,470620.0,387250.0,550928.2532,4071251.733,660.0,400000,260000.0,287100.0,100,Exploitation,Pn,Non,Non,36.785700176189046,9.570780962776997,feuille1
59,2003,BEJA,"O, Bouhmara",Medjez El B,Ksar echikh,469500.0,387000.0,549832.2465,4070820.7307,560.0,350000,193000.0,279500.0,100,Exploitation,Pn,Non,Non,36.781873284952844,9.55846975402946,feuille1
60,2005,BEJA,"O,Bouneb",Testour,Eskhira,461800.0,362200.0,542468.1984,4045797.584,200.0,250000,75000.0,216600.0,100,Exploitation,Pn,Non,Non,36.55665791180881,9.474556587751788,feuille1
61,2005,BEJA,Fith Elhajr,Testour,Ain Younes,453120.0,352240.0,533903.147,4035944.5278,230.0,165000,107000.0,210600.0,100,Exploitation,Pn,Non,Non,36.46817538761833,9.378416743871986,feuille1
62,2005,BEJA,El Yoser,Beja Sud,Mkhachbia,445880.0,378500.0,526220.1052,4061058.6763,180.0,167000,150000.0,190300.0,100,Exploitation,Pn,Non,Non,36.6948192024615,9.293517918406337,feuille1
63,2006,BEJA,Essfaya,Gbollat,Bir Elach,473930.0,351310.0,554558.2667,4035098.519,848.0,210000,189000.0,207950.0,100,Exploitation,Pn,Non,Non,36.45959520425888,9.608893819182294,feuille1
64,2007,BEJA,Elgtar,Gbollat,Bir Elach,472960.0,351510.0,553588.2611,4035305.5205,492.0,160000,144000.0,226950.0,100,Exploitation,Pn,Non,Non,36.46151600653669,9.598083005719685,feuille1
65,2007,BEJA,El Hemri2,Beja Sud,Mestouta,435630.0,367750.0,516235.0456,4051210.619,405.0,190000,181000.0,283000.0,100,Exploitation,Pn,Non,Oui,36.60626288368778,9.181533492352521,feuille1
66,2007,BEJA,Knena,Testour,Ain Younes,456800.0,350600.0,537303.1665,4034154.5168,375.0,94000,89000.0,236350.0,100,Exploitation,Pn,Non,Non,36.45191205828784,9.416279614486156,feuille1
67,2008,BEJA,Bortila,Testour,Ain Tounga,450400.0,357900.0,530958.1307,4041496.5605,603.0,225000,214000.0,270800.0,100,Exploitation,Pn,Non,Non,36.51832685286516,9.34576833607186,feuille1
68,2008,BEJA,"O,Loubin",Beja Sud,Sidi Ismail,436200.0,365800.0,516626.0478,4049009.606,315.0,220000,209000.0,293000.0,100,Exploitation,Pn,Non,Oui,36.58641402164982,9.185857900464578,feuille1
69,2010,BEJA,"O,Bdziria",Beja Sud,Hammem Saya,430863.0,374407.0,511288.0169,4057782.658,115.0,200000,200000.0,311530.0,100,Exploitation,Pn,Non,Non,36.665580980976124,9.126314708096656,feuille1
70,2011,BEJA,"O,Elmalah",Medjez El B,Sidi Erraye,472750.0,367178.0,553305.2629,4050941.6121,294.0,149000,149000.0,321370.0,100,Exploitation,FCGBV,Non,Non,36.602485719815334,9.596005280018822,feuille1
71,1988,BEN AROUS,"O,Karb 1",Mornag,Ksibi,533500.0,364700.0,614122.6185,4048687.578,173.0,70000,5000.0,70000.0,100,Exploitation,Privé,Non,Oui,36.57683080881335,10.275556950730406,feuille1
72,1988,BEN AROUS,"O,Karb 2",Mornag,Ksibi,533300.0,364500.0,613941.6175,4048850.579,266.0,90000,5000.0,60000.0,100,Exploitation,Privé,Non,Oui,36.57832153872754,10.273558471977719,feuille1
73,1989,BEN AROUS,"O,Jebs",Boumhel,Chala,539300.0,374900.0,619448.6549,4059267.6379,200.0,38000,15000.0,35000.0,100,Recharge,Pn,Non,Oui,36.671532288099236,10.336717885903168,feuille1
74,1989,BEN AROUS,"O,Maizet",Boumhel,Chala,537600.0,375600.0,618139.6475,4060082.6434,140.0,40000,20000.0,50000.0,100,Recharge,Pn,Non,Non,36.67904104613476,10.322198386229585,feuille1
75,1990,BEN AROUS,"O,Chouchet",Mornag,Bordj sougu,531020.0,362400.0,611528.6025,4046842.5683,220.0,100000,8000.0,35000.0,100,Exploitation,Pn,Oui,Oui,36.56050852490752,10.246302479043306,feuille1
76,1991,BEN AROUS,"O,Aïn El Mo",Fouchana,Chebedda,526400.0,375400.0,606965.5814,4059700.6463,45.0,45000,40000.0,66000.0,100,Protection,Pn,Non,Non,36.676920944163236,10.197112823204273,feuille1
77,1991,BEN AROUS,"O,Oum El Ks",Mornag,Ksibi,532080.0,365840.0,612316.6088,4050704.5907,110.0,45000,10000.0,89600.0,100,Recharge,Pn,Non,Non,36.59522418656715,10.25566992737642,feuille1
78,1992,BEN AROUS,"O,El Maleh",Mornag,Bordj sougu,532100.0,363500.0,612841.6103,4047145.5694,110.0,40000,15000.0,95400.0,100,Exploitation,CEE,Non,Oui,36.563085183323786,10.261016188403298,feuille1
79,1992,BEN AROUS,"O,Ain Kahol",Mornag,Oudhna,526100.0,366600.0,606690.5759,4050757.5935,117.0,76000,40000.0,140100.0,100,Exploitation,CEE,Non,Oui,36.59634791947568,10.192792371160028,feuille1
80,1993,BEN AROUS,"O,Fidh El M",Mornag,Bordj sougu,530200.0,363100.0,610368.5959,4047341.5717,42.0,50000,15000.0,94300.0,100,Exploitation,CEE,Non,Oui,36.565140827310756,10.23341394677121,feuille1
81,1993,BEN AROUS,"O,Bouchekch",Mornag,Bordj sougu,529400.0,362800.0,609895.5931,4047246.5714,98.0,70000,30000.0,105300.0,100,Exploitation,CEE,Non,Oui,36.564339152786786,10.228115491889382,feuille1
82,1994,BEN AROUS,"O,Enchima",Mornag,Bordj sougu,530900.0,361150.0,611425.6012,4045340.5595,85.0,50000,15000.0,118100.0,100,Protection,CEE,Non,Non,36.546982984869146,10.244934518935448,feuille1
83,1994,BEN AROUS,"O,Ain El Ka",Mornag,Oudhna,524100.0,365200.0,604612.5631,4049493.587,174.0,60000,18000.0,82400.0,100,Exploitation,CEE,Non,Oui,36.58518544156721,10.1693928496713,feuille1
84,1994,BEN AROUS,"O,B,Hassin",Mornag,El Gonna,528600.0,361900.0,609092.5879,4046173.5655,160.0,78000,10000.0,133400.0,100,Exploitation,CEE,Oui,Oui,36.55476018799545,10.21899156117764,feuille1
85,1995,BEN AROUS,"O,Ezzitouni",M'hamedia,Mhamedia,523900.0,372500.0,604339.5647,4056841.6305,45.0,38000,25000.0,61400.0,100,Protection,CEE,Non,Non,36.65144424709136,10.167339915674445,feuille1
86,1995,BEN AROUS,"O,El abaier",Mornag,Oudhna,524150.0,366700.0,605156.5667,4050290.5914,100.0,53000,25000.0,97000.0,100,Exploitation,CEE,Non,Oui,36.592309154556375,10.175581696208544,feuille1
87,1995,BEN AROUS,"O,Bouajila",Mornag,Oudhna,524000.0,365600.0,604452.5625,4050109.5907,95.0,62000,40000.0,106600.0,100,Protection,CEE,Non,Non,36.5907551246045,10.16768829068102,feuille1
88,1996,BEN AROUS,"O,Guettar",Mornag,Bordj sougu,531250.0,364100.0,611722.6043,4048395.5774,700.0,200000,130000.0,248000.0,100,Exploitation,CEE,Non,Oui,36.57448302395772,10.248695252326598,feuille1
89,1996,BEN AROUS,"O,El  Jebas",Mornag,Sidi Salem,535750.0,358500.0,616090.6271,4042632.5415,165.0,90000,45000.0,165600.0,100,Exploitation,CEE,Oui,Oui,36.522020612745926,10.296636452263783,feuille1
90,1996,BEN AROUS,"O,El Rgham",Mornag,Sidi Salem,535750.0,358200.0,616292.6282,4042390.54,70.0,100000,40000.0,162400.0,100,Exploitation,CEE,Oui,non,36.519814947515876,10.29885565152697,feuille1
91,1997,BEN AROUS,"O,Kef Lahme",Mornag,Oudhna,525600.0,363600.0,603757.5572,4047452.5754,245.0,170000,120000.0,182000.0,100,Exploitation,Pn,Non,Oui,36.56688272536142,10.1595619657291,feuille1
92,1997,BEN AROUS,"O,El Kasbey",Mornag,Kaabouti,540100.0,359400.0,621697.6604,4043851.5459,240.0,100000,75000.0,151000.0,100,Exploitation,Pn,Non,Oui,36.53230985383191,10.359439094827351,feuille1
93,1998,BEN AROUS,"O,Ezzitoun2",M'hamedia,Mhamdia,523210.0,372160.0,603686.5607,4056409.6281,40.0,95000,70000.0,137400.0,100,Protection,Pn,Non,Non,36.64762192943078,10.159977129688874,feuille1
94,1998,BEN AROUS,"O,Kef Lahme",Mornag,Mornag,523800.0,364600.0,604506.5622,4048777.5828,40.0,50000,40000.0,114000.0,100,Protection,Pn,Non,Non,36.5787435804377,10.168110917266237,feuille1
95,2000,BEN AROUS,Hajjej,Mornag,Jebel Errsa,542440.0,371680.0,622999.6742,4056123.6175,52.0,39000,25000.0,153400.0,100,Protection,Pn,Non,Oui,36.64274467359463,10.375941759912575,feuille1
96,2000,BEN AROUS,El Alalguia,Mornag,Oudhna,523600.0,366680.0,604118.5608,4050873.5953,80.0,72000,45000.0,177300.0,100,Exploitation,Pn,Non,Oui,36.59767775460595,10.164058580938127,feuille1
97,2001,BEN AROUS,Ain Esafsaf,Mornag,Ain raggad,531200.0,360750.0,614445.6179,4043287.5461,233.0,62000,62000.0,168300.0,100,Exploitation,Pn,Non,non,36.52812240687241,10.278364362208453,feuille1
98,1985,BIZERTE,El Skhira,Sejnane,El Maalia,448132.0,420136.0,528243.122,4103781.9331,30.0,70000,56000.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.07988842958542,9.317756107130919,feuille1
99,1987,BIZERTE,Touajnia,Sejnane,El Maalia,442329.0,412290.0,523095.09,4096273.8879,20.0,30000,0.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.01234993767906,9.25960694032889,feuille1
100,1987,BIZERTE,El Hkara,Sejnane,El Hkara,451916.0,419049.0,531968.1446,4102766.9264,20.0,15000,12000.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.07061933775206,9.35962146143785,feuille1
101,1988,BIZERTE,Boufrinina,Sejnane,El Hchachna,453122.0,428023.0,527649.1194,4112556.9868,20.0,20000,0.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.159005483733544,9.311397031951028,feuille1
102,1988,BIZERTE,Sogmane 2,Sejnane,El Maalia,435876.0,426385.0,516036.0483,4110043.9724,20.0,15000,0.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.1366242569029,9.180552259199013,feuille1
103,1988,BIZERTE,Fith Elkha,Sejnane,El Maalia,429279.0,418479.0,510295.0128,4100383.9137,20.0,15000,12000.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.049626715834854,9.11578068283221,feuille1
104,1988,BIZERTE,Oum Jnib,Sejnane,El Maalia,445389.0,421822.0,525555.1058,4105377.9431,20.0,40000,15000.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.0943523219052,9.28756863890549,feuille1
105,1988,BIZERTE,Sogmane 1,Sejnane,El Maalia,447029.0,422281.0,527019.1148,4105789.9454,20.0,20000,16000.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.09802508195871,9.30405759660002,feuille1
106,1989,BIZERTE,Yesli,Sejnane,El Maalia,450107.0,417988.0,529920.132,4101364.9181,20.0,20000,16000.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.05804899989554,9.336527153245461,feuille1
107,1989,BIZERTE,El Smaira,Sejnane,El Maalia,445075.0,421074.0,524980.1023,4104509.9378,20.0,40000,32000.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.086543476819124,9.28106936627963,feuille1
108,1990,BIZERTE,Tarfa-b1,El Alia,khetmin,506600.0,424500.0,584601.4662,4108602.9497,55.0,30000,0.0,23000.0,100,Recharge,Pn,Non,Non,37.119947082326064,9.952320029246271,feuille1
109,1990,BIZERTE,Knainia-b4,Sejnane,Shabna,433095.0,422732.0,510581.0146,4101199.9187,50.0,15000,12000.0,40000.0,100,Protection,ODESYPANO,Non,Non,37.05697927093895,9.119008620998297,feuille1
110,1990,BIZERTE,El Hadada-b,Sejnane,Shabna,435713.0,415153.0,519823.0701,4093811.8733,40.0,50000,40000.0,30000.0,100,Protection,ODESYPANO,Non,Non,36.99023120561991,9.222762385474773,feuille1
111,1990,BIZERTE,Hania-b3,Sejnane,Shabna,438384.0,424967.0,518515.0633,4108280.9615,30.0,15000,12000.0,40000.0,100,Protection,ODESYPANO,Non,Non,37.120686371002314,9.208420117551595,feuille1
112,1990,BIZERTE,"O,Tliba",Menzel Bour,Gabtna1,500200.0,426000.0,580091.4392,4110042.9599,67.0,60000,0.0,23000.0,100,Exploitation,Pn,Non,Non,37.133322969367434,9.901712568815174,feuille1
113,1991,BIZERTE,"O,El Graa",Bizerte Sud,Hicher,479600.0,442850.0,559276.3161,4126746.0688,165.0,130000,104000.0,149000.0,100,Exploitation,Pn,Non,Oui,37.285427316775234,9.668708999832106,feuille1
114,1991,BIZERTE,"O,Echetib-b",Bizerte Sud,Sidi Ameur,479150.0,434125.0,559268.3139,4117834.0137,150.0,130000,104000.0,159000.0,100,Exploitation,Pn,Non,Oui,37.20509954249787,9.667909413332062,feuille1
115,1991,BIZERTE,"O,El Nia",Bizerte Sud,Louata,480500.0,436700.0,561058.3254,4119810.0255,100.0,120000,0.0,55000.0,100,Protection,Pn,Non,Non,37.22279478060231,9.68824196492182,feuille1
116,1991,BIZERTE,Aichoun,Sejnane,Ain Krima,449889.0,419842.0,529993.1327,4103430.9308,25.0,15000,12000.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.07667005853394,9.337430704590508,feuille1
117,1991,BIZERTE,Bith El Gho,Sejnane,El Maalia,446999.0,416679.0,526962.1139,4100312.9121,30.0,35000,28000.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.048655698466774,9.303219513447285,feuille1
118,1992,BIZERTE,"O,El Morra",Bizerte Sud,Louata,478324.0,434927.0,558936.312,4118102.0155,65.0,50000,25000.0,61600.0,100,Exploitation,CEE,Non,Oui,37.20753621422662,9.664189400957408,feuille1
119,1992,BIZERTE,"O,El Mrazig",Bizerte Sud,Beni Moussl,490550.0,441000.0,570300.3836,4124931.0547,62.0,60000,48000.0,126900.0,100,Exploitation,CEE,Non,Oui,37.26830046066804,9.792892279844706,feuille1
120,1992,BIZERTE,"O,El Maou",Bizerte Sud,Sidi Ameur,473300.0,433600.0,553206.2767,4117397.0124,125.0,120000,96000.0,108700.0,100,Exploitation,CEE,Non,Oui,37.201526046544664,9.599567245807373,feuille1
121,1992,BIZERTE,El Mekhiche,Sejnane,El Mouaden,455495.0,432733.0,535685.1694,4118991.0254,20.0,15000,12000.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.216729041640576,9.402208362673482,feuille1
122,1992,BIZERTE,El Hmil,Sejnane,El maalia,443237.0,418424.0,523358.0922,4101978.9226,50.0,15000,12000.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.063770196368424,9.262740398119243,feuille1
123,1992,BIZERTE,Echguifa (E,Sejnane,El Shabna,443241.0,423246.0,523044.0907,4106177.9482,50.0,90000,0.0,30000.0,100,Protection,ODESYPANO,Non,Non,37.10162887057054,9.259337333017488,feuille1
124,1992,BIZERTE,"O,El  Oumèn",Ghezala,Hached,468632.0,413606.0,548342.2429,4097194.8898,150.0,120000,85000.0,141500.0,100,Exploitation,CEE,Non,Oui,37.019691797778435,9.543455303429203,feuille1
