annee,gouvernorat,superficie_ha,nombre,feuille
2024,بن عروس,1.42,4.0,الحرائق الغابية
2024,منوبة,1.5,2.0,الحرائق الغابية
2024,نابل,30.0,39.0,الحرائق الغابية
2024,زغوان,280.0,3.0,الحرائق الغابية
2024,بنزرات,322.0,61.0,الحرائق الغابية
2024,باجة,142.0,30.0,الحرائق الغابية
2024,جندوبة,59.0,69.0,الحرائق الغابية
2024,الكاف,3.0,1.0,الحرائق الغابية
2024,سليانة,11.0,30.0,الحرائق الغابية
2024,القصرين,7.0,19.0,الحرائق الغابية
2024,سيدي بوزيد,0.11,2.0,الحرائق الغابية
2024,القيروان,17.0,15.0,الحرائق الغابية
2024,قفصة,0.01,1.0,الحرائق الغابية
2024,سوسة,0.0,0.0,الحرائق الغابية
2024,صفاقس,0.0,0.0,الحرائق الغابية
2024,المهدية,0.0,0.0,الحرائق الغابية
2024,المنستير,1.5,1.0,الحرائق الغابية
2024,قابس,0.0,0.0,الحرائق الغابية
2024,توزر,0.0,0.0,الحرائق الغابية
2024,تطاوين,0.0,0.0,الحرائق الغابية
2024,مدنين,0.0,0.0,الحرائق الغابية
2024,قبلي,0.0,0.0,الحرائق الغابية
2025,تونس,0.0,2.0,الحرائق الغابية
2025,أريانة,8.12,21.0,الحرائق الغابية
2025,بن عروس,2.15,15.0,الحرائق الغابية
2025,منوبة,53.58,67.0,الحرائق الغابية
2025,نابل,30.61,43.0,الحرائق الغابية
2025,زغوان,824.75,74.0,الحرائق الغابية
2025,بنزرات,514.66,103.0,الحرائق الغابية
2025,باجة,946.12,159.0,الحرائق الغابية
2025,جندوبة,317.54,199.0,الحرائق الغابية
2025,الكاف,77.21,162.0,الحرائق الغابية
2025,سليانة,1446.21,46.0,الحرائق الغابية
2025,القصرين,236.45,87.0,الحرائق الغابية
2025,سيدي بوزيد,2.75,8.0,الحرائق الغابية
2025,القيروان,36.17,29.0,الحرائق الغابية
2025,قفصة,0.0,4.0,الحرائق الغابية
2025,سوسة,12.32,66.0,الحرائق الغابية
2025,صفاقس,0.05,2.0,الحرائق الغابية
2025,المهدية,0.0,1.0,الحرائق الغابية
2025,المنستير,0.32,6.0,الحرائق الغابية
2025,قابس,0.0,2.0,الحرائق الغابية
2025,توزر,0.0,0.0,الحرائق الغابية
2025,تطاوين,0.0,0.0,الحرائق الغابية
2025,مدنين,0.0,0.0,الحرائق الغابية
2025,قبلي,0.0,4.0,الحرائق الغابية
